county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_early_voting,provisional
Navajo,03 HUBBELL,Sheriff,,,Write-In Totals,0,0,0,0,0
Navajo,03 HUBBELL,Sheriff,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,Sheriff,,,Undervotes,72,24,39,9,0
Navajo,03 HUBBELL,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",127,23,89,12,3
Navajo,03 HUBBELL,County Treasurer,,,Write-In Totals,2,1,1,0,0
Navajo,03 HUBBELL,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,County Treasurer,,,Undervotes,72,24,40,8,0
Navajo,03 HUBBELL,County School Superintendent,,DEM,"GERLICH, JALYN",118,23,83,9,3
Navajo,03 HUBBELL,County School Superintendent,,,Write-In Totals,1,0,1,0,0
Navajo,03 HUBBELL,County School Superintendent,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,County School Superintendent,,,Undervotes,82,25,46,11,0
Navajo,03 HUBBELL,County Recorder,,DEM,"SAMPLE, MICHAEL",125,21,90,11,3
Navajo,03 HUBBELL,County Recorder,,,Write-In Totals,1,1,0,0,0
Navajo,03 HUBBELL,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,County Recorder,,,Undervotes,75,26,40,9,0
Navajo,03 HUBBELL,County Assessor,,DEM,"DARRIS, CAMMY",127,23,90,11,3
Navajo,03 HUBBELL,County Assessor,,,Write-In Totals,0,0,0,0,0
Navajo,03 HUBBELL,County Assessor,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,County Assessor,,,Undervotes,74,25,40,9,0
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,,2,,,,
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,"HARDY, MELINDA",143,34,95,11,3
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Write-In Totals,0,0,0,0,0
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Undervotes,58,14,35,9,0
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,,3,,,,
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,"NIELSON, DALE",140,28,96,14,2
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Write-In Totals,0,0,0,0,0
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Undervotes,61,20,34,6,1
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,,4,,,,
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",140,28,97,13,2
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Write-In Totals,1,1,0,0,0
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,Judge of Superior Court Div.,,,Undervotes,60,19,33,7,1
Navajo,03 HUBBELL,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,121,22,85,11,3
Navajo,03 HUBBELL,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,32,14,18,0,0
Navajo,03 HUBBELL,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,48,12,27,9,0
Navajo,03 HUBBELL,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,119,26,79,11,3
Navajo,03 HUBBELL,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,32,11,21,0,0
Navajo,03 HUBBELL,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,50,11,30,9,0
Navajo,03 HUBBELL,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,124,25,88,8,3
Navajo,03 HUBBELL,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,29,12,15,2,0
Navajo,03 HUBBELL,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,48,11,27,10,0
Navajo,03 HUBBELL,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,127,28,86,10,3
Navajo,03 HUBBELL,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,24,7,16,1,0
Navajo,03 HUBBELL,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,50,13,28,9,0
Navajo,03 HUBBELL,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,122,26,86,7,3
Navajo,03 HUBBELL,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,25,9,15,1,0
Navajo,03 HUBBELL,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,54,13,29,12,0
Navajo,03 HUBBELL,Board Member Winslow,,,"GREENWOOD, SHARON B.",111,28,70,13,0
Navajo,03 HUBBELL,Board Member Winslow,,,"HARTNETT, JOSEPH",122,25,82,15,0
Navajo,03 HUBBELL,Board Member Winslow,,,"LEONARD, ALLEN",112,24,73,15,0
Navajo,03 HUBBELL,Board Member Winslow,,,"MARTINEZ, DEBBIE",99,21,69,6,3
Navajo,03 HUBBELL,Board Member Winslow,,,Write-In Totals,5,1,4,0,0
Navajo,03 HUBBELL,Board Member Winslow,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,Board Member Winslow,,,Undervotes,154,45,92,11,6
Navajo,03 HUBBELL,Board Member Northland Pioneer College Dist. 1,,,"GRAY, JOAN ANN",80,20,55,5,0
Navajo,03 HUBBELL,Board Member Northland Pioneer College Dist. 1,,,"LAUGHTER, KRISTINE",64,13,44,4,3
Navajo,03 HUBBELL,Board Member Northland Pioneer College Dist. 1,,,Write-In Totals,0,0,0,0,0
Navajo,03 HUBBELL,Board Member Northland Pioneer College Dist. 1,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,Board Member Northland Pioneer College Dist. 1,,,Undervotes,57,15,31,11,0
Navajo,03 HUBBELL,PROPOSITION 207,,,YES,96,16,71,6,3
Navajo,03 HUBBELL,PROPOSITION 207,,,NO,98,30,55,13,0
Navajo,03 HUBBELL,PROPOSITION 207,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,PROPOSITION 207,,,Undervotes,7,2,4,1,0
Navajo,03 HUBBELL,PROPOSITION 208,,,YES,88,15,63,8,2
Navajo,03 HUBBELL,PROPOSITION 208,,,NO,104,30,63,11,0
Navajo,03 HUBBELL,PROPOSITION 208,,,Overvotes,0,0,0,0,0
Navajo,03 HUBBELL,PROPOSITION 208,,,Undervotes,9,3,4,1,1
Navajo,04 BLACK BUTTES,Registered Voters,,,,10102,,,,
Navajo,04 BLACK BUTTES,Ballots Cast,,,,7147,2100,4312,689,46
Navajo,04 BLACK BUTTES,Ballots Cast - Blank,,,,1,0,0,1,0
Navajo,04 BLACK BUTTES,President,,REP,"TRUMP, PENCE",1836,626,1010,188,12
Navajo,04 BLACK BUTTES,President,,DEM,"BIDEN, HARRIS",5059,1411,3139,480,29
Navajo,04 BLACK BUTTES,President,,LBT,"JORGENSEN, COHEN",136,37,83,12,4
Navajo,04 BLACK BUTTES,President,,,Write-In Totals,22,3,15,3,1
Navajo,04 BLACK BUTTES,President,,,Overvotes,65,10,52,3,0
Navajo,04 BLACK BUTTES,President,,,Undervotes,29,13,13,3,0
Navajo,04 BLACK BUTTES,U.S. Senate,,REP,"MCSALLY, MARTHA",1840,651,982,191,16
Navajo,04 BLACK BUTTES,U.S. Senate,,DEM,"KELLY, MARK",5149,1387,3247,487,28
Navajo,04 BLACK BUTTES,U.S. Senate,,,Write-In Totals,40,16,22,2,0
Navajo,04 BLACK BUTTES,U.S. Senate,,,Overvotes,6,4,2,0,0
Navajo,04 BLACK BUTTES,U.S. Senate,,,Undervotes,112,42,59,9,2
Navajo,04 BLACK BUTTES,U.S. House,1,REP,"SHEDD, TIFFANY",1791,668,914,190,19
Navajo,04 BLACK BUTTES,U.S. House,1,DEM,"O'HALLERAN, TOM",5105,1348,3264,469,24
Navajo,04 BLACK BUTTES,U.S. House,1,,Write-In Totals,20,7,10,3,0
Navajo,04 BLACK BUTTES,U.S. House,1,,Overvotes,2,2,0,0,0
Navajo,04 BLACK BUTTES,U.S. House,1,,Undervotes,229,75,124,27,3
Navajo,04 BLACK BUTTES,State Senate,7,DEM,"PESHLAKAI, JAMESCITA",5801,1668,3541,559,33
Navajo,04 BLACK BUTTES,State Senate,7,,Write-In Totals,141,60,66,14,1
Navajo,04 BLACK BUTTES,State Senate,7,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,State Senate,7,,Undervotes,1202,372,705,116,9
Navajo,04 BLACK BUTTES,State House,7,REP,"PARKS, JAMES ""JIM""	1720",569,974,171,6,
Navajo,04 BLACK BUTTES,State House,7,REP,"PEELMAN, DAVID",1380,458,772,141,9
Navajo,04 BLACK BUTTES,State House,7,DEM,"TELLER, ARLANDO",3636,896,2394,326,20
Navajo,04 BLACK BUTTES,State House,7,DEM,"TSOSIE, MYRON",4501,1186,2860,430,25
Navajo,04 BLACK BUTTES,State House,7,,Write-In Totals,17,5,11,1,0
Navajo,04 BLACK BUTTES,State House,7,,Overvotes,6,6,0,0,0
Navajo,04 BLACK BUTTES,State House,7,,Undervotes,3028,1080,1613,309,26
Navajo,04 BLACK BUTTES,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1480,478,850,146,6
Navajo,04 BLACK BUTTES,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1593,561,871,153,8
Navajo,04 BLACK BUTTES,Corporation Commissioner,,REP,"SLOAN, ERIC",1412,446,821,142,3
Navajo,04 BLACK BUTTES,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",3751,885,2496,346,24
Navajo,04 BLACK BUTTES,Corporation Commissioner,,DEM,"STANFIELD, SHEA",3621,882,2387,332,20
Navajo,04 BLACK BUTTES,Corporation Commissioner,,DEM,"TOVAR, ANNA",4014,990,2618,385,21
Navajo,04 BLACK BUTTES,Corporation Commissioner,,,Write-In Totals,14,5,9,0,0
Navajo,04 BLACK BUTTES,Corporation Commissioner,,,Overvotes,6,3,3,0,0
Navajo,04 BLACK BUTTES,Corporation Commissioner,,,Undervotes,5541,2050,2881,563,47
Navajo,04 BLACK BUTTES,Board of Supervisors Dist. 2,,DEM,"PESHLAKAI, ALBERTO L.",5921,1692,3636,561,32
Navajo,04 BLACK BUTTES,Board of Supervisors Dist. 2,,,Write-In Totals,118,50,49,18,1
Navajo,04 BLACK BUTTES,Board of Supervisors Dist. 2,,,Overvotes,4,1,3,0,0
Navajo,04 BLACK BUTTES,Board of Supervisors Dist. 2,,,Undervotes,1101,357,624,110,10
Navajo,04 BLACK BUTTES,County Attorney,,DEM,"CARLYON, BRAD",5894,1656,3639,568,31
Navajo,04 BLACK BUTTES,County Attorney,,,Write-In Totals,114,50,49,14,1
Navajo,04 BLACK BUTTES,County Attorney,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,County Attorney,,,Undervotes,1136,394,624,107,11
Navajo,04 BLACK BUTTES,Sheriff,,DEM,"CLOUSE, DAVID",5959,1680,3669,580,30
Navajo,04 BLACK BUTTES,Sheriff,,,Write-In Totals,127,55,60,10,2
Navajo,04 BLACK BUTTES,Sheriff,,,Overvotes,1,1,0,0,0
Navajo,04 BLACK BUTTES,Sheriff,,,Undervotes,1057,364,583,99,11
Navajo,04 BLACK BUTTES,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",5988,1697,3683,576,32
Navajo,04 BLACK BUTTES,County Treasurer,,,Write-In Totals,93,41,42,9,1
Navajo,04 BLACK BUTTES,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,County Treasurer,,,Undervotes,1063,362,587,104,10
Navajo,04 BLACK BUTTES,County School Superintendent,,DEM,"GERLICH, JALYN",5868,1667,3607,563,31
Navajo,04 BLACK BUTTES,County School Superintendent,,,Write-In Totals,104,47,46,10,1
Navajo,04 BLACK BUTTES,County School Superintendent,,,Overvotes,1,0,0,1,0
Navajo,04 BLACK BUTTES,County School Superintendent,,,Undervotes,1171,386,659,115,11
Navajo,04 BLACK BUTTES,County Recorder,,DEM,"SAMPLE, MICHAEL",5892,1666,3630,567,29
Navajo,04 BLACK BUTTES,County Recorder,,,Write-In Totals,89,39,39,9,2
Navajo,04 BLACK BUTTES,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,County Recorder,,,Undervotes,1163,395,643,113,12
Navajo,04 BLACK BUTTES,County Assessor,,DEM,"DARRIS, CAMMY",5925,1660,3664,571,30
Navajo,04 BLACK BUTTES,County Assessor,,,Write-In Totals,89,42,36,10,1
Navajo,04 BLACK BUTTES,County Assessor,,,Overvotes,1,1,0,0,0
Navajo,04 BLACK BUTTES,County Assessor,,,Undervotes,1129,397,612,108,12
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,,2,,,,
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,"HARDY, MELINDA",5745,1621,3535,558,31
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Write-In Totals,62,25,30,6,1
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Overvotes,1,0,1,0,0
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Undervotes,1336,454,746,125,11
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,,3,,,,
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,"NIELSON, DALE",5830,1676,3570,555,29
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Write-In Totals,72,27,34,8,3
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Undervotes,1242,397,708,126,11
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,,4,,,,
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",5777,1652,3534,561,30
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Write-In Totals,75,28,37,9,1
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Overvotes,2,1,0,1,0
Navajo,04 BLACK BUTTES,Judge of Superior Court Div.,,,Undervotes,1290,419,741,118,12
Navajo,04 BLACK BUTTES,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,4324,1244,2651,401,28
Navajo,04 BLACK BUTTES,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,1806,564,1058,175,9
Navajo,04 BLACK BUTTES,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,2,2,0,0,0
Navajo,04 BLACK BUTTES,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,1012,290,603,113,6
Navajo,04 BLACK BUTTES,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,4383,1304,2653,397,29
Navajo,04 BLACK BUTTES,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,1727,490,1053,177,7
Navajo,04 BLACK BUTTES,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,1,1,0,0,0
Navajo,04 BLACK BUTTES,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,1033,305,606,115,7
Navajo,04 BLACK BUTTES,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,4616,1369,2796,422,29
Navajo,04 BLACK BUTTES,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,1488,433,903,146,6
Navajo,04 BLACK BUTTES,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,1,0,1,0,0
Navajo,04 BLACK BUTTES,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,1039,298,612,121,8
Navajo,04 BLACK BUTTES,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,4665,1376,2824,438,27
Navajo,04 BLACK BUTTES,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,1451,427,878,138,8
Navajo,04 BLACK BUTTES,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,1,1,0,0,0
Navajo,04 BLACK BUTTES,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,1027,296,610,113,8
Navajo,04 BLACK BUTTES,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,4976,1418,3066,463,29
Navajo,04 BLACK BUTTES,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,1159,381,652,119,7
Navajo,04 BLACK BUTTES,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,1,1,0,0,0
Navajo,04 BLACK BUTTES,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,1008,300,594,107,7
Navajo,04 BLACK BUTTES,Board Member Winslow,,,"GREENWOOD, SHARON B.",1921,435,1305,173,8
Navajo,04 BLACK BUTTES,Board Member Winslow,,,"HARTNETT, JOSEPH",2013,424,1391,193,5
Navajo,04 BLACK BUTTES,Board Member Winslow,,,"LEONARD, ALLEN",2060,491,1376,186,7
Navajo,04 BLACK BUTTES,Board Member Winslow,,,"MARTINEZ, DEBBIE",2556,550,1756,240,10
Navajo,04 BLACK BUTTES,Board Member Winslow,,,Write-In Totals,220,36,163,20,1
Navajo,04 BLACK BUTTES,Board Member Winslow,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,Board Member Winslow,,,Undervotes,3866,1097,2358,376,35
Navajo,04 BLACK BUTTES,Board Member Pinon,,,"ALLEN, BESSIE S.",1,0,1,0,0
Navajo,04 BLACK BUTTES,Board Member Pinon,,,"BITSUI, MARANDA",2,0,1,1,0
Navajo,04 BLACK BUTTES,Board Member Pinon,,,"MCCABE III, TOMMY",2,0,2,0,0
Navajo,04 BLACK BUTTES,Board Member Pinon,,,"TACHINE, PHYLLIS",0,0,0,0,0
Navajo,04 BLACK BUTTES,Board Member Pinon,,,"YAZZIE, DOROTHY R.",0,0,0,0,0
Navajo,04 BLACK BUTTES,Board Member Pinon,,,Write-In Totals,0,0,0,0,0
Navajo,04 BLACK BUTTES,Board Member Pinon,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,Board Member Pinon,,,Undervotes,10,0,5,5,0
Navajo,04 BLACK BUTTES,Mayor City of Winslow,,,"LOSEY, MARSHALL",1400,307,954,136,3
Navajo,04 BLACK BUTTES,Mayor City of Winslow,,,"WILCOX CANO, ROBERTA ""BIRDIE""",1495,317,1014,149,15
Navajo,04 BLACK BUTTES,Mayor City of Winslow,,,Write-In Totals,20,2,14,3,1
Navajo,04 BLACK BUTTES,Mayor City of Winslow,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,Mayor City of Winslow,,,Undervotes,143,46,81,15,1
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,"BUTLER-NELSON, MELISSA",1151,193,840,112,6
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,"CAKE, PETER",1486,309,1031,135,11
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,"HOWELL, JUDY",872,150,624,94,4
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,"LAWRENCE, KERWIN A.",850,136,639,74,1
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,"MACLEAN, JAMES ""JIM""",1605,376,1055,165,9
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,"SHUMWAY, MICHAEL",1054,186,773,92,3
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,Write-In Totals,15,3,9,2,1
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,Overvotes,9,0,3,3,3
Navajo,04 BLACK BUTTES,Council Member City of Winslow,,,Undervotes,2132,663,1215,232,22
Navajo,04 BLACK BUTTES,PROPOSITION 207,,,YES,3699,1059,2219,392,29
Navajo,04 BLACK BUTTES,PROPOSITION 207,,,NO,3081,873,1922,275,11
Navajo,04 BLACK BUTTES,PROPOSITION 207,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,PROPOSITION 207,,,Undervotes,364,168,171,22,3
Navajo,04 BLACK BUTTES,PROPOSITION 208,,,YES,3974,966,2584,402,22
Navajo,04 BLACK BUTTES,PROPOSITION 208,,,NO,2797,958,1556,263,20
Navajo,04 BLACK BUTTES,PROPOSITION 208,,,Overvotes,0,0,0,0,0
Navajo,04 BLACK BUTTES,PROPOSITION 208,,,Undervotes,373,176,172,24,1
Navajo,04 BLACK BUTTES,PROPOSITION 426,,,YES,1723,326,1214,172,11
Navajo,04 BLACK BUTTES,PROPOSITION 426,,,NO,1198,290,780,120,8
Navajo,04 BLACK BUTTES,PROPOSITION 426,,,Overvotes,1,1,0,0,0
Navajo,04 BLACK BUTTES,PROPOSITION 426,,,Undervotes,136,55,69,11,1
Navajo,04 BLACK BUTTES,PROPOSITION 427,,,YES,1839,336,1309,179,15
Navajo,04 BLACK BUTTES,PROPOSITION 427,,,NO,1092,285,687,116,4
Navajo,04 BLACK BUTTES,PROPOSITION 427,,,Overvotes,1,0,1,0,0
Navajo,04 BLACK BUTTES,PROPOSITION 427,,,Undervotes,126,51,66,8,1
Navajo,05 CEDAR VALLEY,Registered Voters,,,,1954,,,,
Navajo,05 CEDAR VALLEY,Ballots Cast,,,,1265,542,598,122,3
Navajo,05 CEDAR VALLEY,Ballots Cast - Blank,,,,1,1,0,0,0
Navajo,05 CEDAR VALLEY,President,,REP,"TRUMP, PENCE",210,110,79,20,1
Navajo,05 CEDAR VALLEY,President,,DEM,"BIDEN, HARRIS",1008,411,496,99,2
Navajo,05 CEDAR VALLEY,President,,LBT,"JORGENSEN, COHEN",12,5,5,2,0
Navajo,05 CEDAR VALLEY,President,,,Write-In Totals,5,3,2,0,0
Navajo,05 CEDAR VALLEY,President,,,Overvotes,24,9,15,0,0
Navajo,05 CEDAR VALLEY,President,,,Undervotes,6,4,1,1,0
Navajo,05 CEDAR VALLEY,U.S. Senate,,REP,"MCSALLY, MARTHA",181,100,61,19,1
Navajo,05 CEDAR VALLEY,U.S. Senate,,DEM,"KELLY, MARK",1055,425,525,103,2
Navajo,05 CEDAR VALLEY,U.S. Senate,,,Write-In Totals,10,3,7,0,0
Navajo,05 CEDAR VALLEY,U.S. Senate,,,Overvotes,1,1,0,0,0
Navajo,05 CEDAR VALLEY,U.S. Senate,,,Undervotes,18,13,5,0,0
Navajo,05 CEDAR VALLEY,U.S. House,1,REP,"SHEDD, TIFFANY",183,105,59,18,1
Navajo,05 CEDAR VALLEY,U.S. House,1,DEM,"O'HALLERAN, TOM",1051,414,531,104,2
Navajo,05 CEDAR VALLEY,U.S. House,1,,Write-In Totals,5,3,2,0,0
Navajo,05 CEDAR VALLEY,U.S. House,1,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,U.S. House,1,,Undervotes,26,20,6,0,0
Navajo,05 CEDAR VALLEY,State Senate,7,DEM,"PESHLAKAI, JAMESCITA",1167,482,569,114,2
Navajo,05 CEDAR VALLEY,State Senate,7,,Write-In Totals,11,4,5,2,0
Navajo,05 CEDAR VALLEY,State Senate,7,,Overvotes,1,1,0,0,0
Navajo,05 CEDAR VALLEY,State Senate,7,,Undervotes,86,55,24,6,1
Navajo,05 CEDAR VALLEY,State House,7,REP,"PARKS, JAMES ""JIM""	125",70,43,12,0,
Navajo,05 CEDAR VALLEY,State House,7,REP,"PEELMAN, DAVID",79,45,28,5,1
Navajo,05 CEDAR VALLEY,State House,7,DEM,"TELLER, ARLANDO",633,259,312,61,1
Navajo,05 CEDAR VALLEY,State House,7,DEM,"TSOSIE, MYRON",936,374,467,94,1
Navajo,05 CEDAR VALLEY,State House,7,,Write-In Totals,6,3,3,0,0
Navajo,05 CEDAR VALLEY,State House,7,,Overvotes,2,2,0,0,0
Navajo,05 CEDAR VALLEY,State House,7,,Undervotes,749,331,343,72,3
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",100,57,36,6,1
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",138,78,49,9,2
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,REP,"SLOAN, ERIC",113,63,40,9,1
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",661,260,337,63,1
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,DEM,"STANFIELD, SHEA",613,255,300,57,1
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,DEM,"TOVAR, ANNA",718,287,359,71,1
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,,Write-In Totals,9,6,2,1,0
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,,Overvotes,3,0,3,0,0
Navajo,05 CEDAR VALLEY,Corporation Commissioner,,,Undervotes,1440,620,668,150,2
Navajo,05 CEDAR VALLEY,Board of Supervisors Dist. 2,,DEM,"PESHLAKAI, ALBERTO L.",1180,496,568,113,3
Navajo,05 CEDAR VALLEY,Board of Supervisors Dist. 2,,,Write-In Totals,13,5,7,1,0
Navajo,05 CEDAR VALLEY,Board of Supervisors Dist. 2,,,Overvotes,1,1,0,0,0
Navajo,05 CEDAR VALLEY,Board of Supervisors Dist. 2,,,Undervotes,71,40,23,8,0
Navajo,05 CEDAR VALLEY,County Attorney,,DEM,"CARLYON, BRAD",1162,481,567,112,2
Navajo,05 CEDAR VALLEY,County Attorney,,,Write-In Totals,12,7,5,0,0
Navajo,05 CEDAR VALLEY,County Attorney,,,Overvotes,2,2,0,0,0
Navajo,05 CEDAR VALLEY,County Attorney,,,Undervotes,89,52,26,10,1
Navajo,05 CEDAR VALLEY,Sheriff,,DEM,"CLOUSE, DAVID",1160,485,563,109,3
Navajo,05 CEDAR VALLEY,Sheriff,,,Write-In Totals,16,6,8,2,0
Navajo,05 CEDAR VALLEY,Sheriff,,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,Sheriff,,,Undervotes,89,51,27,11,0
Navajo,05 CEDAR VALLEY,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",1143,468,560,112,3
Navajo,05 CEDAR VALLEY,County Treasurer,,,Write-In Totals,20,10,10,0,0
Navajo,05 CEDAR VALLEY,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,County Treasurer,,,Undervotes,102,64,28,10,0
Navajo,05 CEDAR VALLEY,County School Superintendent,,DEM,"GERLICH, JALYN",1154,481,559,111,3
Navajo,05 CEDAR VALLEY,County School Superintendent,,,Write-In Totals,16,7,8,1,0
Navajo,05 CEDAR VALLEY,County School Superintendent,,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,County School Superintendent,,,Undervotes,95,54,31,10,0
Navajo,05 CEDAR VALLEY,County Recorder,,DEM,"SAMPLE, MICHAEL",1150,475,560,112,3
Navajo,05 CEDAR VALLEY,County Recorder,,,Write-In Totals,14,6,7,1,0
Navajo,05 CEDAR VALLEY,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,05 CEDAR VALLEY,County Recorder,,,Undervotes,101,61,31,9,0
Navajo,05 CEDAR VALLEY,County Assessor,,DEM,"DARRIS, CAMMY",1145,474,557,111,3
Navajo,05 CEDAR VALLEY,County Assessor,,,Write-In Totals,17,5,12,0,0
Navajo,05 CEDAR VALLEY,County Assessor,,,Overvotes,0,0,0,0,0
