county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_early_voting,provisional
Navajo,12 WOODLAND,Board Member Pinetop-Lakeside San,,,Undervotes,2353,586,1524,240,3
Navajo,12 WOODLAND,PROPOSITION 207,,,YES,608,160,388,59,1
Navajo,12 WOODLAND,PROPOSITION 207,,,NO,512,122,326,63,1
Navajo,12 WOODLAND,PROPOSITION 207,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,PROPOSITION 207,,,Undervotes,28,11,15,2,0
Navajo,12 WOODLAND,PROPOSITION 208,,,YES,362,60,267,33,2
Navajo,12 WOODLAND,PROPOSITION 208,,,NO,757,220,449,88,0
Navajo,12 WOODLAND,PROPOSITION 208,,,Overvotes,0,0,0,0,0
Navajo,12 WOODLAND,PROPOSITION 208,,,Undervotes,29,13,13,3,0
Navajo,12 WOODLAND,FOR THE BONDS,,,,386,84,270,30,2
Navajo,12 WOODLAND,FOR THE BONDS,,,AGAINST THE BONDS,607,169,357,81,0
Navajo,12 WOODLAND,FOR THE BONDS,,,Overvotes,1,1,0,0,0
Navajo,12 WOODLAND,FOR THE BONDS,,,Undervotes,51,20,28,3,0
Navajo,13 SITGREAVES,Registered Voters,,,,10113,,,,
Navajo,13 SITGREAVES,Ballots Cast,,,,8550,1875,5810,819,46
Navajo,13 SITGREAVES,Ballots Cast - Blank,,,,1,0,1,0,0
Navajo,13 SITGREAVES,President,,REP,"TRUMP, PENCE",6458,1667,4071,680,40
Navajo,13 SITGREAVES,President,,DEM,"BIDEN, HARRIS",1926,172,1639,112,3
Navajo,13 SITGREAVES,President,,LBT,"JORGENSEN, COHEN",97,20,54,22,1
Navajo,13 SITGREAVES,President,,,Write-In Totals,23,3,14,5,1
Navajo,13 SITGREAVES,President,,,Overvotes,12,1,10,0,1
Navajo,13 SITGREAVES,President,,,Undervotes,34,12,22,0,0
Navajo,13 SITGREAVES,U.S. Senate,,REP,"MCSALLY, MARTHA",6260,1599,3967,653,41
Navajo,13 SITGREAVES,U.S. Senate,,DEM,"KELLY, MARK",2093,216,1736,137,4
Navajo,13 SITGREAVES,U.S. Senate,,,Write-In Totals,22,12,7,3,0
Navajo,13 SITGREAVES,U.S. Senate,,,Overvotes,0,0,0,0,0
Navajo,13 SITGREAVES,U.S. Senate,,,Undervotes,175,48,100,26,1
Navajo,13 SITGREAVES,U.S. House,1,REP,"SHEDD, TIFFANY",6119,1566,3860,655,38
Navajo,13 SITGREAVES,U.S. House,1,DEM,"O'HALLERAN, TOM",2093,215,1753,122,3
Navajo,13 SITGREAVES,U.S. House,1,,Write-In Totals,18,6,11,1,0
Navajo,13 SITGREAVES,U.S. House,1,,Overvotes,2,0,1,0,1
Navajo,13 SITGREAVES,U.S. House,1,,Undervotes,318,88,185,41,4
Navajo,13 SITGREAVES,State Senate,7,DEM,"PESHLAKAI, JAMESCITA",3152,518,2378,248,8
Navajo,13 SITGREAVES,State Senate,7,,Write-In Totals,460,202,212,40,6
Navajo,13 SITGREAVES,State Senate,7,,Overvotes,2,2,0,0,0
Navajo,13 SITGREAVES,State Senate,7,,Undervotes,4936,1153,3220,531,32
Navajo,13 SITGREAVES,State House,7,REP,"PARKS, JAMES ""JIM""	5362",1225,3552,553,32,
Navajo,13 SITGREAVES,State House,7,REP,"PEELMAN, DAVID",5397,1285,3515,565,32
Navajo,13 SITGREAVES,State House,7,DEM,"TELLER, ARLANDO",1555,124,1353,77,1
Navajo,13 SITGREAVES,State House,7,DEM,"TSOSIE, MYRON",1598,136,1363,96,3
Navajo,13 SITGREAVES,State House,7,,Write-In Totals,20,13,3,4,0
Navajo,13 SITGREAVES,State House,7,,Overvotes,8,2,6,0,0
Navajo,13 SITGREAVES,State House,7,,Undervotes,3160,965,1828,343,24
Navajo,13 SITGREAVES,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",5016,1100,3348,542,26
Navajo,13 SITGREAVES,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",5332,1259,3501,540,32
Navajo,13 SITGREAVES,Corporation Commissioner,,REP,"SLOAN, ERIC",4914,1070,3302,519,23
Navajo,13 SITGREAVES,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",1654,136,1428,89,1
Navajo,13 SITGREAVES,Corporation Commissioner,,DEM,"STANFIELD, SHEA",1527,124,1321,80,2
Navajo,13 SITGREAVES,Corporation Commissioner,,DEM,"TOVAR, ANNA",1712,151,1459,101,1
Navajo,13 SITGREAVES,Corporation Commissioner,,,Write-In Totals,36,21,10,5,0
Navajo,13 SITGREAVES,Corporation Commissioner,,,Overvotes,15,6,3,3,3
Navajo,13 SITGREAVES,Corporation Commissioner,,,Undervotes,5444,1758,3058,578,50
Navajo,13 SITGREAVES,Board of Supervisors Dist. 4,,REP,"SEYMORE, DARYL",6858,1609,4532,677,40
Navajo,13 SITGREAVES,Board of Supervisors Dist. 4,,,Write-In Totals,126,25,91,10,0
Navajo,13 SITGREAVES,Board of Supervisors Dist. 4,,,Overvotes,3,1,1,1,0
Navajo,13 SITGREAVES,Board of Supervisors Dist. 4,,,Undervotes,1563,240,1186,131,6
Navajo,13 SITGREAVES,County Attorney,,DEM,"CARLYON, BRAD",4065,797,2895,357,16
Navajo,13 SITGREAVES,County Attorney,,,Write-In Totals,329,130,164,31,4
Navajo,13 SITGREAVES,County Attorney,,,Overvotes,2,2,0,0,0
Navajo,13 SITGREAVES,County Attorney,,,Undervotes,4154,946,2751,431,26
Navajo,13 SITGREAVES,Sheriff,,DEM,"CLOUSE, DAVID",4180,829,2969,368,14
Navajo,13 SITGREAVES,Sheriff,,,Write-In Totals,430,149,241,36,4
Navajo,13 SITGREAVES,Sheriff,,,Overvotes,3,3,0,0,0
Navajo,13 SITGREAVES,Sheriff,,,Undervotes,3937,894,2600,415,28
Navajo,13 SITGREAVES,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",3897,774,2789,322,12
Navajo,13 SITGREAVES,County Treasurer,,,Write-In Totals,293,113,148,28,4
Navajo,13 SITGREAVES,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,13 SITGREAVES,County Treasurer,,,Undervotes,4360,988,2873,469,30
Navajo,13 SITGREAVES,County School Superintendent,,DEM,"GERLICH, JALYN",3815,748,2736,319,12
Navajo,13 SITGREAVES,County School Superintendent,,,Write-In Totals,305,125,153,24,3
Navajo,13 SITGREAVES,County School Superintendent,,,Overvotes,1,0,1,0,0
Navajo,13 SITGREAVES,County School Superintendent,,,Undervotes,4429,1002,2920,476,31
Navajo,13 SITGREAVES,County Recorder,,DEM,"SAMPLE, MICHAEL",3876,752,2784,328,12
Navajo,13 SITGREAVES,County Recorder,,,Write-In Totals,274,110,141,20,3
Navajo,13 SITGREAVES,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,13 SITGREAVES,County Recorder,,,Undervotes,4400,1013,2885,471,31
Navajo,13 SITGREAVES,County Assessor,,DEM,"DARRIS, CAMMY",3973,778,2853,330,12
Navajo,13 SITGREAVES,County Assessor,,,Write-In Totals,271,106,140,22,3
Navajo,13 SITGREAVES,County Assessor,,,Overvotes,1,0,1,0,0
Navajo,13 SITGREAVES,County Assessor,,,Undervotes,4305,991,2816,467,31
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,,2,,,,
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,"HARDY, MELINDA",4465,960,3127,364,14
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Write-In Totals,170,46,97,25,2
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Undervotes,3915,869,2586,430,30
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,,3,,,,
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,"NIELSON, DALE",4942,1093,3401,427,21
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Write-In Totals,88,30,50,7,1
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Overvotes,2,1,1,0,0
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Undervotes,3518,751,2358,385,24
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,,4,,,,
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",4661,1023,3222,399,17
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Write-In Totals,121,35,72,13,1
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,13 SITGREAVES,Judge of Superior Court Div.,,,Undervotes,3768,817,2516,407,28
Navajo,13 SITGREAVES,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,4690,1001,3244,429,16
Navajo,13 SITGREAVES,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,1174,293,792,81,8
Navajo,13 SITGREAVES,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,1,1,0,0,0
Navajo,13 SITGREAVES,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,2685,580,1774,309,22
Navajo,13 SITGREAVES,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,4552,996,3125,414,17
Navajo,13 SITGREAVES,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,1273,285,879,101,8
Navajo,13 SITGREAVES,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,13 SITGREAVES,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,2725,594,1806,304,21
Navajo,13 SITGREAVES,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,4511,963,3114,418,16
Navajo,13 SITGREAVES,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,1284,317,866,93,8
Navajo,13 SITGREAVES,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,0,0,0,0,0
Navajo,13 SITGREAVES,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,2755,595,1830,308,22
Navajo,13 SITGREAVES,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,4512,989,3120,388,15
Navajo,13 SITGREAVES,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,1250,279,845,118,8
Navajo,13 SITGREAVES,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,2,1,1,0,0
Navajo,13 SITGREAVES,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,2786,606,1844,313,23
Navajo,13 SITGREAVES,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,4324,893,3050,367,14
Navajo,13 SITGREAVES,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,1376,354,885,127,10
Navajo,13 SITGREAVES,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,2,0,1,1,0
Navajo,13 SITGREAVES,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,2848,628,1874,324,22
Navajo,13 SITGREAVES,Board Member Show Low,,,"LARSEN, JOHN",4015,865,2757,380,13
Navajo,13 SITGREAVES,Board Member Show Low,,,"SCHULTZ, LAMISTA",3160,566,2297,288,9
Navajo,13 SITGREAVES,Board Member Show Low,,,Write-In Totals,1695,566,881,240,8
Navajo,13 SITGREAVES,Board Member Show Low,,,Overvotes,0,0,0,0,0
Navajo,13 SITGREAVES,Board Member Show Low,,,Undervotes,14314,3142,9788,1291,93
Navajo,13 SITGREAVES,Board Member Timber Mesa FRD,,,"ADAMS, JAMIE",4192,827,2962,384,19
Navajo,13 SITGREAVES,Board Member Timber Mesa FRD,,,"WYATT, PAUL",4129,820,2927,368,14
Navajo,13 SITGREAVES,Board Member Timber Mesa FRD,,,Write-In Totals,1261,545,553,154,9
Navajo,13 SITGREAVES,Board Member Timber Mesa FRD,,,Overvotes,6,3,3,0,0
Navajo,13 SITGREAVES,Board Member Timber Mesa FRD,,,Undervotes,16053,3430,10982,1548,93
Navajo,13 SITGREAVES,PROPOSITION 207,,,YES,4059,923,2738,371,27
Navajo,13 SITGREAVES,PROPOSITION 207,,,NO,4231,886,2902,425,18
Navajo,13 SITGREAVES,PROPOSITION 207,,,Overvotes,3,2,1,0,0
Navajo,13 SITGREAVES,PROPOSITION 207,,,Undervotes,257,64,169,23,1
Navajo,13 SITGREAVES,PROPOSITION 208,,,YES,2799,449,2074,262,14
Navajo,13 SITGREAVES,PROPOSITION 208,,,NO,5465,1342,3566,527,30
Navajo,13 SITGREAVES,PROPOSITION 208,,,Overvotes,1,0,1,0,0
Navajo,13 SITGREAVES,PROPOSITION 208,,,Undervotes,285,84,169,30,2
Navajo,13 SITGREAVES,FOR THE BONDS,,,,3265,646,2353,251,15
Navajo,13 SITGREAVES,FOR THE BONDS,,,AGAINST THE BONDS,4832,1115,3169,521,27
Navajo,13 SITGREAVES,FOR THE BONDS,,,Overvotes,1,0,1,0,0
Navajo,13 SITGREAVES,FOR THE BONDS,,,Undervotes,449,114,286,46,3
Navajo,14 SUNRISE,Registered Voters,,,,13583,,,,
Navajo,14 SUNRISE,Ballots Cast,,,,9658,3265,5499,847,47
Navajo,14 SUNRISE,Ballots Cast - Blank,,,,8,7,1,0,0
Navajo,14 SUNRISE,President,,REP,"TRUMP, PENCE",4812,1381,2900,509,22
Navajo,14 SUNRISE,President,,DEM,"BIDEN, HARRIS",4585,1765,2493,302,25
Navajo,14 SUNRISE,President,,LBT,"JORGENSEN, COHEN",131,53,53,25,0
Navajo,14 SUNRISE,President,,,Write-In Totals,27,6,17,4,0
Navajo,14 SUNRISE,President,,,Overvotes,47,31,14,2,0
Navajo,14 SUNRISE,President,,,Undervotes,56,29,22,5,0
Navajo,14 SUNRISE,U.S. Senate,,REP,"MCSALLY, MARTHA",4688,1343,2828,497,20
Navajo,14 SUNRISE,U.S. Senate,,DEM,"KELLY, MARK",4767,1826,2588,327,26
Navajo,14 SUNRISE,U.S. Senate,,,Write-In Totals,25,8,12,5,0
Navajo,14 SUNRISE,U.S. Senate,,,Overvotes,3,3,0,0,0
Navajo,14 SUNRISE,U.S. Senate,,,Undervotes,175,85,71,18,1
Navajo,14 SUNRISE,U.S. House,1,REP,"SHEDD, TIFFANY",4516,1271,2743,484,18
Navajo,14 SUNRISE,U.S. House,1,DEM,"O'HALLERAN, TOM",4760,1828,2582,324,26
Navajo,14 SUNRISE,U.S. House,1,,Write-In Totals,20,9,9,2,0
Navajo,14 SUNRISE,U.S. House,1,,Overvotes,3,2,1,0,0
Navajo,14 SUNRISE,U.S. House,1,,Undervotes,359,155,164,37,3
Navajo,14 SUNRISE,State Senate,7,DEM,"PESHLAKAI, JAMESCITA",5490,2079,2952,428,31
Navajo,14 SUNRISE,State Senate,7,,Write-In Totals,344,171,136,34,3
Navajo,14 SUNRISE,State Senate,7,,Overvotes,2,1,1,0,0
Navajo,14 SUNRISE,State Senate,7,,Undervotes,3822,1014,2410,385,13
Navajo,14 SUNRISE,State House,7,REP,"PARKS, JAMES ""JIM""	4011",1028,2542,429,12,
Navajo,14 SUNRISE,State House,7,REP,"PEELMAN, DAVID",3966,1034,2487,431,14
Navajo,14 SUNRISE,State House,7,DEM,"TELLER, ARLANDO",3593,1287,2042,248,16
Navajo,14 SUNRISE,State House,7,DEM,"TSOSIE, MYRON",4120,1623,2201,271,25
Navajo,14 SUNRISE,State House,7,,Write-In Totals,22,15,2,5,0
Navajo,14 SUNRISE,State House,7,,Overvotes,12,6,6,0,0
Navajo,14 SUNRISE,State House,7,,Undervotes,3592,1537,1718,310,27
Navajo,14 SUNRISE,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",3695,903,2367,412,13
Navajo,14 SUNRISE,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",4121,1114,2549,443,15
Navajo,14 SUNRISE,Corporation Commissioner,,REP,"SLOAN, ERIC",3687,907,2357,411,12
Navajo,14 SUNRISE,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",3659,1299,2103,245,12
Navajo,14 SUNRISE,Corporation Commissioner,,DEM,"STANFIELD, SHEA",3677,1350,2067,242,18
Navajo,14 SUNRISE,Corporation Commissioner,,DEM,"TOVAR, ANNA",3896,1368,2238,272,18
Navajo,14 SUNRISE,Corporation Commissioner,,,Write-In Totals,35,23,12,0,0
Navajo,14 SUNRISE,Corporation Commissioner,,,Overvotes,27,15,12,0,0
Navajo,14 SUNRISE,Corporation Commissioner,,,Undervotes,6177,2816,2792,516,53
Navajo,14 SUNRISE,Board of Supervisors Dist. 5,,DEM,"WHITESINGER, DAWNAFE",6035,2327,3199,476,33
Navajo,14 SUNRISE,Board of Supervisors Dist. 5,,,Write-In Totals,274,114,126,33,1
Navajo,14 SUNRISE,Board of Supervisors Dist. 5,,,Overvotes,1,0,0,0,1
Navajo,14 SUNRISE,Board of Supervisors Dist. 5,,,Undervotes,3348,824,2174,338,12
Navajo,14 SUNRISE,County Attorney,,DEM,"CARLYON, BRAD",5916,2215,3205,466,30
Navajo,14 SUNRISE,County Attorney,,,Write-In Totals,256,103,117,35,1
Navajo,14 SUNRISE,County Attorney,,,Overvotes,2,1,0,0,1
Navajo,14 SUNRISE,County Attorney,,,Undervotes,3484,946,2177,346,15
Navajo,14 SUNRISE,Sheriff,,DEM,"CLOUSE, DAVID",6016,2247,3264,477,28
Navajo,14 SUNRISE,Sheriff,,,Write-In Totals,324,116,165,40,3
Navajo,14 SUNRISE,Sheriff,,,Overvotes,0,0,0,0,0
Navajo,14 SUNRISE,Sheriff,,,Undervotes,3318,902,2070,330,16
Navajo,14 SUNRISE,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",5885,2216,3177,462,30
Navajo,14 SUNRISE,County Treasurer,,,Write-In Totals,229,93,107,27,2
Navajo,14 SUNRISE,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,14 SUNRISE,County Treasurer,,,Undervotes,3544,956,2215,358,15
Navajo,14 SUNRISE,County School Superintendent,,DEM,"GERLICH, JALYN",5858,2189,3177,462,30
Navajo,14 SUNRISE,County School Superintendent,,,Write-In Totals,235,97,106,30,2
Navajo,14 SUNRISE,County School Superintendent,,,Overvotes,2,2,0,0,0
Navajo,14 SUNRISE,County School Superintendent,,,Undervotes,3563,977,2216,355,15
Navajo,14 SUNRISE,County Recorder,,DEM,"SAMPLE, MICHAEL",5852,2191,3178,453,30
Navajo,14 SUNRISE,County Recorder,,,Write-In Totals,215,87,98,28,2
Navajo,14 SUNRISE,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,14 SUNRISE,County Recorder,,,Undervotes,3591,987,2223,366,15
Navajo,14 SUNRISE,County Assessor,,DEM,"DARRIS, CAMMY",5907,2183,3231,461,32
Navajo,14 SUNRISE,County Assessor,,,Write-In Totals,222,95,97,29,1
Navajo,14 SUNRISE,County Assessor,,,Overvotes,1,1,0,0,0
Navajo,14 SUNRISE,County Assessor,,,Undervotes,3528,986,2171,357,14
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,,2,,,,
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,"HARDY, MELINDA",5870,2141,3228,471,30
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Write-In Totals,190,59,97,32,2
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Overvotes,2,0,2,0,0
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Undervotes,3596,1065,2172,344,15
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,,3,,,,
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,"NIELSON, DALE",6386,2304,3532,518,32
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Write-In Totals,104,44,55,5,0
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Undervotes,3168,917,1912,324,15
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,,4,,,,
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",6132,2206,3399,498,29
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Write-In Totals,122,41,65,16,0
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,14 SUNRISE,Judge of Superior Court Div.,,,Undervotes,3404,1018,2035,333,18
Navajo,14 SUNRISE,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,5726,1984,3229,487,26
Navajo,14 SUNRISE,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,1469,534,831,98,6
Navajo,14 SUNRISE,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,14 SUNRISE,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,2463,747,1439,262,15
Navajo,14 SUNRISE,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,5518,1962,3063,464,29
Navajo,14 SUNRISE,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,1642,536,978,123,5
Navajo,14 SUNRISE,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,1,1,0,0,0
Navajo,14 SUNRISE,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,2497,766,1458,260,13
Navajo,14 SUNRISE,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,5627,1994,3137,469,27
Navajo,14 SUNRISE,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,1528,516,892,114,6
Navajo,14 SUNRISE,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,1,1,0,0,0
Navajo,14 SUNRISE,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,2502,754,1470,264,14
Navajo,14 SUNRISE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,5729,2051,3192,462,24
Navajo,14 SUNRISE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,1417,451,844,113,9
Navajo,14 SUNRISE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,3,3,0,0,0
Navajo,14 SUNRISE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,2509,760,1463,272,14
Navajo,14 SUNRISE,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,5685,2025,3189,447,24
Navajo,14 SUNRISE,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,1422,478,806,130,8
Navajo,14 SUNRISE,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,0,0,0,0,0
Navajo,14 SUNRISE,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,2551,762,1504,270,15
Navajo,14 SUNRISE,Board Member Timber Mesa FRD,,,"ADAMS, JAMIE",1744,354,1219,166,5
Navajo,14 SUNRISE,Board Member Timber Mesa FRD,,,"WYATT, PAUL",1868,388,1275,199,6
Navajo,14 SUNRISE,Board Member Timber Mesa FRD,,,Write-In Totals,452,149,211,91,1
Navajo,14 SUNRISE,Board Member Timber Mesa FRD,,,Overvotes,6,0,6,0,0
Navajo,14 SUNRISE,Board Member Timber Mesa FRD,,,Undervotes,7210,1725,4672,798,15
Navajo,14 SUNRISE,Board Member Pinetop-Lakeside San,,,Write-In Totals,1904,503,1126,274,1
Navajo,14 SUNRISE,Board Member Pinetop-Lakeside San,,,Overvotes,0,0,0,0,0
Navajo,14 SUNRISE,Board Member Pinetop-Lakeside San,,,Undervotes,13570,2827,9368,1340,35
Navajo,14 SUNRISE,PROPOSITION 207,,,YES,4874,1640,2811,405,18
Navajo,14 SUNRISE,PROPOSITION 207,,,NO,4332,1403,2498,410,21
Navajo,14 SUNRISE,PROPOSITION 207,,,Overvotes,3,3,0,0,0
Navajo,14 SUNRISE,PROPOSITION 207,,,Undervotes,449,219,190,32,8
Navajo,14 SUNRISE,PROPOSITION 208,,,YES,4348,1450,2497,379,22
Navajo,14 SUNRISE,PROPOSITION 208,,,NO,4829,1564,2809,437,19
Navajo,14 SUNRISE,PROPOSITION 208,,,Overvotes,6,6,0,0,0
Navajo,14 SUNRISE,PROPOSITION 208,,,Undervotes,475,245,193,31,6
Navajo,14 SUNRISE,FOR THE BONDS,,,,1493,303,1000,186,4
Navajo,14 SUNRISE,FOR THE BONDS,,,AGAINST THE BONDS,2026,472,1351,200,3
Navajo,14 SUNRISE,FOR THE BONDS,,,Overvotes,1,1,0,0,0
Navajo,14 SUNRISE,FOR THE BONDS,,,Undervotes,240,96,110,32,2
