county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_votes,provisional 
Yuma,033,Attorney General,,,Write-ins,1,1,0,0,0
Yuma,034.01,Attorney General,,,Write-ins,2,0,2,0,0
Yuma,035,Attorney General,,,Write-ins,2,0,2,0,0
Yuma,036,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,037,Attorney General,,,Write-ins,1,1,0,0,0
Yuma,038,Attorney General,,,Write-ins,1,1,0,0,0
Yuma,039,Attorney General,,,Write-ins,1,0,1,0,0
Yuma,040,Attorney General,,,Write-ins,2,0,2,0,0
Yuma,041.01,Attorney General,,,Write-ins,3,0,3,0,0
Yuma,042,Attorney General,,,Write-ins,1,0,1,0,0
Yuma,043,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,044,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,045.01,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,046,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,001.01,State Treasurer,,DEM,Martin Quezada,233,33,180,19,1
Yuma,002,State Treasurer,,DEM,Martin Quezada,298,47,234,12,5
Yuma,003,State Treasurer,,DEM,Martin Quezada,257,44,199,10,4
Yuma,004,State Treasurer,,DEM,Martin Quezada,857,80,738,36,3
Yuma,005,State Treasurer,,DEM,Martin Quezada,443,50,374,16,3
Yuma,006,State Treasurer,,DEM,Martin Quezada,559,91,408,52,8
Yuma,007,State Treasurer,,DEM,Martin Quezada,771,100,596,67,8
Yuma,008.01,State Treasurer,,DEM,Martin Quezada,279,22,239,17,1
Yuma,009,State Treasurer,,DEM,Martin Quezada,251,31,211,7,2
Yuma,010,State Treasurer,,DEM,Martin Quezada,947,93,796,42,16
Yuma,011,State Treasurer,,DEM,Martin Quezada,377,74,270,32,1
Yuma,012,State Treasurer,,DEM,Martin Quezada,329,48,261,19,1
Yuma,013,State Treasurer,,DEM,Martin Quezada,377,45,327,5,0
Yuma,014.01,State Treasurer,,DEM,Martin Quezada,96,12,75,9,0
Yuma,015.01,State Treasurer,,DEM,Martin Quezada,348,32,290,19,7
Yuma,016,State Treasurer,,DEM,Martin Quezada,338,39,282,13,4
Yuma,017,State Treasurer,,DEM,Martin Quezada,552,66,462,20,4
Yuma,018,State Treasurer,,DEM,Martin Quezada,19,1,16,2,0
Yuma,019,State Treasurer,,DEM,Martin Quezada,21,2,19,0,0
Yuma,020,State Treasurer,,DEM,Martin Quezada,394,58,309,21,6
Yuma,021,State Treasurer,,DEM,Martin Quezada,0,0,0,0,0
Yuma,022,State Treasurer,,DEM,Martin Quezada,501,67,405,25,4
Yuma,023.01,State Treasurer,,DEM,Martin Quezada,472,34,427,8,3
Yuma,024.01,State Treasurer,,DEM,Martin Quezada,988,76,890,21,1
Yuma,25.01,State Treasurer,,DEM,Martin Quezada,543,38,484,19,2
Yuma,026,State Treasurer,,DEM,Martin Quezada,188,14,154,18,2
Yuma,027,State Treasurer,,DEM,Martin Quezada,204,28,169,7,0
Yuma,028,State Treasurer,,DEM,Martin Quezada,151,22,116,12,1
Yuma,029,State Treasurer,,DEM,Martin Quezada,903,145,645,107,6
Yuma,030.01,State Treasurer,,DEM,Martin Quezada,887,130,630,126,1
Yuma,031,State Treasurer,,DEM,Martin Quezada,1356,227,960,150,19
Yuma,032,State Treasurer,,DEM,Martin Quezada,275,40,215,17,3
Yuma,033,State Treasurer,,DEM,Martin Quezada,110,12,92,6,0
Yuma,034.01,State Treasurer,,DEM,Martin Quezada,120,15,97,6,2
Yuma,035,State Treasurer,,DEM,Martin Quezada,329,38,285,4,2
Yuma,036,State Treasurer,,DEM,Martin Quezada,493,66,399,24,4
Yuma,037,State Treasurer,,DEM,Martin Quezada,429,59,347,20,3
Yuma,038,State Treasurer,,DEM,Martin Quezada,424,48,348,25,3
Yuma,039,State Treasurer,,DEM,Martin Quezada,368,48,298,16,6
Yuma,040,State Treasurer,,DEM,Martin Quezada,445,46,375,22,2
Yuma,041.01,State Treasurer,,DEM,Martin Quezada,467,45,404,17,1
Yuma,042,State Treasurer,,DEM,Martin Quezada,575,78,468,28,1
Yuma,043,State Treasurer,,DEM,Martin Quezada,9,1,8,0,0
Yuma,044,State Treasurer,,DEM,Martin Quezada,0,0,0,0,0
Yuma,045.01,State Treasurer,,DEM,Martin Quezada,205,18,175,7,5
Yuma,046,State Treasurer,,DEM,Martin Quezada,4,0,4,0,0
Yuma,001.01,State Treasurer,,REP,Kimberly Yee,153,38,106,5,4
Yuma,002,State Treasurer,,REP,Kimberly Yee,257,60,185,10,2
Yuma,003,State Treasurer,,REP,Kimberly Yee,238,44,186,7,1
Yuma,004,State Treasurer,,REP,Kimberly Yee,787,197,539,40,11
Yuma,005,State Treasurer,,REP,Kimberly Yee,1024,229,715,67,13
Yuma,006,State Treasurer,,REP,Kimberly Yee,336,94,217,25,0
Yuma,007,State Treasurer,,REP,Kimberly Yee,232,59,156,17,0
Yuma,008.01,State Treasurer,,REP,Kimberly Yee,564,83,466,10,5
Yuma,009,State Treasurer,,REP,Kimberly Yee,1085,274,730,63,18
Yuma,010,State Treasurer,,REP,Kimberly Yee,1974,418,1434,95,27
Yuma,011,State Treasurer,,REP,Kimberly Yee,832,262,504,57,9
Yuma,012,State Treasurer,,REP,Kimberly Yee,891,185,657,41,8
Yuma,013,State Treasurer,,REP,Kimberly Yee,369,73,277,10,9
Yuma,014.01,State Treasurer,,REP,Kimberly Yee,145,46,89,9,1
Yuma,015.01,State Treasurer,,REP,Kimberly Yee,637,114,472,42,9
Yuma,016,State Treasurer,,REP,Kimberly Yee,375,79,264,29,3
Yuma,017,State Treasurer,,REP,Kimberly Yee,1344,292,991,43,18
Yuma,018,State Treasurer,,REP,Kimberly Yee,127,22,101,3,1
Yuma,019,State Treasurer,,REP,Kimberly Yee,43,11,28,2,2
Yuma,020,State Treasurer,,REP,Kimberly Yee,1179,385,678,104,12
Yuma,021,State Treasurer,,REP,Kimberly Yee,0,0,0,0,0
Yuma,022,State Treasurer,,REP,Kimberly Yee,1205,294,829,59,23
Yuma,023.01,State Treasurer,,REP,Kimberly Yee,1140,226,852,52,10
Yuma,024.01,State Treasurer,,REP,Kimberly Yee,3475,700,2601,150,24
Yuma,25.01,State Treasurer,,REP,Kimberly Yee,1745,383,1272,76,14
Yuma,026,State Treasurer,,REP,Kimberly Yee,130,34,86,8,2
Yuma,027,State Treasurer,,REP,Kimberly Yee,255,49,196,7,3
Yuma,028,State Treasurer,,REP,Kimberly Yee,114,28,72,13,1
Yuma,029,State Treasurer,,REP,Kimberly Yee,203,55,119,28,1
Yuma,030.01,State Treasurer,,REP,Kimberly Yee,221,67,127,24,3
Yuma,031,State Treasurer,,REP,Kimberly Yee,406,106,234,58,8
Yuma,032,State Treasurer,,REP,Kimberly Yee,246,58,166,16,6
Yuma,033,State Treasurer,,REP,Kimberly Yee,201,61,125,10,5
Yuma,034.01,State Treasurer,,REP,Kimberly Yee,415,98,280,30,7
Yuma,035,State Treasurer,,REP,Kimberly Yee,527,122,378,20,7
Yuma,036,State Treasurer,,REP,Kimberly Yee,642,136,468,35,3
Yuma,037,State Treasurer,,REP,Kimberly Yee,363,103,239,16,5
Yuma,038,State Treasurer,,REP,Kimberly Yee,477,120,331,18,8
Yuma,039,State Treasurer,,REP,Kimberly Yee,594,128,434,22,10
Yuma,040,State Treasurer,,REP,Kimberly Yee,603,113,459,27,4
Yuma,041.01,State Treasurer,,REP,Kimberly Yee,697,139,506,43,9
Yuma,042,State Treasurer,,REP,Kimberly Yee,630,174,409,37,10
Yuma,043,State Treasurer,,REP,Kimberly Yee,13,4,8,1,0
Yuma,044,State Treasurer,,REP,Kimberly Yee,0,0,0,0,0
Yuma,045.01,State Treasurer,,REP,Kimberly Yee,214,63,139,10,2
Yuma,046,State Treasurer,,REP,Kimberly Yee,0,0,0,0,0
Yuma,001.01,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,002,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,003,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,004,State Treasurer,,,Write-ins,2,0,2,0,0
Yuma,005,State Treasurer,,,Write-ins,2,0,2,0,0
Yuma,006,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,007,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,008.01,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,009,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,010,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,011,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,012,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,013,State Treasurer,,,Write-ins,2,1,1,0,0
Yuma,014.01,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,015.01,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,016,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,017,State Treasurer,,,Write-ins,1,1,0,0,0
Yuma,018,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,019,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,020,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,021,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,022,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,023.01,State Treasurer,,,Write-ins,2,1,1,0,0
Yuma,024.01,State Treasurer,,,Write-ins,2,1,1,0,0
Yuma,25.01,State Treasurer,,,Write-ins,1,1,0,0,0
Yuma,026,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,027,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,028,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,029,State Treasurer,,,Write-ins,1,0,1,0,0
Yuma,030.01,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,031,State Treasurer,,,Write-ins,3,1,2,0,0
Yuma,032,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,033,State Treasurer,,,Write-ins,2,1,1,0,0
Yuma,034.01,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,035,State Treasurer,,,Write-ins,1,0,1,0,0
Yuma,036,State Treasurer,,,Write-ins,2,0,2,0,0
Yuma,037,State Treasurer,,,Write-ins,1,0,1,0,0
Yuma,038,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,039,State Treasurer,,,Write-ins,1,0,1,0,0
Yuma,040,State Treasurer,,,Write-ins,1,0,1,0,0
Yuma,041.01,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,042,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,043,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,044,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,045.01,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,046,State Treasurer,,,Write-ins,0,0,0,0,0
Yuma,001.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,243,32,191,19,1
Yuma,002,Superintendent of Public Instruction,,DEM,Kathy Hoffman,305,43,247,11,4
Yuma,003,Superintendent of Public Instruction,,DEM,Kathy Hoffman,265,42,207,12,4
Yuma,004,Superintendent of Public Instruction,,DEM,Kathy Hoffman,911,86,783,39,3
Yuma,005,Superintendent of Public Instruction,,DEM,Kathy Hoffman,518,54,435,26,3
Yuma,006,Superintendent of Public Instruction,,DEM,Kathy Hoffman,562,94,408,54,6
Yuma,007,Superintendent of Public Instruction,,DEM,Kathy Hoffman,761,99,583,71,8
Yuma,008.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,304,23,266,14,1
Yuma,009,Superintendent of Public Instruction,,DEM,Kathy Hoffman,294,44,240,9,1
Yuma,010,Superintendent of Public Instruction,,DEM,Kathy Hoffman,1019,94,863,47,15
Yuma,011,Superintendent of Public Instruction,,DEM,Kathy Hoffman,436,78,320,37,1
Yuma,012,Superintendent of Public Instruction,,DEM,Kathy Hoffman,352,46,281,24,1
Yuma,013,Superintendent of Public Instruction,,DEM,Kathy Hoffman,401,47,348,6,0
Yuma,014.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,106,12,84,10,0
Yuma,015.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,374,31,316,20,7
Yuma,016,Superintendent of Public Instruction,,DEM,Kathy Hoffman,355,41,294,15,5
Yuma,017,Superintendent of Public Instruction,,DEM,Kathy Hoffman,598,68,505,22,3
Yuma,018,Superintendent of Public Instruction,,DEM,Kathy Hoffman,21,2,17,2,0
Yuma,019,Superintendent of Public Instruction,,DEM,Kathy Hoffman,27,2,24,1,0
Yuma,020,Superintendent of Public Instruction,,DEM,Kathy Hoffman,432,58,342,25,7
Yuma,021,Superintendent of Public Instruction,,DEM,Kathy Hoffman,0,0,0,0,0
Yuma,022,Superintendent of Public Instruction,,DEM,Kathy Hoffman,545,70,441,30,4
Yuma,023.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,512,43,457,9,3
Yuma,024.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,1118,85,1004,24,5
Yuma,25.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,623,42,559,21,1
Yuma,026,Superintendent of Public Instruction,,DEM,Kathy Hoffman,189,13,157,17,2
Yuma,027,Superintendent of Public Instruction,,DEM,Kathy Hoffman,224,32,184,8,0
Yuma,028,Superintendent of Public Instruction,,DEM,Kathy Hoffman,153,23,117,11,2
Yuma,029,Superintendent of Public Instruction,,DEM,Kathy Hoffman,897,139,641,111,6
Yuma,030.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,892,130,630,131,1
Yuma,031,Superintendent of Public Instruction,,DEM,Kathy Hoffman,1384,232,975,158,19
Yuma,032,Superintendent of Public Instruction,,DEM,Kathy Hoffman,280,41,221,15,3
Yuma,033,Superintendent of Public Instruction,,DEM,Kathy Hoffman,117,13,98,6,0
Yuma,034.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,148,21,116,8,3
Yuma,035,Superintendent of Public Instruction,,DEM,Kathy Hoffman,356,43,305,5,3
Yuma,036,Superintendent of Public Instruction,,DEM,Kathy Hoffman,521,71,419,28,3
Yuma,037,Superintendent of Public Instruction,,DEM,Kathy Hoffman,461,61,371,26,3
Yuma,038,Superintendent of Public Instruction,,DEM,Kathy Hoffman,445,57,358,28,2
Yuma,039,Superintendent of Public Instruction,,DEM,Kathy Hoffman,419,50,346,16,7
Yuma,040,Superintendent of Public Instruction,,DEM,Kathy Hoffman,469,47,398,22,2
Yuma,041.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,519,48,448,21,2
Yuma,042,Superintendent of Public Instruction,,DEM,Kathy Hoffman,592,80,478,33,1
Yuma,043,Superintendent of Public Instruction,,DEM,Kathy Hoffman,9,1,8,0,0
Yuma,044,Superintendent of Public Instruction,,DEM,Kathy Hoffman,0,0,0,0,0
Yuma,045.01,Superintendent of Public Instruction,,DEM,Kathy Hoffman,210,18,179,8,5
Yuma,046,Superintendent of Public Instruction,,DEM,Kathy Hoffman,4,0,4,0,0
Yuma,001.01,Superintendent of Public Instruction,,REP,Tom Horne,144,38,97,5,4
Yuma,002,Superintendent of Public Instruction,,REP,Tom Horne,252,64,174,11,3
Yuma,003,Superintendent of Public Instruction,,REP,Tom Horne,233,46,181,5,1
Yuma,004,Superintendent of Public Instruction,,REP,Tom Horne,749,192,511,35,11
Yuma,005,Superintendent of Public Instruction,,REP,Tom Horne,958,226,661,58,13
Yuma,006,Superintendent of Public Instruction,,REP,Tom Horne,323,87,211,22,3
Yuma,007,Superintendent of Public Instruction,,REP,Tom Horne,239,60,164,15,0
Yuma,008.01,Superintendent of Public Instruction,,REP,Tom Horne,539,82,438,14,5
Yuma,009,Superintendent of Public Instruction,,REP,Tom Horne,1047,263,704,62,18
Yuma,010,Superintendent of Public Instruction,,REP,Tom Horne,1904,418,1369,89,28
Yuma,011,Superintendent of Public Instruction,,REP,Tom Horne,783,257,466,51,9
Yuma,012,Superintendent of Public Instruction,,REP,Tom Horne,877,188,642,39,8
Yuma,013,Superintendent of Public Instruction,,REP,Tom Horne,350,73,257,10,10
Yuma,014.01,Superintendent of Public Instruction,,REP,Tom Horne,138,46,83,8,1
Yuma,015.01,Superintendent of Public Instruction,,REP,Tom Horne,614,115,448,42,9
Yuma,016,Superintendent of Public Instruction,,REP,Tom Horne,361,77,255,28,1
Yuma,017,Superintendent of Public Instruction,,REP,Tom Horne,1287,288,940,40,19
Yuma,018,Superintendent of Public Instruction,,REP,Tom Horne,125,22,99,3,1
Yuma,019,Superintendent of Public Instruction,,REP,Tom Horne,40,11,25,2,2
Yuma,020,Superintendent of Public Instruction,,REP,Tom Horne,1149,385,648,105,11
Yuma,021,Superintendent of Public Instruction,,REP,Tom Horne,0,0,0,0,0
Yuma,022,Superintendent of Public Instruction,,REP,Tom Horne,1175,293,805,54,23
Yuma,023.01,Superintendent of Public Instruction,,REP,Tom Horne,1101,218,823,50,10
Yuma,024.01,Superintendent of Public Instruction,,REP,Tom Horne,3345,689,2491,144,21
Yuma,25.01,Superintendent of Public Instruction,,REP,Tom Horne,1662,382,1192,73,15
Yuma,026,Superintendent of Public Instruction,,REP,Tom Horne,129,35,84,8,2
Yuma,027,Superintendent of Public Instruction,,REP,Tom Horne,233,45,179,6,3
Yuma,028,Superintendent of Public Instruction,,REP,Tom Horne,116,28,74,14,0
Yuma,029,Superintendent of Public Instruction,,REP,Tom Horne,202,57,119,25,1
Yuma,030.01,Superintendent of Public Instruction,,REP,Tom Horne,222,66,129,24,3
Yuma,031,Superintendent of Public Instruction,,REP,Tom Horne,382,100,222,52,8
Yuma,032,Superintendent of Public Instruction,,REP,Tom Horne,242,60,160,16,6
Yuma,033,Superintendent of Public Instruction,,REP,Tom Horne,193,60,118,10,5
Yuma,034.01,Superintendent of Public Instruction,,REP,Tom Horne,383,92,258,27,6
Yuma,035,Superintendent of Public Instruction,,REP,Tom Horne,509,117,366,19,7
Yuma,036,Superintendent of Public Instruction,,REP,Tom Horne,612,131,445,32,4
Yuma,037,Superintendent of Public Instruction,,REP,Tom Horne,339,101,223,10,5
Yuma,038,Superintendent of Public Instruction,,REP,Tom Horne,452,110,318,15,9
Yuma,039,Superintendent of Public Instruction,,REP,Tom Horne,554,126,397,22,9
Yuma,040,Superintendent of Public Instruction,,REP,Tom Horne,580,111,437,28,4
Yuma,041.01,Superintendent of Public Instruction,,REP,Tom Horne,655,137,469,42,7
Yuma,042,Superintendent of Public Instruction,,REP,Tom Horne,617,173,404,30,10
Yuma,043,Superintendent of Public Instruction,,REP,Tom Horne,13,4,8,1,0
Yuma,044,Superintendent of Public Instruction,,REP,Tom Horne,0,0,0,0,0
Yuma,045.01,Superintendent of Public Instruction,,REP,Tom Horne,201,62,128,9,2
Yuma,046,Superintendent of Public Instruction,,REP,Tom Horne,1,1,0,0,0
Yuma,001.01,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,002,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,003,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,004,Superintendent of Public Instruction,,,Write-ins,3,0,3,0,0
Yuma,005,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,006,Superintendent of Public Instruction,,,Write-ins,2,1,1,0,0
Yuma,007,Superintendent of Public Instruction,,,Write-ins,1,1,0,0,0
Yuma,008.01,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,009,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,010,Superintendent of Public Instruction,,,Write-ins,3,0,1,2,0
Yuma,011,Superintendent of Public Instruction,,,Write-ins,1,1,0,0,0
Yuma,012,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,013,Superintendent of Public Instruction,,,Write-ins,5,1,4,0,0
Yuma,014.01,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,015.01,Superintendent of Public Instruction,,,Write-ins,1,0,1,0,0
Yuma,016,Superintendent of Public Instruction,,,Write-ins,1,0,1,0,0
Yuma,017,Superintendent of Public Instruction,,,Write-ins,2,2,0,0,0
Yuma,018,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,019,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,020,Superintendent of Public Instruction,,,Write-ins,2,1,1,0,0
Yuma,021,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,022,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,023.01,Superintendent of Public Instruction,,,Write-ins,1,1,0,0,0
Yuma,024.01,Superintendent of Public Instruction,,,Write-ins,4,2,2,0,0
Yuma,25.01,Superintendent of Public Instruction,,,Write-ins,4,1,3,0,0
Yuma,026,Superintendent of Public Instruction,,,Write-ins,1,0,0,1,0
Yuma,027,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,028,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,029,Superintendent of Public Instruction,,,Write-ins,1,0,0,1,0
Yuma,030.01,Superintendent of Public Instruction,,,Write-ins,1,1,0,0,0
Yuma,031,Superintendent of Public Instruction,,,Write-ins,3,2,1,0,0
Yuma,032,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,033,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,034.01,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,035,Superintendent of Public Instruction,,,Write-ins,1,0,1,0,0
Yuma,036,Superintendent of Public Instruction,,,Write-ins,2,0,2,0,0
Yuma,037,Superintendent of Public Instruction,,,Write-ins,2,2,0,0,0
Yuma,038,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,039,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,040,Superintendent of Public Instruction,,,Write-ins,4,0,4,0,0
Yuma,041.01,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,042,Superintendent of Public Instruction,,,Write-ins,1,0,0,1,0
Yuma,043,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,044,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,045.01,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,046,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Yuma,001.01,State Mine Inspector,,REP,Paul Marsh,277,54,202,16,5
Yuma,002,State Mine Inspector,,REP,Paul Marsh,398,83,290,19,6
Yuma,003,State Mine Inspector,,REP,Paul Marsh,366,74,278,10,4
Yuma,004,State Mine Inspector,,REP,Paul Marsh,1201,247,890,51,13
Yuma,005,State Mine Inspector,,REP,Paul Marsh,1145,247,816,68,14
Yuma,006,State Mine Inspector,,REP,Paul Marsh,625,144,426,47,8
Yuma,007,State Mine Inspector,,REP,Paul Marsh,625,108,458,52,7
Yuma,008.01,State Mine Inspector,,REP,Paul Marsh,657,95,545,12,5
Yuma,009,State Mine Inspector,,REP,Paul Marsh,1163,290,790,64,19
Yuma,010,State Mine Inspector,,REP,Paul Marsh,2295,468,1690,100,37
Yuma,011,State Mine Inspector,,REP,Paul Marsh,936,296,567,64,9
Yuma,012,State Mine Inspector,,REP,Paul Marsh,995,203,734,49,9
Yuma,013,State Mine Inspector,,REP,Paul Marsh,563,106,432,15,10
Yuma,014.01,State Mine Inspector,,REP,Paul Marsh,192,52,127,12,1
Yuma,015.01,State Mine Inspector,,REP,Paul Marsh,749,122,566,47,14
Yuma,016,State Mine Inspector,,REP,Paul Marsh,492,101,349,37,5
Yuma,017,State Mine Inspector,,REP,Paul Marsh,1513,325,1119,48,21
Yuma,018,State Mine Inspector,,REP,Paul Marsh,134,23,107,3,1
Yuma,019,State Mine Inspector,,REP,Paul Marsh,51,11,36,2,2
Yuma,020,State Mine Inspector,,REP,Paul Marsh,1278,401,753,108,16
Yuma,021,State Mine Inspector,,REP,Paul Marsh,0,0,0,0,0
Yuma,022,State Mine Inspector,,REP,Paul Marsh,1360,311,961,64,24
Yuma,023.01,State Mine Inspector,,REP,Paul Marsh,1266,235,965,54,12
Yuma,024.01,State Mine Inspector,,REP,Paul Marsh,3718,719,2829,145,25
Yuma,25.01,State Mine Inspector,,REP,Paul Marsh,1877,399,1386,77,15
Yuma,026,State Mine Inspector,,REP,Paul Marsh,234,44,174,13,3
Yuma,027,State Mine Inspector,,REP,Paul Marsh,358,61,282,12,3
Yuma,028,State Mine Inspector,,REP,Paul Marsh,197,46,133,17,1
Yuma,029,State Mine Inspector,,REP,Paul Marsh,655,135,436,81,3
Yuma,030.01,State Mine Inspector,,REP,Paul Marsh,654,129,450,71,4
Yuma,031,State Mine Inspector,,REP,Paul Marsh,1115,239,730,124,22
Yuma,032,State Mine Inspector,,REP,Paul Marsh,375,76,267,27,5
Yuma,033,State Mine Inspector,,REP,Paul Marsh,249,71,158,15,5
Yuma,034.01,State Mine Inspector,,REP,Paul Marsh,450,105,305,32,8
Yuma,035,State Mine Inspector,,REP,Paul Marsh,665,146,491,20,8
Yuma,036,State Mine Inspector,,REP,Paul Marsh,863,162,655,40,6
Yuma,037,State Mine Inspector,,REP,Paul Marsh,558,132,397,24,5
Yuma,038,State Mine Inspector,,REP,Paul Marsh,667,141,488,29,9
Yuma,039,State Mine Inspector,,REP,Paul Marsh,740,155,546,25,14
Yuma,040,State Mine Inspector,,REP,Paul Marsh,787,132,611,41,3
Yuma,041.01,State Mine Inspector,,REP,Paul Marsh,921,162,700,51,8
Yuma,042,State Mine Inspector,,REP,Paul Marsh,919,223,635,50,11
Yuma,043,State Mine Inspector,,REP,Paul Marsh,18,5,12,1,0
Yuma,044,State Mine Inspector,,REP,Paul Marsh,0,0,0,0,0
Yuma,045.01,State Mine Inspector,,REP,Paul Marsh,279,67,197,11,4
Yuma,046,State Mine Inspector,,REP,Paul Marsh,4,0,4,0,0
Yuma,001.01,State Mine Inspector,,,Write-ins,12,6,6,0,0
Yuma,002,State Mine Inspector,,,Write-ins,17,5,11,1,0
Yuma,003,State Mine Inspector,,,Write-ins,16,1,14,1,0
Yuma,004,State Mine Inspector,,,Write-ins,41,4,37,0,0
Yuma,005,State Mine Inspector,,,Write-ins,26,2,20,4,0
Yuma,006,State Mine Inspector,,,Write-ins,22,4,18,0,0
Yuma,007,State Mine Inspector,,,Write-ins,33,6,23,4,0
Yuma,008.01,State Mine Inspector,,,Write-ins,11,2,9,0,0
Yuma,009,State Mine Inspector,,,Write-ins,22,3,19,0,0
Yuma,010,State Mine Inspector,,,Write-ins,59,8,43,7,1
Yuma,011,State Mine Inspector,,,Write-ins,23,8,10,5,0
Yuma,012,State Mine Inspector,,,Write-ins,26,5,19,2,0
Yuma,013,State Mine Inspector,,,Write-ins,12,3,9,0,0
Yuma,014.01,State Mine Inspector,,,Write-ins,3,1,2,0,0
Yuma,015.01,State Mine Inspector,,,Write-ins,26,3,21,1,1
Yuma,016,State Mine Inspector,,,Write-ins,28,1,27,0,0
Yuma,017,State Mine Inspector,,,Write-ins,34,7,26,1,0
Yuma,018,State Mine Inspector,,,Write-ins,3,0,3,0,0
Yuma,019,State Mine Inspector,,,Write-ins,0,0,0,0,0
Yuma,020,State Mine Inspector,,,Write-ins,28,9,14,3,2
Yuma,021,State Mine Inspector,,,Write-ins,0,0,0,0,0
Yuma,022,State Mine Inspector,,,Write-ins,51,10,38,3,0
Yuma,023.01,State Mine Inspector,,,Write-ins,27,6,20,1,0
Yuma,024.01,State Mine Inspector,,,Write-ins,67,15,51,1,0
Yuma,25.01,State Mine Inspector,,,Write-ins,31,3,25,3,0
Yuma,026,State Mine Inspector,,,Write-ins,14,1,10,3,0
Yuma,027,State Mine Inspector,,,Write-ins,11,3,8,0,0
Yuma,028,State Mine Inspector,,,Write-ins,6,0,6,0,0
