county,precinct,office,district,party,candidate,votes,early_voting,late_votes,election_day,provisional
Graham,Ft. Thomas #10,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",148,51,25,72,0
Graham,Bylas #11,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",28,8,5,14,1
Graham,Klondyke #12,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",35,28,2,5,0
Graham,Bonita #13,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",112,36,27,43,6
Graham,Thunderbird #14,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",176,88,15,71,2
Graham,Safford #15,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",577,342,54,180,1
Graham,Peridot #16,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",27,8,2,17,0
Graham,Cactus #17,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",96,53,11,31,1
Graham,Jackson #18,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",596,335,73,187,1
Graham,Desert Hills #19,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",535,284,40,205,6
Graham,Artesia #20,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",360,189,35,132,4
Graham,Quatro Cerros #21,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",53,38,5,10,0
Graham,Gila River #22,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",8,2,0,6,0
Graham,Solomon #1,Attorney General,,,Write-ins,4,3,0,1,0
Graham,Safford #2,Attorney General,,,Write-ins,2,1,0,1,0
Graham,Safford #3,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Layton #4,Attorney General,,,Write-ins,1,1,0,0,0
Graham,Layton #5,Attorney General,,,Write-ins,2,1,1,0,0
Graham,Thatcher #6,Attorney General,,,Write-ins,2,0,0,2,0
Graham,Thatcher #7,Attorney General,,,Write-ins,2,0,0,2,0
Graham,Central #8,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Pima #9,Attorney General,,,Write-ins,2,2,0,0,0
Graham,Ft. Thomas #10,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Bylas #11,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Klondyke #12,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Bonita #13,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Thunderbird #14,Attorney General,,,Write-ins,1,1,0,0,0
Graham,Safford #15,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Peridot #16,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Cactus #17,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Jackson #18,Attorney General,,,Write-ins,1,0,0,1,0
Graham,Desert Hills #19,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Artesia #20,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Quatro Cerros #21,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Gila River #22,Attorney General,,,Write-ins,0,0,0,0,0
Graham,Solomon #1,State Treasurer,,DEM,Martin Quezada,183,130,15,38,0
Graham,Safford #2,State Treasurer,,DEM,Martin Quezada,269,192,22,54,1
Graham,Safford #3,State Treasurer,,DEM,Martin Quezada,107,84,6,17,0
Graham,Layton #4,State Treasurer,,DEM,Martin Quezada,123,93,7,23,0
Graham,Layton #5,State Treasurer,,DEM,Martin Quezada,214,166,18,29,1
Graham,Thatcher #6,State Treasurer,,DEM,Martin Quezada,65,52,3,10,0
Graham,Thatcher #7,State Treasurer,,DEM,Martin Quezada,202,153,16,33,0
Graham,Central #8,State Treasurer,,DEM,Martin Quezada,26,17,3,6,0
Graham,Pima #9,State Treasurer,,DEM,Martin Quezada,211,150,18,43,0
Graham,Ft. Thomas #10,State Treasurer,,DEM,Martin Quezada,19,12,4,3,0
Graham,Bylas #11,State Treasurer,,DEM,Martin Quezada,258,78,11,165,4
Graham,Klondyke #12,State Treasurer,,DEM,Martin Quezada,12,9,1,1,1
Graham,Bonita #13,State Treasurer,,DEM,Martin Quezada,10,6,0,3,1
Graham,Thunderbird #14,State Treasurer,,DEM,Martin Quezada,36,19,6,11,0
Graham,Safford #15,State Treasurer,,DEM,Martin Quezada,305,236,26,42,1
Graham,Peridot #16,State Treasurer,,DEM,Martin Quezada,206,77,19,107,3
Graham,Cactus #17,State Treasurer,,DEM,Martin Quezada,36,33,0,3,0
Graham,Jackson #18,State Treasurer,,DEM,Martin Quezada,131,83,21,27,0
Graham,Desert Hills #19,State Treasurer,,DEM,Martin Quezada,111,90,11,9,1
Graham,Artesia #20,State Treasurer,,DEM,Martin Quezada,76,50,8,17,1
Graham,Quatro Cerros #21,State Treasurer,,DEM,Martin Quezada,14,14,0,0,0
Graham,Gila River #22,State Treasurer,,DEM,Martin Quezada,9,8,0,1,0
Graham,Solomon #1,State Treasurer,,REP,Kimberly Yee,411,205,39,167,0
Graham,Safford #2,State Treasurer,,REP,Kimberly Yee,563,299,68,192,4
Graham,Safford #3,State Treasurer,,REP,Kimberly Yee,298,180,17,99,2
Graham,Layton #4,State Treasurer,,REP,Kimberly Yee,218,126,12,79,1
Graham,Layton #5,State Treasurer,,REP,Kimberly Yee,619,352,83,181,3
Graham,Thatcher #6,State Treasurer,,REP,Kimberly Yee,466,225,76,161,4
Graham,Thatcher #7,State Treasurer,,REP,Kimberly Yee,881,477,109,290,5
Graham,Central #8,State Treasurer,,REP,Kimberly Yee,374,187,68,114,5
Graham,Pima #9,State Treasurer,,REP,Kimberly Yee,1384,623,170,559,32
Graham,Ft. Thomas #10,State Treasurer,,REP,Kimberly Yee,152,54,26,72,0
Graham,Bylas #11,State Treasurer,,REP,Kimberly Yee,35,8,6,19,2
Graham,Klondyke #12,State Treasurer,,REP,Kimberly Yee,36,29,2,5,0
Graham,Bonita #13,State Treasurer,,REP,Kimberly Yee,113,37,28,43,5
Graham,Thunderbird #14,State Treasurer,,REP,Kimberly Yee,183,97,14,70,2
Graham,Safford #15,State Treasurer,,REP,Kimberly Yee,621,375,57,188,1
Graham,Peridot #16,State Treasurer,,REP,Kimberly Yee,42,13,2,24,3
Graham,Cactus #17,State Treasurer,,REP,Kimberly Yee,101,57,12,31,1
Graham,Jackson #18,State Treasurer,,REP,Kimberly Yee,624,350,78,195,1
Graham,Desert Hills #19,State Treasurer,,REP,Kimberly Yee,560,303,41,210,6
Graham,Artesia #20,State Treasurer,,REP,Kimberly Yee,379,199,39,137,4
Graham,Quatro Cerros #21,State Treasurer,,REP,Kimberly Yee,54,38,5,11,0
Graham,Gila River #22,State Treasurer,,REP,Kimberly Yee,8,3,0,5,0
Graham,Solomon #1,State Treasurer,,,Write-ins,1,1,0,0,0
Graham,Safford #2,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Safford #3,State Treasurer,,,Write-ins,1,0,0,1,0
Graham,Layton #4,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Layton #5,State Treasurer,,,Write-ins,1,0,0,1,0
Graham,Thatcher #6,State Treasurer,,,Write-ins,2,0,0,2,0
Graham,Thatcher #7,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Central #8,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Pima #9,State Treasurer,,,Write-ins,1,1,0,0,0
Graham,Ft. Thomas #10,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Bylas #11,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Klondyke #12,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Bonita #13,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Thunderbird #14,State Treasurer,,,Write-ins,1,1,0,0,0
Graham,Safford #15,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Peridot #16,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Cactus #17,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Jackson #18,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Desert Hills #19,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Artesia #20,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Quatro Cerros #21,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Gila River #22,State Treasurer,,,Write-ins,0,0,0,0,0
Graham,Solomon #1,Superintendent of Public Instruction,,DEM,Kathy Hoffman,210,149,19,42,0
Graham,Safford #2,Superintendent of Public Instruction,,DEM,Kathy Hoffman,325,228,36,61,0
Graham,Safford #3,Superintendent of Public Instruction,,DEM,Kathy Hoffman,134,101,9,24,0
Graham,Layton #4,Superintendent of Public Instruction,,DEM,Kathy Hoffman,140,100,10,30,0
Graham,Layton #5,Superintendent of Public Instruction,,DEM,Kathy Hoffman,268,208,25,34,1
Graham,Thatcher #6,Superintendent of Public Instruction,,DEM,Kathy Hoffman,101,73,12,16,0
Graham,Thatcher #7,Superintendent of Public Instruction,,DEM,Kathy Hoffman,287,195,30,62,0
Graham,Central #8,Superintendent of Public Instruction,,DEM,Kathy Hoffman,41,25,9,7,0
Graham,Pima #9,Superintendent of Public Instruction,,DEM,Kathy Hoffman,306,207,28,71,0
Graham,Ft. Thomas #10,Superintendent of Public Instruction,,DEM,Kathy Hoffman,25,15,7,3,0
Graham,Bylas #11,Superintendent of Public Instruction,,DEM,Kathy Hoffman,257,76,11,165,5
Graham,Klondyke #12,Superintendent of Public Instruction,,DEM,Kathy Hoffman,17,14,1,1,1
Graham,Bonita #13,Superintendent of Public Instruction,,DEM,Kathy Hoffman,14,7,1,5,1
Graham,Thunderbird #14,Superintendent of Public Instruction,,DEM,Kathy Hoffman,44,27,6,11,0
Graham,Safford #15,Superintendent of Public Instruction,,DEM,Kathy Hoffman,355,266,30,58,1
Graham,Peridot #16,Superintendent of Public Instruction,,DEM,Kathy Hoffman,215,81,19,109,6
Graham,Cactus #17,Superintendent of Public Instruction,,DEM,Kathy Hoffman,46,42,0,4,0
Graham,Jackson #18,Superintendent of Public Instruction,,DEM,Kathy Hoffman,176,117,26,33,0
Graham,Desert Hills #19,Superintendent of Public Instruction,,DEM,Kathy Hoffman,139,105,14,19,1
Graham,Artesia #20,Superintendent of Public Instruction,,DEM,Kathy Hoffman,97,61,13,22,1
Graham,Quatro Cerros #21,Superintendent of Public Instruction,,DEM,Kathy Hoffman,16,16,0,0,0
Graham,Gila River #22,Superintendent of Public Instruction,,DEM,Kathy Hoffman,9,8,0,1,0
Graham,Solomon #1,Superintendent of Public Instruction,,REP,Tom Horne,390,191,36,163,0
Graham,Safford #2,Superintendent of Public Instruction,,REP,Tom Horne,510,266,53,186,5
Graham,Safford #3,Superintendent of Public Instruction,,REP,Tom Horne,270,164,13,91,2
Graham,Layton #4,Superintendent of Public Instruction,,REP,Tom Horne,199,118,9,71,1
Graham,Layton #5,Superintendent of Public Instruction,,REP,Tom Horne,563,309,75,176,3
Graham,Thatcher #6,Superintendent of Public Instruction,,REP,Tom Horne,433,207,67,156,3
Graham,Thatcher #7,Superintendent of Public Instruction,,REP,Tom Horne,798,433,96,264,5
Graham,Central #8,Superintendent of Public Instruction,,REP,Tom Horne,357,178,62,112,5
Graham,Pima #9,Superintendent of Public Instruction,,REP,Tom Horne,1289,566,161,530,32
Graham,Ft. Thomas #10,Superintendent of Public Instruction,,REP,Tom Horne,146,51,24,71,0
Graham,Bylas #11,Superintendent of Public Instruction,,REP,Tom Horne,37,9,6,21,1
Graham,Klondyke #12,Superintendent of Public Instruction,,REP,Tom Horne,31,24,2,5,0
Graham,Bonita #13,Superintendent of Public Instruction,,REP,Tom Horne,109,36,27,41,5
Graham,Thunderbird #14,Superintendent of Public Instruction,,REP,Tom Horne,174,86,15,71,2
Graham,Safford #15,Superintendent of Public Instruction,,REP,Tom Horne,575,346,55,173,1
Graham,Peridot #16,Superintendent of Public Instruction,,REP,Tom Horne,32,8,2,22,0
Graham,Cactus #17,Superintendent of Public Instruction,,REP,Tom Horne,93,50,12,30,1
Graham,Jackson #18,Superintendent of Public Instruction,,REP,Tom Horne,575,314,73,187,1
Graham,Desert Hills #19,Superintendent of Public Instruction,,REP,Tom Horne,528,285,38,199,6
Graham,Artesia #20,Superintendent of Public Instruction,,REP,Tom Horne,357,187,32,134,4
Graham,Quatro Cerros #21,Superintendent of Public Instruction,,REP,Tom Horne,53,38,5,10,0
Graham,Gila River #22,Superintendent of Public Instruction,,REP,Tom Horne,8,3,0,5,0
Graham,Solomon #1,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Safford #2,Superintendent of Public Instruction,,,Write-ins,2,1,1,0,0
Graham,Safford #3,Superintendent of Public Instruction,,,Write-ins,1,0,0,1,0
Graham,Layton #4,Superintendent of Public Instruction,,,Write-ins,1,0,0,1,0
Graham,Layton #5,Superintendent of Public Instruction,,,Write-ins,1,0,1,0,0
Graham,Thatcher #6,Superintendent of Public Instruction,,,Write-ins,1,0,0,1,0
Graham,Thatcher #7,Superintendent of Public Instruction,,,Write-ins,1,1,0,0,0
Graham,Central #8,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Pima #9,Superintendent of Public Instruction,,,Write-ins,2,2,0,0,0
Graham,Ft. Thomas #10,Superintendent of Public Instruction,,,Write-ins,1,0,0,1,0
Graham,Bylas #11,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Klondyke #12,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Bonita #13,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Thunderbird #14,Superintendent of Public Instruction,,,Write-ins,2,2,0,0,0
Graham,Safford #15,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Peridot #16,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Cactus #17,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Jackson #18,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Desert Hills #19,Superintendent of Public Instruction,,,Write-ins,1,0,0,1,0
Graham,Artesia #20,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Quatro Cerros #21,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Gila River #22,Superintendent of Public Instruction,,,Write-ins,0,0,0,0,0
Graham,Solomon #1,State Mine Inspector,,REP,Paul Marsh,485,258,45,182,0
Graham,Safford #2,State Mine Inspector,,REP,Paul Marsh,693,389,79,220,5
Graham,Safford #3,State Mine Inspector,,REP,Paul Marsh,333,207,17,107,2
Graham,Layton #4,State Mine Inspector,,REP,Paul Marsh,257,156,15,85,1
Graham,Layton #5,State Mine Inspector,,REP,Paul Marsh,694,413,86,191,4
Graham,Thatcher #6,State Mine Inspector,,REP,Paul Marsh,487,241,75,168,3
Graham,Thatcher #7,State Mine Inspector,,REP,Paul Marsh,938,514,113,306,5
Graham,Central #8,State Mine Inspector,,REP,Paul Marsh,369,186,64,114,5
Graham,Pima #9,State Mine Inspector,,REP,Paul Marsh,1448,676,175,567,30
Graham,Ft. Thomas #10,State Mine Inspector,,REP,Paul Marsh,155,56,24,75,0
Graham,Bylas #11,State Mine Inspector,,REP,Paul Marsh,168,58,12,93,5
Graham,Klondyke #12,State Mine Inspector,,REP,Paul Marsh,36,28,2,6,0
Graham,Bonita #13,State Mine Inspector,,REP,Paul Marsh,115,38,28,43,6
Graham,Thunderbird #14,State Mine Inspector,,REP,Paul Marsh,202,105,19,76,2
Graham,Safford #15,State Mine Inspector,,REP,Paul Marsh,729,447,71,209,2
Graham,Peridot #16,State Mine Inspector,,REP,Paul Marsh,157,57,10,87,3
Graham,Cactus #17,State Mine Inspector,,REP,Paul Marsh,109,65,12,31,1
Graham,Jackson #18,State Mine Inspector,,REP,Paul Marsh,662,374,85,202,1
Graham,Desert Hills #19,State Mine Inspector,,REP,Paul Marsh,594,325,51,212,6
Graham,Artesia #20,State Mine Inspector,,REP,Paul Marsh,411,217,45,145,4
Graham,Quatro Cerros #21,State Mine Inspector,,REP,Paul Marsh,59,44,5,10,0
Graham,Gila River #22,State Mine Inspector,,REP,Paul Marsh,14,8,0,6,0
Graham,Solomon #1,State Mine Inspector,,,Write-ins,6,3,0,3,0
Graham,Safford #2,State Mine Inspector,,,Write-ins,14,8,1,5,0
Graham,Safford #3,State Mine Inspector,,,Write-ins,2,1,0,1,0
Graham,Layton #4,State Mine Inspector,,,Write-ins,7,4,0,3,0
Graham,Layton #5,State Mine Inspector,,,Write-ins,8,4,2,2,0
Graham,Thatcher #6,State Mine Inspector,,,Write-ins,6,6,0,0,0
Graham,Thatcher #7,State Mine Inspector,,,Write-ins,6,3,0,3,0
Graham,Central #8,State Mine Inspector,,,Write-ins,1,1,0,0,0
Graham,Pima #9,State Mine Inspector,,,Write-ins,2,2,0,0,0
Graham,Ft. Thomas #10,State Mine Inspector,,,Write-ins,1,1,0,0,0
Graham,Bylas #11,State Mine Inspector,,,Write-ins,11,3,0,8,0
Graham,Klondyke #12,State Mine Inspector,,,Write-ins,0,0,0,0,0
Graham,Bonita #13,State Mine Inspector,,,Write-ins,0,0,0,0,0
Graham,Thunderbird #14,State Mine Inspector,,,Write-ins,0,0,0,0,0
Graham,Safford #15,State Mine Inspector,,,Write-ins,7,3,3,1,0
Graham,Peridot #16,State Mine Inspector,,,Write-ins,14,7,1,5,1
Graham,Cactus #17,State Mine Inspector,,,Write-ins,4,3,0,1,0
Graham,Jackson #18,State Mine Inspector,,,Write-ins,4,1,1,2,0
Graham,Desert Hills #19,State Mine Inspector,,,Write-ins,3,1,1,1,0
Graham,Artesia #20,State Mine Inspector,,,Write-ins,6,3,0,2,1
Graham,Quatro Cerros #21,State Mine Inspector,,,Write-ins,2,2,0,0,0
Graham,Gila River #22,State Mine Inspector,,,Write-ins,0,0,0,0,0
Graham,Solomon #1,Corporation Commissioner,,DEM,Lauren Kuby,154,115,13,26,0
Graham,Safford #2,Corporation Commissioner,,DEM,Lauren Kuby,233,175,24,34,0
Graham,Safford #3,Corporation Commissioner,,DEM,Lauren Kuby,89,73,3,13,0
Graham,Layton #4,Corporation Commissioner,,DEM,Lauren Kuby,109,87,3,19,0
Graham,Layton #5,Corporation Commissioner,,DEM,Lauren Kuby,182,147,18,16,1
Graham,Thatcher #6,Corporation Commissioner,,DEM,Lauren Kuby,68,47,14,7,0
Graham,Thatcher #7,Corporation Commissioner,,DEM,Lauren Kuby,198,151,15,32,0
Graham,Central #8,Corporation Commissioner,,DEM,Lauren Kuby,27,21,1,5,0
Graham,Pima #9,Corporation Commissioner,,DEM,Lauren Kuby,197,145,16,36,0
Graham,Ft. Thomas #10,Corporation Commissioner,,DEM,Lauren Kuby,15,10,2,3,0
Graham,Bylas #11,Corporation Commissioner,,DEM,Lauren Kuby,164,52,9,100,3
Graham,Klondyke #12,Corporation Commissioner,,DEM,Lauren Kuby,11,8,1,1,1
Graham,Bonita #13,Corporation Commissioner,,DEM,Lauren Kuby,8,5,1,2,0
Graham,Thunderbird #14,Corporation Commissioner,,DEM,Lauren Kuby,38,23,6,9,0
Graham,Safford #15,Corporation Commissioner,,DEM,Lauren Kuby,271,205,26,39,1
Graham,Peridot #16,Corporation Commissioner,,DEM,Lauren Kuby,153,61,14,73,5
Graham,Cactus #17,Corporation Commissioner,,DEM,Lauren Kuby,33,31,0,2,0
Graham,Jackson #18,Corporation Commissioner,,DEM,Lauren Kuby,123,79,23,21,0
Graham,Desert Hills #19,Corporation Commissioner,,DEM,Lauren Kuby,102,83,10,8,1
Graham,Artesia #20,Corporation Commissioner,,DEM,Lauren Kuby,74,52,11,10,1
Graham,Quatro Cerros #21,Corporation Commissioner,,DEM,Lauren Kuby,14,14,0,0,0
Graham,Gila River #22,Corporation Commissioner,,DEM,Lauren Kuby,8,8,0,0,0
Graham,Solomon #1,Corporation Commissioner,,DEM,Sandra Kennedy,188,137,14,37,0
Graham,Safford #2,Corporation Commissioner,,DEM,Sandra Kennedy,281,207,21,52,1
Graham,Safford #3,Corporation Commissioner,,DEM,Sandra Kennedy,121,99,4,18,0
Graham,Layton #4,Corporation Commissioner,,DEM,Sandra Kennedy,128,98,9,21,0
Graham,Layton #5,Corporation Commissioner,,DEM,Sandra Kennedy,224,176,17,31,0
Graham,Thatcher #6,Corporation Commissioner,,DEM,Sandra Kennedy,66,46,8,12,0
Graham,Thatcher #7,Corporation Commissioner,,DEM,Sandra Kennedy,231,166,22,43,0
Graham,Central #8,Corporation Commissioner,,DEM,Sandra Kennedy,40,31,3,6,0
Graham,Pima #9,Corporation Commissioner,,DEM,Sandra Kennedy,248,174,20,54,0
Graham,Ft. Thomas #10,Corporation Commissioner,,DEM,Sandra Kennedy,14,10,3,1,0
Graham,Bylas #11,Corporation Commissioner,,DEM,Sandra Kennedy,233,64,12,153,4
Graham,Klondyke #12,Corporation Commissioner,,DEM,Sandra Kennedy,13,10,1,1,1
Graham,Bonita #13,Corporation Commissioner,,DEM,Sandra Kennedy,11,6,0,4,1
Graham,Thunderbird #14,Corporation Commissioner,,DEM,Sandra Kennedy,45,27,6,12,0
Graham,Safford #15,Corporation Commissioner,,DEM,Sandra Kennedy,323,246,26,50,1
Graham,Peridot #16,Corporation Commissioner,,DEM,Sandra Kennedy,178,71,18,84,5
Graham,Cactus #17,Corporation Commissioner,,DEM,Sandra Kennedy,41,38,0,3,0
Graham,Jackson #18,Corporation Commissioner,,DEM,Sandra Kennedy,134,88,21,25,0
Graham,Desert Hills #19,Corporation Commissioner,,DEM,Sandra Kennedy,125,102,10,13,0
Graham,Artesia #20,Corporation Commissioner,,DEM,Sandra Kennedy,88,55,11,22,0
Graham,Quatro Cerros #21,Corporation Commissioner,,DEM,Sandra Kennedy,13,13,0,0,0
Graham,Gila River #22,Corporation Commissioner,,DEM,Sandra Kennedy,9,8,0,1,0
Graham,Solomon #1,Corporation Commissioner,,REP,Kevin Thompson,349,176,33,140,0
Graham,Safford #2,Corporation Commissioner,,REP,Kevin Thompson,476,251,64,158,3
Graham,Safford #3,Corporation Commissioner,,REP,Kevin Thompson,231,148,12,70,1
Graham,Layton #4,Corporation Commissioner,,REP,Kevin Thompson,181,103,10,68,0
Graham,Layton #5,Corporation Commissioner,,REP,Kevin Thompson,500,286,72,139,3
Graham,Thatcher #6,Corporation Commissioner,,REP,Kevin Thompson,404,208,62,131,3
Graham,Thatcher #7,Corporation Commissioner,,REP,Kevin Thompson,754,427,92,233,2
Graham,Central #8,Corporation Commissioner,,REP,Kevin Thompson,349,172,67,105,5
Graham,Pima #9,Corporation Commissioner,,REP,Kevin Thompson,1186,550,153,457,26
Graham,Ft. Thomas #10,Corporation Commissioner,,REP,Kevin Thompson,140,49,26,65,0
Graham,Bylas #11,Corporation Commissioner,,REP,Kevin Thompson,23,8,5,10,0
Graham,Klondyke #12,Corporation Commissioner,,REP,Kevin Thompson,30,25,0,5,0
Graham,Bonita #13,Corporation Commissioner,,REP,Kevin Thompson,109,34,27,43,5
Graham,Thunderbird #14,Corporation Commissioner,,REP,Kevin Thompson,156,81,15,58,2
Graham,Safford #15,Corporation Commissioner,,REP,Kevin Thompson,522,332,47,142,1
Graham,Peridot #16,Corporation Commissioner,,REP,Kevin Thompson,21,6,2,13,0
Graham,Cactus #17,Corporation Commissioner,,REP,Kevin Thompson,86,51,7,27,1
Graham,Jackson #18,Corporation Commissioner,,REP,Kevin Thompson,548,306,67,174,1
Graham,Desert Hills #19,Corporation Commissioner,,REP,Kevin Thompson,461,258,35,164,4
Graham,Artesia #20,Corporation Commissioner,,REP,Kevin Thompson,311,172,32,103,4
Graham,Quatro Cerros #21,Corporation Commissioner,,REP,Kevin Thompson,48,38,4,6,0
Graham,Gila River #22,Corporation Commissioner,,REP,Kevin Thompson,7,2,0,5,0
Graham,Solomon #1,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",354,180,36,138,0
Graham,Safford #2,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",453,246,58,145,4
Graham,Safford #3,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",254,152,15,85,2
Graham,Layton #4,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",179,105,11,62,1
Graham,Layton #5,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",548,309,77,161,1
Graham,Thatcher #6,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",410,214,58,136,2
Graham,Thatcher #7,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",741,405,96,236,4
Graham,Central #8,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",331,161,67,98,5
Graham,Pima #9,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",1226,555,158,487,26
Graham,Ft. Thomas #10,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",138,47,26,65,0
Graham,Bylas #11,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",16,3,3,9,1
Graham,Klondyke #12,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",26,21,1,4,0
Graham,Bonita #13,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",105,33,27,40,5
Graham,Thunderbird #14,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",153,81,13,57,2
Graham,Safford #15,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",531,319,56,156,0
Graham,Peridot #16,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",26,9,2,15,0
Graham,Cactus #17,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",94,53,12,28,1
Graham,Jackson #18,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",550,316,69,165,0
Graham,Desert Hills #19,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",465,256,37,167,5
Graham,Artesia #20,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",317,175,33,107,2
Graham,Quatro Cerros #21,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",49,36,5,8,0
Graham,Gila River #22,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",6,3,0,3,0
Graham,Solomon #1,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Safford #2,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Graham,Safford #3,Corporation Commissioner,,,Write-ins,2,0,0,2,0
Graham,Layton #4,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Layton #5,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Thatcher #6,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Thatcher #7,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Central #8,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Pima #9,Corporation Commissioner,,,Write-ins,2,2,0,0,0
Graham,Ft. Thomas #10,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Bylas #11,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Klondyke #12,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Bonita #13,Corporation Commissioner,,,Write-ins,1,0,0,1,0
Graham,Thunderbird #14,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Safford #15,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Peridot #16,Corporation Commissioner,,,Write-ins,1,0,0,1,0
Graham,Cactus #17,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Jackson #18,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Desert Hills #19,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Artesia #20,Corporation Commissioner,,,Write-ins,1,0,0,1,0
Graham,Quatro Cerros #21,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Gila River #22,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Graham,Bylas #11,State Senate,6,DEM,Theresa Hatathlie,278,81,15,177,5
Graham,Peridot #16,State Senate,6,DEM,Theresa Hatathlie,223,84,18,115,6
