county,office,district,party,candidate,votes,winner,write-in
Yavapai,Governor,,LBT,"Ronald ""Ron"" Cavanaugh",20,,
Yuma,Governor,,LBT,"Ronald ""Ron"" Cavanaugh",7,,
,Governor,,LBT,"Ronald ""Ron"" Cavanaugh",547,,
Apache,Governor,,LBT,Barry J. Hess,9,,
Cochise,Governor,,LBT,Barry J. Hess,25,,
Coconino,Governor,,LBT,Barry J. Hess,20,,
Gila,Governor,,LBT,Barry J. Hess,7,,
Graham,Governor,,LBT,Barry J. Hess,1,,
Greenlee,Governor,,LBT,Barry J. Hess,0,,
La Paz,Governor,,LBT,Barry J. Hess,3,,
Maricopa,Governor,,LBT,Barry J. Hess,855,,
Mohave,Governor,,LBT,Barry J. Hess,14,,
Navajo,Governor,,LBT,Barry J. Hess,15,,
Pima,Governor,,LBT,Barry J. Hess,243,,
Pinal,Governor,,LBT,Barry J. Hess,37,,
Santa Cruz,Governor,,LBT,Barry J. Hess,8,,
Yavapai,Governor,,LBT,Barry J. Hess,50,,
Yuma,Governor,,LBT,Barry J. Hess,16,,
,Governor,,LBT,Barry J. Hess,1303,True,
Apache,Governor,,LBT,Bruce Olsen,14,,
Cochise,Governor,,LBT,Bruce Olsen,15,,
Coconino,Governor,,LBT,Bruce Olsen,27,,
Gila,Governor,,LBT,Bruce Olsen,9,,
Graham,Governor,,LBT,Bruce Olsen,2,,
Greenlee,Governor,,LBT,Bruce Olsen,5,,
La Paz,Governor,,LBT,Bruce Olsen,0,,
Maricopa,Governor,,LBT,Bruce Olsen,281,,
Mohave,Governor,,LBT,Bruce Olsen,14,,
Navajo,Governor,,LBT,Bruce Olsen,39,,
Pima,Governor,,LBT,Bruce Olsen,149,,
Pinal,Governor,,LBT,Bruce Olsen,20,,
Santa Cruz,Governor,,LBT,Bruce Olsen,3,,
Yavapai,Governor,,LBT,Bruce Olsen,24,,
Yuma,Governor,,LBT,Bruce Olsen,11,,
,Governor,,LBT,Bruce Olsen,613,,
Apache,Governor,,LBT,Alvin Ray Yount,2,,
Cochise,Governor,,LBT,Alvin Ray Yount,5,,
Coconino,Governor,,LBT,Alvin Ray Yount,4,,
Gila,Governor,,LBT,Alvin Ray Yount,1,,
Graham,Governor,,LBT,Alvin Ray Yount,1,,
Greenlee,Governor,,LBT,Alvin Ray Yount,0,,
La Paz,Governor,,LBT,Alvin Ray Yount,0,,
Maricopa,Governor,,LBT,Alvin Ray Yount,138,,
Mohave,Governor,,LBT,Alvin Ray Yount,9,,
Navajo,Governor,,LBT,Alvin Ray Yount,2,,
Pima,Governor,,LBT,Alvin Ray Yount,50,,
Pinal,Governor,,LBT,Alvin Ray Yount,11,,
Santa Cruz,Governor,,LBT,Alvin Ray Yount,0,,
Yavapai,Governor,,LBT,Alvin Ray Yount,17,,
Yuma,Governor,,LBT,Alvin Ray Yount,3,,
,Governor,,LBT,Alvin Ray Yount,243,,
Apache,Governor,,REP,Jan Brewer,2522,,
Cochise,Governor,,REP,Jan Brewer,12333,,
Coconino,Governor,,REP,Jan Brewer,7081,,
Gila,Governor,,REP,Jan Brewer,5523,,
Graham,Governor,,REP,Jan Brewer,3006,,
Greenlee,Governor,,REP,Jan Brewer,363,,
La Paz,Governor,,REP,Jan Brewer,1321,,
Maricopa,Governor,,REP,Jan Brewer,287767,,
Mohave,Governor,,REP,Jan Brewer,17917,,
Navajo,Governor,,REP,Jan Brewer,7699,,
Pima,Governor,,REP,Jan Brewer,73241,,
Pinal,Governor,,REP,Jan Brewer,19899,,
Santa Cruz,Governor,,REP,Jan Brewer,1415,,
Yavapai,Governor,,REP,Jan Brewer,30206,,
Yuma,Governor,,REP,Jan Brewer,8909,,
,Governor,,REP,Jan Brewer,479202,True,
Apache,Governor,,REP,Matthew Jette,133,,
Cochise,Governor,,REP,Matthew Jette,279,,
Coconino,Governor,,REP,Matthew Jette,267,,
Gila,Governor,,REP,Matthew Jette,167,,
Graham,Governor,,REP,Matthew Jette,67,,
Greenlee,Governor,,REP,Matthew Jette,12,,
La Paz,Governor,,REP,Matthew Jette,45,,
Maricopa,Governor,,REP,Matthew Jette,13831,,
Mohave,Governor,,REP,Matthew Jette,399,,
Navajo,Governor,,REP,Matthew Jette,219,,
Pima,Governor,,REP,Matthew Jette,2406,,
Pinal,Governor,,REP,Matthew Jette,652,,
Santa Cruz,Governor,,REP,Matthew Jette,64,,
Yavapai,Governor,,REP,Matthew Jette,884,,
Yuma,Governor,,REP,Matthew Jette,186,,
,Governor,,REP,Matthew Jette,19611,,
Apache,Governor,,REP,Dean Martin (Withdrew,359,,
Cochise,Governor,,REP,Dean Martin (Withdrew,669,,
Coconino,Governor,,REP,Dean Martin (Withdrew,512,,
Gila,Governor,,REP,Dean Martin (Withdrew,343,,
Graham,Governor,,REP,Dean Martin (Withdrew,238,,
Greenlee,Governor,,REP,Dean Martin (Withdrew,34,,
La Paz,Governor,,REP,Dean Martin (Withdrew,88,,
Maricopa,Governor,,REP,Dean Martin (Withdrew,23831,,
Mohave,Governor,,REP,Dean Martin (Withdrew,863,,
Navajo,Governor,,REP,Dean Martin (Withdrew,569,,
Pima,Governor,,REP,Dean Martin (Withdrew,5039,,
Pinal,Governor,,REP,Dean Martin (Withdrew,1388,,
Santa Cruz,Governor,,REP,Dean Martin (Withdrew,147,,
Yavapai,Governor,,REP,Dean Martin (Withdrew,1434,,
Yuma,Governor,,REP,Dean Martin (Withdrew,514,,
,Governor,,REP,Dean Martin (Withdrew,36028,,
Apache,Governor,,REP,Buz Mills,328,,
Cochise,Governor,,REP,Buz Mills,1296,,
Coconino,Governor,,REP,Buz Mills,950,,
Gila,Governor,,REP,Buz Mills,625,,
Graham,Governor,,REP,Buz Mills,418,,
Greenlee,Governor,,REP,Buz Mills,53,,
La Paz,Governor,,REP,Buz Mills,145,,
Maricopa,Governor,,REP,Buz Mills,28985,,
Mohave,Governor,,REP,Buz Mills,1750,,
Navajo,Governor,,REP,Buz Mills,1161,,
Pima,Governor,,REP,Buz Mills,8569,,
Pinal,Governor,,REP,Buz Mills,2084,,
Santa Cruz,Governor,,REP,Buz Mills,171,,
Yavapai,Governor,,REP,Buz Mills,3686,,
Yuma,Governor,,REP,Buz Mills,789,,
,Governor,,REP,Buz Mills,51010,,
Apache,Governor,,GRN,Larry Gist,37,,
Cochise,Governor,,GRN,Larry Gist,43,,
Coconino,Governor,,GRN,Larry Gist,68,,
Gila,Governor,,GRN,Larry Gist,20,,
Graham,Governor,,GRN,Larry Gist,10,,
Greenlee,Governor,,GRN,Larry Gist,2,,
La Paz,Governor,,GRN,Larry Gist,9,,
Maricopa,Governor,,GRN,Larry Gist,727,,
Mohave,Governor,,GRN,Larry Gist,71,,
Navajo,Governor,,GRN,Larry Gist,44,,
Pima,Governor,,GRN,Larry Gist,451,,
Pinal,Governor,,GRN,Larry Gist,65,,
Santa Cruz,Governor,,GRN,Larry Gist,15,,
Yavapai,Governor,,GRN,Larry Gist,160,,
Yuma,Governor,,GRN,Larry Gist,57,,
,Governor,,GRN,Larry Gist,1779,True,
Coconino,State Senate,1,DEM,Bob Donahue,1702,,
Yavapai,State Senate,1,DEM,Bob Donahue,8696,,
,State Senate,1,DEM,Bob Donahue,10398,True,
Coconino,State Senate,1,REP,Steve Pierce,3263,,
Yavapai,State Senate,1,REP,Steve Pierce,25941,,
,State Senate,1,REP,Steve Pierce,29204,True,
Apache,State Senate,2,DEM,"Kee Allen Begay, Jr.",2201,,
Coconino,State Senate,2,DEM,"Kee Allen Begay, Jr.",947,,
Mohave,State Senate,2,DEM,"Kee Allen Begay, Jr.",9,,
Navajo,State Senate,2,DEM,"Kee Allen Begay, Jr.",682,,
Yavapai,State Senate,2,DEM,"Kee Allen Begay, Jr.",0,,
,State Senate,2,DEM,"Kee Allen Begay, Jr.",3839,,
Apache,State Senate,2,DEM,Gloria Hale-Showalter,921,,
Coconino,State Senate,2,DEM,Gloria Hale-Showalter,736,,
Mohave,State Senate,2,DEM,Gloria Hale-Showalter,5,,
Navajo,State Senate,2,DEM,Gloria Hale-Showalter,215,,
Yavapai,State Senate,2,DEM,Gloria Hale-Showalter,0,,
,State Senate,2,DEM,Gloria Hale-Showalter,1877,,
Apache,State Senate,2,DEM,"Jack C. Jackson, Jr.",2444,,
Coconino,State Senate,2,DEM,"Jack C. Jackson, Jr.",2893,,
Mohave,State Senate,2,DEM,"Jack C. Jackson, Jr.",7,,
Navajo,State Senate,2,DEM,"Jack C. Jackson, Jr.",1328,,
Yavapai,State Senate,2,DEM,"Jack C. Jackson, Jr.",0,,
,State Senate,2,DEM,"Jack C. Jackson, Jr.",6672,True,
Apache,State Senate,2,DEM,Sylvia Laughter,2781,,
Coconino,State Senate,2,DEM,Sylvia Laughter,1405,,
Mohave,State Senate,2,DEM,Sylvia Laughter,7,,
Navajo,State Senate,2,DEM,Sylvia Laughter,1573,,
Yavapai,State Senate,2,DEM,Sylvia Laughter,0,,
,State Senate,2,DEM,Sylvia Laughter,5766,,
Coconino,State Senate,3,DEM,Beth Weisser,277,,
La Paz,State Senate,3,DEM,Beth Weisser,209,,
Mohave,State Senate,3,DEM,Beth Weisser,4208,,
,State Senate,3,DEM,Beth Weisser,4694,True,
Coconino,State Senate,3,REP,Ron Gould,673,,
La Paz,State Senate,3,REP,Ron Gould,687,,
Mohave,State Senate,3,REP,Ron Gould,17261,,
,State Senate,3,REP,Ron Gould,18621,True,
Maricopa,State Senate,4,DEM,Sue Dolphin,10757,,
Yavapai,State Senate,4,DEM,Sue Dolphin,1169,,
,State Senate,4,DEM,Sue Dolphin,11926,True,
Maricopa,State Senate,4,REP,Tony Bouie,6745,,
Yavapai,State Senate,4,REP,Tony Bouie,771,,
,State Senate,4,REP,Tony Bouie,7516,,
Maricopa,State Senate,4,REP,Scott Bundgaard,21015,,
Yavapai,State Senate,4,REP,Scott Bundgaard,2077,,
,State Senate,4,REP,Scott Bundgaard,23092,True,
Maricopa,State Senate,4,REP,Shawn Kohner,6701,,
Yavapai,State Senate,4,REP,Shawn Kohner,1206,,
,State Senate,4,REP,Shawn Kohner,7907,,
Apache,State Senate,5,DEM,Elaine Bohlmeyer,810,,
Coconino,State Senate,5,DEM,Elaine Bohlmeyer,0,,
Gila,State Senate,5,DEM,Elaine Bohlmeyer,2777,,
Graham,State Senate,5,DEM,Elaine Bohlmeyer,1487,,
Greenlee,State Senate,5,DEM,Elaine Bohlmeyer,771,,
Navajo,State Senate,5,DEM,Elaine Bohlmeyer,2969,,
Pinal,State Senate,5,DEM,Elaine Bohlmeyer,0,,
,State Senate,5,DEM,Elaine Bohlmeyer,8814,True,
Apache,State Senate,5,REP,Sylvia Tenney Allen,1613,,
Coconino,State Senate,5,REP,Sylvia Tenney Allen,0,,
Gila,State Senate,5,REP,Sylvia Tenney Allen,3170,,
Graham,State Senate,5,REP,Sylvia Tenney Allen,1579,,
Greenlee,State Senate,5,REP,Sylvia Tenney Allen,204,,
Navajo,State Senate,5,REP,Sylvia Tenney Allen,5525,,
Pinal,State Senate,5,REP,Sylvia Tenney Allen,0,,
,State Senate,5,REP,Sylvia Tenney Allen,12091,True,
Apache,State Senate,5,REP,Bill Konopnicki,790,,
Coconino,State Senate,5,REP,Bill Konopnicki,0,,
Gila,State Senate,5,REP,Bill Konopnicki,3154,,
Graham,State Senate,5,REP,Bill Konopnicki,2160,,
Greenlee,State Senate,5,REP,Bill Konopnicki,255,,
Navajo,State Senate,5,REP,Bill Konopnicki,3378,,
Pinal,State Senate,5,REP,Bill Konopnicki,0,,
,State Senate,5,REP,Bill Konopnicki,9737,,
Maricopa,State Senate,6,DEM,Pat Flickner,6697,,
,State Senate,6,DEM,Pat Flickner,6697,True,
Maricopa,State Senate,6,REP,David Braswell,9268,,
,State Senate,6,REP,David Braswell,9268,,
Maricopa,State Senate,6,REP,Lori Klein,11994,,
,State Senate,6,REP,Lori Klein,11994,True,
Maricopa,State Senate,7,DEM,Eric Shelley,6723,,
,State Senate,7,DEM,Eric Shelley,6723,True,
Maricopa,State Senate,7,LBT,Dennis G. Grenier,3,,True
,State Senate,7,LBT,Dennis G. Grenier,3,,True
Maricopa,State Senate,7,REP,Ray Barnes,7461,,
,State Senate,7,REP,Ray Barnes,7461,,
Maricopa,State Senate,7,REP,Nancy Barto,10475,,
,State Senate,7,REP,Nancy Barto,10475,True,
Maricopa,State Senate,7,REP,Brad Buch,1503,,
,State Senate,7,REP,Brad Buch,1503,,
Maricopa,State Senate,7,REP,Bob Green,3254,,
,State Senate,7,REP,Bob Green,3254,,
Maricopa,State Senate,8,DEM,Stuart Turnansky,7773,,
,State Senate,8,DEM,Stuart Turnansky,7773,True,
Maricopa,State Senate,8,REP,Michele Reagan,26177,,
,State Senate,8,REP,Michele Reagan,26177,True,
Maricopa,State Senate,9,DEM,Sheri Van Horsen,8807,,
,State Senate,9,DEM,Sheri Van Horsen,8807,True,
Maricopa,State Senate,9,LBT,Michael Patti,84,,
,State Senate,9,LBT,Michael Patti,84,True,
Maricopa,State Senate,9,REP,Rick Murphy,19171,,
,State Senate,9,REP,Rick Murphy,19171,True,
Maricopa,State Senate,10,DEM,Justin Johnson,5951,,
,State Senate,10,DEM,Justin Johnson,5951,True,
Maricopa,State Senate,10,REP,Linda Gray,11356,,
,State Senate,10,REP,Linda Gray,11356,True,
Maricopa,State Senate,10,GRN,Christopher Campbell,1,,True
,State Senate,10,GRN,Christopher Campbell,1,,True
Maricopa,State Senate,10,GRN,Gail Ginger,0,,True
,State Senate,10,GRN,Gail Ginger,0,,True
Maricopa,State Senate,11,DEM,Rita Dickinson,10409,,
,State Senate,11,DEM,Rita Dickinson,10409,True,
Maricopa,State Senate,11,REP,Rich Davis,9835,,
,State Senate,11,REP,Rich Davis,9835,,
Maricopa,State Senate,11,REP,Adam Driggs,11816,,
,State Senate,11,REP,Adam Driggs,11816,True,
Maricopa,State Senate,11,REP,Andrew Smigielski,2842,,
,State Senate,11,REP,Andrew Smigielski,2842,,
Maricopa,State Senate,12,DEM,Tyler Kissell,9860,,
,State Senate,12,DEM,Tyler Kissell,9860,True,
Maricopa,State Senate,12,LBT,Michael White,111,,
,State Senate,12,LBT,Michael White,111,True,
Maricopa,State Senate,12,REP,John Nelson,12336,,
,State Senate,12,REP,John Nelson,12336,True,
Maricopa,State Senate,12,REP,Eve Nunez,3880,,
,State Senate,12,REP,Eve Nunez,3880,,
Maricopa,State Senate,12,REP,Clark Silver,5641,,
,State Senate,12,REP,Clark Silver,5641,,
Maricopa,State Senate,13,DEM,Steve Gallardo,5286,,
,State Senate,13,DEM,Steve Gallardo,5286,True,
Maricopa,State Senate,14,DEM,Robert Meza,4155,,
,State Senate,14,DEM,Robert Meza,4155,True,
Maricopa,State Senate,15,DEM,Kyrsten Sinema,7312,,
,State Senate,15,DEM,Kyrsten Sinema,7312,True,
Maricopa,State Senate,15,REP,Bob Thomas,5376,,
,State Senate,15,REP,Bob Thomas,5376,True,
Maricopa,State Senate,16,DEM,Victor Jett Contreras,4195,,
,State Senate,16,DEM,Victor Jett Contreras,4195,,
Maricopa,State Senate,16,DEM,Leah Landrum,5655,,
,State Senate,16,DEM,Leah Landrum,5655,True,
Maricopa,State Senate,17,DEM,David Schapira,7829,,
,State Senate,17,DEM,David Schapira,7829,True,
Maricopa,State Senate,17,LBT,Garret Chartier-Dickie,102,,
,State Senate,17,LBT,Garret Chartier-Dickie,102,True,
Maricopa,State Senate,17,REP,Wendy Rogers,10048,,
,State Senate,17,REP,Wendy Rogers,10048,True,
Maricopa,State Senate,17,GRN,"""Grand Pa"" Goshorn",4,,True
,State Senate,17,GRN,"""Grand Pa"" Goshorn",4,,True
Maricopa,State Senate,18,DEM,"Robert Hernandez McDonald, Jr.",2045,,
,State Senate,18,DEM,"Robert Hernandez McDonald, Jr.",2045,,
Maricopa,State Senate,18,DEM,Andrew Sherwood,2074,,
,State Senate,18,DEM,Andrew Sherwood,2074,True,
Maricopa,State Senate,18,LBT,Andrea Garcia,56,,
,State Senate,18,LBT,Andrea Garcia,56,True,
Maricopa,State Senate,18,REP,Russell Pearce,10636,,
,State Senate,18,REP,Russell Pearce,10636,True,
Maricopa,State Senate,19,LBT,William Munsil,17,,True
,State Senate,19,LBT,William Munsil,17,,True
Maricopa,State Senate,19,REP,Rich Crandall,14499,,
,State Senate,19,REP,Rich Crandall,14499,True,
Maricopa,State Senate,19,REP,James Molina,9787,,
,State Senate,19,REP,James Molina,9787,,
Maricopa,State Senate,20,REP,John McComish,16566,,
,State Senate,20,REP,John McComish,16566,True,
Maricopa,State Senate,21,REP,Steve Yarbrough,24033,,
,State Senate,21,REP,Steve Yarbrough,24033,True,
Maricopa,State Senate,22,REP,Andy Biggs,23469,,
Pinal,State Senate,22,REP,Andy Biggs,2323,,
,State Senate,22,REP,Andy Biggs,25792,True,
Gila,State Senate,23,DEM,Rebecca Rios,203,,
Maricopa,State Senate,23,DEM,Rebecca Rios,779,,
Pinal,State Senate,23,DEM,Rebecca Rios,10452,,
,State Senate,23,DEM,Rebecca Rios,11434,True,
Gila,State Senate,23,REP,Matt Byers,2,,
Maricopa,State Senate,23,REP,Matt Byers,223,,
Pinal,State Senate,23,REP,Matt Byers,3736,,
,State Senate,23,REP,Matt Byers,3961,,
Gila,State Senate,23,REP,Steve Smith,5,,
Maricopa,State Senate,23,REP,Steve Smith,461,,
Pinal,State Senate,23,REP,Steve Smith,11253,,
,State Senate,23,REP,Steve Smith,11719,True,
Gila,State Senate,23,GRN,Matthew Shusta,0,,True
Maricopa,State Senate,23,GRN,Matthew Shusta,0,,True
Pinal,State Senate,23,GRN,Matthew Shusta,5,,True
,State Senate,23,GRN,Matthew Shusta,5,,True
La Paz,State Senate,24,DEM,Amanda Aguirre,309,,
Yuma,State Senate,24,DEM,Amanda Aguirre,5869,,
,State Senate,24,DEM,Amanda Aguirre,6178,True,
La Paz,State Senate,24,LBT,Jack Kretzer,2,,
Yuma,State Senate,24,LBT,Jack Kretzer,36,,
,State Senate,24,LBT,Jack Kretzer,38,True,
La Paz,State Senate,24,REP,Don Shooter,38,,True
Yuma,State Senate,24,REP,Don Shooter,1561,,True
,State Senate,24,REP,Don Shooter,1599,,True
Cochise,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",5097,,
Maricopa,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",237,,
Pima,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",3007,,
Pinal,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",178,,
Santa Cruz,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",2437,,
,State Senate,25,DEM,"Manuel V. ""Manny"" Alvarez",10956,True,
Cochise,State Senate,25,REP,Gail Griffin,5984,,
Maricopa,State Senate,25,REP,Gail Griffin,306,,
Pima,State Senate,25,REP,Gail Griffin,2461,,
Pinal,State Senate,25,REP,Gail Griffin,226,,
Santa Cruz,State Senate,25,REP,Gail Griffin,574,,
,State Senate,25,REP,Gail Griffin,9551,True,
Cochise,State Senate,25,REP,Craig Smith,2877,,
Maricopa,State Senate,25,REP,Craig Smith,234,,
Pima,State Senate,25,REP,Craig Smith,1960,,
Pinal,State Senate,25,REP,Craig Smith,204,,
Santa Cruz,State Senate,25,REP,Craig Smith,333,,
,State Senate,25,REP,Craig Smith,5608,,
Pima,State Senate,26,DEM,Cheryl Cage,13326,,
Pinal,State Senate,26,DEM,Cheryl Cage,913,,
,State Senate,26,DEM,Cheryl Cage,14239,True,
Pima,State Senate,26,REP,Al Melvin,20760,,
Pinal,State Senate,26,REP,Al Melvin,2321,,
,State Senate,26,REP,Al Melvin,23081,True,
Pima,State Senate,27,DEM,Olivia Cajero Bedford,12538,,
,State Senate,27,DEM,Olivia Cajero Bedford,12538,True,
Pima,State Senate,28,DEM,Paula Aboud,14916,,
,State Senate,28,DEM,Paula Aboud,14916,True,
Pima,State Senate,28,REP,Greg Krino,1085,,True
,State Senate,28,REP,Greg Krino,1085,,True
Pima,State Senate,29,DEM,Linda Lopez,9213,,
,State Senate,29,DEM,Linda Lopez,9213,True,
Cochise,State Senate,30,DEM,Todd Camenisch,1674,,
Pima,State Senate,30,DEM,Todd Camenisch,12308,,
Santa Cruz,State Senate,30,DEM,Todd Camenisch,449,,
,State Senate,30,DEM,Todd Camenisch,14431,True,
Cochise,State Senate,30,REP,Frank Antenori,2793,,
Pima,State Senate,30,REP,Frank Antenori,18747,,
Santa Cruz,State Senate,30,REP,Frank Antenori,486,,
,State Senate,30,REP,Frank Antenori,22026,True,
Cochise,State Senate,30,REP,Marian Ann McClure,2041,,
Pima,State Senate,30,REP,Marian Ann McClure,8792,,
Santa Cruz,State Senate,30,REP,Marian Ann McClure,226,,
,State Senate,30,REP,Marian Ann McClure,11059,,
Coconino,State Representative,1,DEM,Lindsay Bell,1697,,
Yavapai,State Representative,1,DEM,Lindsay Bell,8701,,
,State Representative,1,DEM,Lindsay Bell,10398,True,
Coconino,State Representative,1,REP,Noel Campbell,1336,,
Yavapai,State Representative,1,REP,Noel Campbell,11805,,
,State Representative,1,REP,Noel Campbell,13141,,
Coconino,State Representative,1,REP,Karen Fann,1423,,
Yavapai,State Representative,1,REP,Karen Fann,13228,,
,State Representative,1,REP,Karen Fann,14651,True,
Coconino,State Representative,1,REP,Andy Tobin,2149,,
Yavapai,State Representative,1,REP,Andy Tobin,19630,,
,State Representative,1,REP,Andy Tobin,21779,True,
Apache,State Representative,2,DEM,Pat Carr,996,,
Coconino,State Representative,2,DEM,Pat Carr,1238,,
Mohave,State Representative,2,DEM,Pat Carr,7,,
Navajo,State Representative,2,DEM,Pat Carr,393,,
Yavapai,State Representative,2,DEM,Pat Carr,0,,
,State Representative,2,DEM,Pat Carr,2634,,
Apache,State Representative,2,DEM,Tom Chabin,1408,,
Coconino,State Representative,2,DEM,Tom Chabin,4155,,
Mohave,State Representative,2,DEM,Tom Chabin,4,,
Navajo,State Representative,2,DEM,Tom Chabin,655,,
Yavapai,State Representative,2,DEM,Tom Chabin,0,,
,State Representative,2,DEM,Tom Chabin,6222,True,
Apache,State Representative,2,DEM,Albert Hale,6566,,
Coconino,State Representative,2,DEM,Albert Hale,2678,,
Mohave,State Representative,2,DEM,Albert Hale,16,,
Navajo,State Representative,2,DEM,Albert Hale,2752,,
Yavapai,State Representative,2,DEM,Albert Hale,0,,
,State Representative,2,DEM,Albert Hale,12012,True,
Apache,State Representative,2,DEM,Albert Tom,2939,,
Coconino,State Representative,2,DEM,Albert Tom,1089,,
Mohave,State Representative,2,DEM,Albert Tom,11,,
Navajo,State Representative,2,DEM,Albert Tom,890,,
Yavapai,State Representative,2,DEM,Albert Tom,0,,
,State Representative,2,DEM,Albert Tom,4929,,
Apache,State Representative,2,LBT,Frank Mulligan,19,,
Coconino,State Representative,2,LBT,Frank Mulligan,43,,
Mohave,State Representative,2,LBT,Frank Mulligan,0,,
Navajo,State Representative,2,LBT,Frank Mulligan,14,,
Yavapai,State Representative,2,LBT,Frank Mulligan,0,,
,State Representative,2,LBT,Frank Mulligan,76,True,
Coconino,State Representative,3,REP,"Ray Cullison, II",267,,
La Paz,State Representative,3,REP,"Ray Cullison, II",308,,
Mohave,State Representative,3,REP,"Ray Cullison, II",8679,,
,State Representative,3,REP,"Ray Cullison, II",9254,,
Coconino,State Representative,3,REP,Doris Goodale,335,,
La Paz,State Representative,3,REP,Doris Goodale,374,,
Mohave,State Representative,3,REP,Doris Goodale,11221,,
,State Representative,3,REP,Doris Goodale,11930,True,
Coconino,State Representative,3,REP,Nancy McLain,432,,
La Paz,State Representative,3,REP,Nancy McLain,345,,
Mohave,State Representative,3,REP,Nancy McLain,9519,,
,State Representative,3,REP,Nancy McLain,10296,True,
Maricopa,State Representative,4,DEM,Karina Guerrero,10154,,
Yavapai,State Representative,4,DEM,Karina Guerrero,1104,,
,State Representative,4,DEM,Karina Guerrero,11258,True,
Maricopa,State Representative,4,REP,Judy M. Burges,21560,,
Yavapai,State Representative,4,REP,Judy M. Burges,2771,,
,State Representative,4,REP,Judy M. Burges,24331,True,
Maricopa,State Representative,4,REP,Jack W. Harper,20616,,
Yavapai,State Representative,4,REP,Jack W. Harper,2582,,
,State Representative,4,REP,Jack W. Harper,23198,True,
Maricopa,State Representative,4,REP,Eric Sheats,5083,,
Yavapai,State Representative,4,REP,Eric Sheats,475,,
,State Representative,4,REP,Eric Sheats,5558,,
Maricopa,State Representative,4,REP,Tim Zobel,5471,,
Yavapai,State Representative,4,REP,Tim Zobel,568,,
,State Representative,4,REP,Tim Zobel,6039,,
Apache,State Representative,5,DEM,David P. Rodriguez,0,,True
Coconino,State Representative,5,DEM,David P. Rodriguez,0,,True
Gila,State Representative,5,DEM,David P. Rodriguez,0,,True
Graham,State Representative,5,DEM,David P. Rodriguez,0,,True
Greenlee,State Representative,5,DEM,David P. Rodriguez,0,,True
Navajo,State Representative,5,DEM,David P. Rodriguez,0,,True
Pinal,State Representative,5,DEM,David P. Rodriguez,0,,True
,State Representative,5,DEM,David P. Rodriguez,0,,True
Apache,State Representative,5,DEM,Bill Shumway,746,,
Coconino,State Representative,5,DEM,Bill Shumway,0,,
Gila,State Representative,5,DEM,Bill Shumway,2258,,
Graham,State Representative,5,DEM,Bill Shumway,1256,,
Greenlee,State Representative,5,DEM,Bill Shumway,663,,
Navajo,State Representative,5,DEM,Bill Shumway,2555,,
Pinal,State Representative,5,DEM,Bill Shumway,0,,
,State Representative,5,DEM,Bill Shumway,7478,True,
Apache,State Representative,5,DEM,Prescott Winslow,618,,
Coconino,State Representative,5,DEM,Prescott Winslow,0,,
Gila,State Representative,5,DEM,Prescott Winslow,2125,,
Graham,State Representative,5,DEM,Prescott Winslow,1038,,
Greenlee,State Representative,5,DEM,Prescott Winslow,550,,
Navajo,State Representative,5,DEM,Prescott Winslow,2148,,
Pinal,State Representative,5,DEM,Prescott Winslow,0,,
,State Representative,5,DEM,Prescott Winslow,6479,True,
Apache,State Representative,5,REP,Keith Alexander,812,,
Coconino,State Representative,5,REP,Keith Alexander,0,,
Gila,State Representative,5,REP,Keith Alexander,2373,,
Graham,State Representative,5,REP,Keith Alexander,2016,,
Greenlee,State Representative,5,REP,Keith Alexander,199,,
Navajo,State Representative,5,REP,Keith Alexander,2688,,
Pinal,State Representative,5,REP,Keith Alexander,0,,
,State Representative,5,REP,Keith Alexander,8088,,
Apache,State Representative,5,REP,Brenda Barton,1337,,
Coconino,State Representative,5,REP,Brenda Barton,0,,
Gila,State Representative,5,REP,Brenda Barton,3516,,
Graham,State Representative,5,REP,Brenda Barton,1726,,
Greenlee,State Representative,5,REP,Brenda Barton,228,,
Navajo,State Representative,5,REP,Brenda Barton,4788,,
Pinal,State Representative,5,REP,Brenda Barton,0,,
,State Representative,5,REP,Brenda Barton,11595,True,
Apache,State Representative,5,REP,Chester Crandell,1097,,
Coconino,State Representative,5,REP,Chester Crandell,0,,
Gila,State Representative,5,REP,Chester Crandell,2519,,
Graham,State Representative,5,REP,Chester Crandell,1587,,
Greenlee,State Representative,5,REP,Chester Crandell,172,,
Navajo,State Representative,5,REP,Chester Crandell,4600,,
Pinal,State Representative,5,REP,Chester Crandell,0,,
,State Representative,5,REP,Chester Crandell,9975,True,
Maricopa,State Representative,6,DEM,Teri Conrad,6934,,
,State Representative,6,DEM,Teri Conrad,6934,True,
Maricopa,State Representative,6,LBT,William Barker,4,,True
,State Representative,6,LBT,William Barker,4,,True
Maricopa,State Representative,6,REP,"David E. Fitzgerald, III",7261,,
,State Representative,6,REP,"David E. Fitzgerald, III",7261,,
Maricopa,State Representative,6,REP,Steve Kaiser,4628,,
,State Representative,6,REP,Steve Kaiser,4628,,
Maricopa,State Representative,6,REP,John Adam Kowalski,4355,,
,State Representative,6,REP,John Adam Kowalski,4355,,
