county,precinct,office,district,party,seats,candidate,votes
Gila,Young,U.S. House,2,DEM,1,Jonathan NEZ,21
Gila,Young,U.S. House,2,DEM,1,Write-In Totals,0
Gila,Young,U.S. House,2,DEM,1,Total Votes Cast,21
Gila,Young,U.S. House,2,DEM,1,Overvotes,0
Gila,Young,U.S. House,2,DEM,1,Undervotes,1
Gila,Young,State Senate,7,DEM,1,Haley CREIGHTON,6
Gila,Young,State Senate,7,DEM,1,Roberto Apodac REVELES,12
Gila,Young,State Senate,7,DEM,1,Write-In Totals,0
Gila,Young,State Senate,7,DEM,1,Total Votes Cast,18
Gila,Young,State Senate,7,DEM,1,Overvotes,0
Gila,Young,State Senate,7,DEM,1,Undervotes,4
Gila,Young,State House,7,DEM,2,Kevin CHIQUETE,15
Gila,Young,State House,7,DEM,2,Nancy HARTL,14
Gila,Young,State House,7,DEM,2,Write-In Totals,0
Gila,Young,State House,7,DEM,2,Total Votes Cast,29
Gila,Young,State House,7,DEM,2,Overvotes,0
Gila,Young,State House,7,DEM,2,Undervotes,15
Gila,Young,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,17
Gila,Young,Corporation Commissioner,,DEM,3,Jonathon HILL,17
Gila,Young,Corporation Commissioner,,DEM,3,Joshua POLACHECK,16
Gila,Young,Corporation Commissioner,,DEM,3,Write-In Totals,0
Gila,Young,Corporation Commissioner,,DEM,3,Total Votes Cast,50
Gila,Young,Corporation Commissioner,,DEM,3,Overvotes,0
Gila,Young,Corporation Commissioner,,DEM,3,Undervotes,16
Gila,Young,Board of Supervisors,3,DEM,1,Write-In Totals,3
Gila,Young,Board of Supervisors,3,DEM,1,Total Votes Cast,3
Gila,Young,Board of Supervisors,3,DEM,1,Overvotes,0
Gila,Young,Board of Supervisors,3,DEM,1,Undervotes,19
Gila,Young,County Attorney,,DEM,1,Write-In Totals,1
Gila,Young,County Attorney,,DEM,1,Total Votes Cast,1
Gila,Young,County Attorney,,DEM,1,Overvotes,0
Gila,Young,County Attorney,,DEM,1,Undervotes,21
Gila,Young,Sheriff,,DEM,1,Write-In Totals,1
Gila,Young,Sheriff,,DEM,1,Total Votes Cast,1
Gila,Young,Sheriff,,DEM,1,Overvotes,0
Gila,Young,Sheriff,,DEM,1,Undervotes,21
Gila,Young,County Treasurer,,DEM,1,Write-In Totals,1
Gila,Young,County Treasurer,,DEM,1,Total Votes Cast,1
Gila,Young,County Treasurer,,DEM,1,Overvotes,0
Gila,Young,County Treasurer,,DEM,1,Undervotes,21
Gila,Young,County Superintendent of Schools,,DEM,1,Write-In Totals,1
Gila,Young,County Superintendent of Schools,,DEM,1,Total Votes Cast,1
Gila,Young,County Superintendent of Schools,,DEM,1,Overvotes,0
Gila,Young,County Superintendent of Schools,,DEM,1,Undervotes,21
Gila,Young,County Recorder,,DEM,1,Write-In Totals,1
Gila,Young,County Recorder,,DEM,1,Total Votes Cast,1
Gila,Young,County Recorder,,DEM,1,Overvotes,0
Gila,Young,County Recorder,,DEM,1,Undervotes,21
Gila,Young,County Assessor,,DEM,1,Write-In Totals,2
Gila,Young,County Assessor,,DEM,1,Total Votes Cast,2
Gila,Young,County Assessor,,DEM,1,Overvotes,0
Gila,Young,County Assessor,,DEM,1,Undervotes,20
Gila,Young,Judge of the Superior Court,Div. 1,DEM,1,Write-In Totals,1
Gila,Young,Judge of the Superior Court,Div. 1,DEM,1,Total Votes Cast,1
Gila,Young,Judge of the Superior Court,Div. 1,DEM,1,Overvotes,0
Gila,Young,Judge of the Superior Court,Div. 1,DEM,1,Undervotes,21
Gila,Young,U.S. Senate,,LBT,1,Write-In Totals,1
Gila,Young,U.S. Senate,,LBT,1,Total Votes Cast,1
Gila,Young,U.S. Senate,,LBT,1,Overvotes,0
Gila,Young,U.S. Senate,,LBT,1,Undervotes,1
Gila,Young,U.S. House,2,LBT,1,Write-In Totals,1
Gila,Young,U.S. House,2,LBT,1,Total Votes Cast,1
Gila,Young,U.S. House,2,LBT,1,Overvotes,0
Gila,Young,U.S. House,2,LBT,1,Undervotes,1
Gila,Young,State Senate,7,LBT,1,Write-In Totals,1
Gila,Young,State Senate,7,LBT,1,Total Votes Cast,1
Gila,Young,State Senate,7,LBT,1,Overvotes,0
Gila,Young,State Senate,7,LBT,1,Undervotes,1
Gila,Young,State House,7,LBT,2,Write-In Totals,1
Gila,Young,State House,7,LBT,2,Total Votes Cast,1
Gila,Young,State House,7,LBT,2,Overvotes,0
Gila,Young,State House,7,LBT,2,Undervotes,3
Gila,Young,Corporation Commissioner,,LBT,3,Write-In Totals,2
Gila,Young,Corporation Commissioner,,LBT,3,Total Votes Cast,2
Gila,Young,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,Young,Corporation Commissioner,,LBT,3,Undervotes,4
Gila,Young,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,Young,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,Young,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,Young,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,Young,U.S. Senate,,GRN,1,Overvotes,0
Gila,Young,U.S. Senate,,GRN,1,Undervotes,0
Gila,Young,U.S. House,2,GRN,1,Write-In Totals,0
Gila,Young,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,Young,U.S. House,2,GRN,1,Overvotes,0
Gila,Young,U.S. House,2,GRN,1,Undervotes,0
Gila,Young,State Senate,7,GRN,1,Write-In Totals,0
Gila,Young,State Senate,7,GRN,1,Total Votes Cast,0
Gila,Young,State Senate,7,GRN,1,Overvotes,0
Gila,Young,State Senate,7,GRN,1,Undervotes,0
Gila,Young,State House,7,GRN,2,Write-In Totals,0
Gila,Young,State House,7,GRN,2,Total Votes Cast,0
Gila,Young,State House,7,GRN,2,Overvotes,0
Gila,Young,State House,7,GRN,2,Undervotes,0
Gila,Young,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,Young,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,Young,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,Young,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,Young,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,Young,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,Young,No Labels Notice,,NOL,1,Overvotes,0
Gila,Young,No Labels Notice,,NOL,1,Undervotes,0
Gila,Zane Grey,Registered Voters - Total,,,,,651
Gila,Zane Grey,Registered Voters - Nonpartisan,,Nonpartisan,,,166
Gila,Zane Grey,Registered Voters - Republican,,REP,,,405
Gila,Zane Grey,Registered Voters - Democratic,,DEM,,,70
Gila,Zane Grey,Registered Voters - Libertarian,,LBT,,,7
Gila,Zane Grey,Registered Voters - Green,,GRN,,,1
Gila,Zane Grey,Registered Voters - No Labels Party,,NOL,,,2
Gila,Zane Grey,Ballots Cast - Total,,,,,308
Gila,Zane Grey,Ballots Cast - Nonpartisan,,Nonpartisan,,,0
Gila,Zane Grey,Ballots Cast - Republican,,REP,,,253
Gila,Zane Grey,Ballots Cast - Democratic,,DEM,,,54
Gila,Zane Grey,Ballots Cast - Libertarian,,LBT,,,1
Gila,Zane Grey,Ballots Cast - Green,,GRN,,,0
Gila,Zane Grey,Ballots Cast - No Labels Party,,NOL,,,0
Gila,Zane Grey,Ballots Cast - Blank,,,,,1
Gila,Zane Grey,U.S. Senate,,REP,1,Kari LAKE,152
Gila,Zane Grey,U.S. Senate,,REP,1,Mark LAMB,93
Gila,Zane Grey,U.S. Senate,,REP,1,Elizabeth Jean REYE,2
Gila,Zane Grey,U.S. Senate,,REP,1,Write-In Totals,1
Gila,Zane Grey,U.S. Senate,,REP,1,Total Votes Cast,248
Gila,Zane Grey,U.S. Senate,,REP,1,Overvotes,0
Gila,Zane Grey,U.S. Senate,,REP,1,Undervotes,5
Gila,Zane Grey,U.S. House,2,REP,1,Eli CRANE,202
Gila,Zane Grey,U.S. House,2,REP,1,Jack SMITH,34
Gila,Zane Grey,U.S. House,2,REP,1,Write-In Totals,1
Gila,Zane Grey,U.S. House,2,REP,1,Total Votes Cast,237
Gila,Zane Grey,U.S. House,2,REP,1,Overvotes,0
Gila,Zane Grey,U.S. House,2,REP,1,Undervotes,16
Gila,Zane Grey,State Senate,7,REP,1,David COOK,79
Gila,Zane Grey,State Senate,7,REP,1,Wendy ROGERS,157
Gila,Zane Grey,State Senate,7,REP,1,Write-In Totals,1
Gila,Zane Grey,State Senate,7,REP,1,Total Votes Cast,237
Gila,Zane Grey,State Senate,7,REP,1,Overvotes,0
Gila,Zane Grey,State Senate,7,REP,1,Undervotes,16
Gila,Zane Grey,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",89
Gila,Zane Grey,State House,7,REP,2,Andrew COSTANZO,123
Gila,Zane Grey,State House,7,REP,2,John FILLMORE,53
Gila,Zane Grey,State House,7,REP,2,Barby INGLE,26
Gila,Zane Grey,State House,7,REP,2,David MARSHALL SR.,59
Gila,Zane Grey,State House,7,REP,2,Steven SLATON,54
Gila,Zane Grey,State House,7,REP,2,Write-In Totals,2
Gila,Zane Grey,State House,7,REP,2,Total Votes Cast,406
Gila,Zane Grey,State House,7,REP,2,Overvotes,0
Gila,Zane Grey,State House,7,REP,2,Undervotes,100
Gila,Zane Grey,Corporation Commissioner,,REP,3,Rene LOPEZ,121
Gila,Zane Grey,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,117
Gila,Zane Grey,Corporation Commissioner,,REP,3,Rachel WALDEN,172
Gila,Zane Grey,Corporation Commissioner,,REP,3,Write-In Totals,3
Gila,Zane Grey,Corporation Commissioner,,REP,3,Total Votes Cast,413
Gila,Zane Grey,Corporation Commissioner,,REP,3,Overvotes,0
Gila,Zane Grey,Corporation Commissioner,,REP,3,Undervotes,346
Gila,Zane Grey,Board of Supervisors,3,REP,1,Woody CLINE,102
Gila,Zane Grey,Board of Supervisors,3,REP,1,Kelly PARKS,117
Gila,Zane Grey,Board of Supervisors,3,REP,1,Write-In Totals,0
Gila,Zane Grey,Board of Supervisors,3,REP,1,Total Votes Cast,219
Gila,Zane Grey,Board of Supervisors,3,REP,1,Overvotes,0
Gila,Zane Grey,Board of Supervisors,3,REP,1,Undervotes,34
Gila,Zane Grey,County Attorney,,REP,1,Bradley BEAUCHAMP,178
Gila,Zane Grey,County Attorney,,REP,1,Write-In Totals,0
Gila,Zane Grey,County Attorney,,REP,1,Total Votes Cast,178
Gila,Zane Grey,County Attorney,,REP,1,Overvotes,0
Gila,Zane Grey,County Attorney,,REP,1,Undervotes,75
Gila,Zane Grey,Sheriff,,REP,1,Tom MORRISSEY,68
Gila,Zane Grey,Sheriff,,REP,1,Adam SHEPHERD,137
Gila,Zane Grey,Sheriff,,REP,1,Write-In Totals,26
Gila,Zane Grey,Sheriff,,REP,1,Total Votes Cast,231
Gila,Zane Grey,Sheriff,,REP,1,Overvotes,0
Gila,Zane Grey,Sheriff,,REP,1,Undervotes,22
Gila,Zane Grey,County Treasurer,,REP,1,Monica WOHLFORTH,186
Gila,Zane Grey,County Treasurer,,REP,1,Write-In Totals,3
Gila,Zane Grey,County Treasurer,,REP,1,Total Votes Cast,189
Gila,Zane Grey,County Treasurer,,REP,1,Overvotes,0
Gila,Zane Grey,County Treasurer,,REP,1,Undervotes,64
Gila,Zane Grey,County Superintendent of Schools,,REP,1,Jack DUFFY,101
Gila,Zane Grey,County Superintendent of Schools,,REP,1,Roy SANDOVAL,106
Gila,Zane Grey,County Superintendent of Schools,,REP,1,Write-In Totals,0
Gila,Zane Grey,County Superintendent of Schools,,REP,1,Total Votes Cast,207
Gila,Zane Grey,County Superintendent of Schools,,REP,1,Overvotes,0
Gila,Zane Grey,County Superintendent of Schools,,REP,1,Undervotes,46
Gila,Zane Grey,County Recorder,,REP,1,Sadie Jo BINGHAM,152
Gila,Zane Grey,County Recorder,,REP,1,Bonnie WOLFF,62
Gila,Zane Grey,County Recorder,,REP,1,Write-In Totals,0
Gila,Zane Grey,County Recorder,,REP,1,Total Votes Cast,214
Gila,Zane Grey,County Recorder,,REP,1,Overvotes,0
Gila,Zane Grey,County Recorder,,REP,1,Undervotes,39
Gila,Zane Grey,County Assessor,,REP,1,Sherra KISSEE,186
Gila,Zane Grey,County Assessor,,REP,1,Write-In Totals,0
Gila,Zane Grey,County Assessor,,REP,1,Total Votes Cast,186
Gila,Zane Grey,County Assessor,,REP,1,Overvotes,0
Gila,Zane Grey,County Assessor,,REP,1,Undervotes,67
Gila,Zane Grey,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,166
Gila,Zane Grey,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,4
Gila,Zane Grey,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,170
Gila,Zane Grey,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,Zane Grey,Judge of the Superior Court,Div. 1,REP,1,Undervotes,83
Gila,Zane Grey,U.S. Senate,,DEM,1,Ruben GALLEGO,53
Gila,Zane Grey,U.S. Senate,,DEM,1,Write-In Totals,0
Gila,Zane Grey,U.S. Senate,,DEM,1,Total Votes Cast,53
Gila,Zane Grey,U.S. Senate,,DEM,1,Overvotes,0
Gila,Zane Grey,U.S. Senate,,DEM,1,Undervotes,1
Gila,Zane Grey,U.S. House,2,DEM,1,Jonathan NEZ,48
Gila,Zane Grey,U.S. House,2,DEM,1,Write-In Totals,0
Gila,Zane Grey,U.S. House,2,DEM,1,Total Votes Cast,48
Gila,Zane Grey,U.S. House,2,DEM,1,Overvotes,0
Gila,Zane Grey,U.S. House,2,DEM,1,Undervotes,6
Gila,Zane Grey,State Senate,7,DEM,1,Haley CREIGHTON,27
Gila,Zane Grey,State Senate,7,DEM,1,Roberto Apodac REVELES,24
Gila,Zane Grey,State Senate,7,DEM,1,Write-In Totals,0
Gila,Zane Grey,State Senate,7,DEM,1,Total Votes Cast,51
Gila,Zane Grey,State Senate,7,DEM,1,Overvotes,0
Gila,Zane Grey,State Senate,7,DEM,1,Undervotes,3
Gila,Zane Grey,State House,7,DEM,2,Kevin CHIQUETE,29
Gila,Zane Grey,State House,7,DEM,2,Nancy HARTL,45
Gila,Zane Grey,State House,7,DEM,2,Write-In Totals,0
Gila,Zane Grey,State House,7,DEM,2,Total Votes Cast,74
Gila,Zane Grey,State House,7,DEM,2,Overvotes,0
Gila,Zane Grey,State House,7,DEM,2,Undervotes,34
Gila,Zane Grey,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,38
Gila,Zane Grey,Corporation Commissioner,,DEM,3,Jonathon HILL,43
Gila,Zane Grey,Corporation Commissioner,,DEM,3,Joshua POLACHECK,37
Gila,Zane Grey,Corporation Commissioner,,DEM,3,Write-In Totals,0
Gila,Zane Grey,Corporation Commissioner,,DEM,3,Total Votes Cast,118
Gila,Zane Grey,Corporation Commissioner,,DEM,3,Overvotes,0
Gila,Zane Grey,Corporation Commissioner,,DEM,3,Undervotes,44
Gila,Zane Grey,Board of Supervisors,3,DEM,1,Write-In Totals,4
Gila,Zane Grey,Board of Supervisors,3,DEM,1,Total Votes Cast,4
Gila,Zane Grey,Board of Supervisors,3,DEM,1,Overvotes,0
Gila,Zane Grey,Board of Supervisors,3,DEM,1,Undervotes,50
Gila,Zane Grey,County Attorney,,DEM,1,Write-In Totals,4
Gila,Zane Grey,County Attorney,,DEM,1,Total Votes Cast,4
Gila,Zane Grey,County Attorney,,DEM,1,Overvotes,0
Gila,Zane Grey,County Attorney,,DEM,1,Undervotes,50
Gila,Zane Grey,Sheriff,,DEM,1,Write-In Totals,7
Gila,Zane Grey,Sheriff,,DEM,1,Total Votes Cast,7
Gila,Zane Grey,Sheriff,,DEM,1,Overvotes,0
Gila,Zane Grey,Sheriff,,DEM,1,Undervotes,47
Gila,Zane Grey,County Treasurer,,DEM,1,Write-In Totals,4
Gila,Zane Grey,County Treasurer,,DEM,1,Total Votes Cast,4
Gila,Zane Grey,County Treasurer,,DEM,1,Overvotes,0
Gila,Zane Grey,County Treasurer,,DEM,1,Undervotes,50
Gila,Zane Grey,County Superintendent of Schools,,DEM,1,Write-In Totals,6
Gila,Zane Grey,County Superintendent of Schools,,DEM,1,Total Votes Cast,6
Gila,Zane Grey,County Superintendent of Schools,,DEM,1,Overvotes,0
Gila,Zane Grey,County Superintendent of Schools,,DEM,1,Undervotes,48
Gila,Zane Grey,County Recorder,,DEM,1,Write-In Totals,5
Gila,Zane Grey,County Recorder,,DEM,1,Total Votes Cast,5
Gila,Zane Grey,County Recorder,,DEM,1,Overvotes,0
Gila,Zane Grey,County Recorder,,DEM,1,Undervotes,49
Gila,Zane Grey,County Assessor,,DEM,1,Write-In Totals,4
Gila,Zane Grey,County Assessor,,DEM,1,Total Votes Cast,4
Gila,Zane Grey,County Assessor,,DEM,1,Overvotes,0
Gila,Zane Grey,County Assessor,,DEM,1,Undervotes,50
Gila,Zane Grey,Judge of the Superior Court,Div. 1,DEM,1,Write-In Totals,1
Gila,Zane Grey,Judge of the Superior Court,Div. 1,DEM,1,Total Votes Cast,1
Gila,Zane Grey,Judge of the Superior Court,Div. 1,DEM,1,Overvotes,0
Gila,Zane Grey,Judge of the Superior Court,Div. 1,DEM,1,Undervotes,53
Gila,Zane Grey,U.S. Senate,,LBT,1,Write-In Totals,1
Gila,Zane Grey,U.S. Senate,,LBT,1,Total Votes Cast,1
Gila,Zane Grey,U.S. Senate,,LBT,1,Overvotes,0
Gila,Zane Grey,U.S. Senate,,LBT,1,Undervotes,0
Gila,Zane Grey,U.S. House,2,LBT,1,Write-In Totals,1
Gila,Zane Grey,U.S. House,2,LBT,1,Total Votes Cast,1
Gila,Zane Grey,U.S. House,2,LBT,1,Overvotes,0
Gila,Zane Grey,U.S. House,2,LBT,1,Undervotes,0
Gila,Zane Grey,State Senate,7,LBT,1,Write-In Totals,1
Gila,Zane Grey,State Senate,7,LBT,1,Total Votes Cast,1
Gila,Zane Grey,State Senate,7,LBT,1,Overvotes,0
Gila,Zane Grey,State Senate,7,LBT,1,Undervotes,0
Gila,Zane Grey,State House,7,LBT,2,Write-In Totals,2
Gila,Zane Grey,State House,7,LBT,2,Total Votes Cast,2
Gila,Zane Grey,State House,7,LBT,2,Overvotes,0
Gila,Zane Grey,State House,7,LBT,2,Undervotes,0
Gila,Zane Grey,Corporation Commissioner,,LBT,3,Write-In Totals,3
Gila,Zane Grey,Corporation Commissioner,,LBT,3,Total Votes Cast,3
Gila,Zane Grey,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,Zane Grey,Corporation Commissioner,,LBT,3,Undervotes,0
Gila,Zane Grey,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,Zane Grey,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,Zane Grey,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,Zane Grey,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,Zane Grey,U.S. Senate,,GRN,1,Overvotes,0
Gila,Zane Grey,U.S. Senate,,GRN,1,Undervotes,0
Gila,Zane Grey,U.S. House,2,GRN,1,Write-In Totals,0
Gila,Zane Grey,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,Zane Grey,U.S. House,2,GRN,1,Overvotes,0
Gila,Zane Grey,U.S. House,2,GRN,1,Undervotes,0
Gila,Zane Grey,State Senate,7,GRN,1,Write-In Totals,0
Gila,Zane Grey,State Senate,7,GRN,1,Total Votes Cast,0
Gila,Zane Grey,State Senate,7,GRN,1,Overvotes,0
Gila,Zane Grey,State Senate,7,GRN,1,Undervotes,0
Gila,Zane Grey,State House,7,GRN,1,Write-In Totals,0
Gila,Zane Grey,State House,7,GRN,1,Total Votes Cast,0
Gila,Zane Grey,State House,7,GRN,1,Overvotes,0
Gila,Zane Grey,State House,7,GRN,1,Undervotes,0
Gila,Zane Grey,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,Zane Grey,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,Zane Grey,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,Zane Grey,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,Zane Grey,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,Zane Grey,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,Zane Grey,No Labels Notice,,NOL,1,Overvotes,0
Gila,Zane Grey,No Labels Notice,,NOL,1,Undervotes,0
Gila,Canyon Day,Registered Voters - Total,,,,,783
Gila,Canyon Day,Registered Voters - Nonpartisan,,Nonpartisan,,,200
Gila,Canyon Day,Registered Voters - Republican,,REP,,,50
Gila,Canyon Day,Registered Voters - Democratic,,DEM,,,531
Gila,Canyon Day,Registered Voters - Libertarian,,LBT,,,0
Gila,Canyon Day,Registered Voters - Green,,GRN,,,0
Gila,Canyon Day,Registered Voters - No Labels Party,,NOL,,,2
Gila,Canyon Day,Ballots Cast - Total,,,,,83
Gila,Canyon Day,Ballots Cast - Nonpartisan,,Nonpartisan,,,0
Gila,Canyon Day,Ballots Cast - Republican,,REP,,,8
Gila,Canyon Day,Ballots Cast - Democratic,,DEM,,,75
Gila,Canyon Day,Ballots Cast - Libertarian,,LBT,,,0
Gila,Canyon Day,Ballots Cast - Green,,GRN,,,0
Gila,Canyon Day,Ballots Cast - No Labels Party,,NOL,,,0
Gila,Canyon Day,Ballots Cast - Blank,,,,,0
Gila,Canyon Day,U.S. Senate,,REP,1,Kari LAKE,4
Gila,Canyon Day,U.S. Senate,,REP,1,Mark LAMB,4
Gila,Canyon Day,U.S. Senate,,REP,1,Elizabeth Jean REYE,0
Gila,Canyon Day,U.S. Senate,,REP,1,Write-In Totals,0
Gila,Canyon Day,U.S. Senate,,REP,1,Total Votes Cast,8
Gila,Canyon Day,U.S. Senate,,REP,1,Overvotes,0
Gila,Canyon Day,U.S. Senate,,REP,1,Undervotes,0
Gila,Canyon Day,U.S. House,2,REP,1,Eli CRANE,7
Gila,Canyon Day,U.S. House,2,REP,1,Jack SMITH,1
Gila,Canyon Day,U.S. House,2,REP,1,Write-In Totals,0
Gila,Canyon Day,U.S. House,2,REP,1,Total Votes Cast,8
Gila,Canyon Day,U.S. House,2,REP,1,Overvotes,0
Gila,Canyon Day,U.S. House,2,REP,1,Undervotes,0
Gila,Canyon Day,State Senate,6,REP,1,Write-In Totals,1
Gila,Canyon Day,State Senate,6,REP,1,Total Votes Cast,1
Gila,Canyon Day,State Senate,6,REP,1,Overvotes,0
Gila,Canyon Day,State Senate,6,REP,1,Undervotes,7
Gila,Canyon Day,State House,6,REP,2,Lloyd JOHNSON,8
Gila,Canyon Day,State House,6,REP,2,Rich KING,1
Gila,Canyon Day,State House,6,REP,2,Write-In Totals,0
Gila,Canyon Day,State House,6,REP,2,Total Votes Cast,9
Gila,Canyon Day,State House,6,REP,2,Overvotes,0
Gila,Canyon Day,State House,6,REP,2,Undervotes,7
Gila,Canyon Day,Corporation Commissioner,,REP,3,Rene LOPEZ,3
Gila,Canyon Day,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,4
Gila,Canyon Day,Corporation Commissioner,,REP,3,Rachel WALDEN,5
Gila,Canyon Day,Corporation Commissioner,,REP,3,Write-In Totals,0
Gila,Canyon Day,Corporation Commissioner,,REP,3,Total Votes Cast,12
Gila,Canyon Day,Corporation Commissioner,,REP,3,Overvotes,0
Gila,Canyon Day,Corporation Commissioner,,REP,3,Undervotes,12
Gila,Canyon Day,Board of Supervisors,3,REP,1,Woody CLINE,2
Gila,Canyon Day,Board of Supervisors,3,REP,1,Kelly PARKS,5
Gila,Canyon Day,Board of Supervisors,3,REP,1,Write-In Totals,0
Gila,Canyon Day,Board of Supervisors,3,REP,1,Total Votes Cast,7
Gila,Canyon Day,Board of Supervisors,3,REP,1,Overvotes,0
Gila,Canyon Day,Board of Supervisors,3,REP,1,Undervotes,1
Gila,Canyon Day,County Attorney,,REP,1,Bradley BEAUCHAMP,7
Gila,Canyon Day,County Attorney,,REP,1,Write-In Totals,0
Gila,Canyon Day,County Attorney,,REP,1,Total Votes Cast,7
Gila,Canyon Day,County Attorney,,REP,1,Overvotes,0
Gila,Canyon Day,County Attorney,,REP,1,Undervotes,1
Gila,Canyon Day,Sheriff,,REP,1,Tom MORRISSEY,1
Gila,Canyon Day,Sheriff,,REP,1,Adam SHEPHERD,7
Gila,Canyon Day,Sheriff,,REP,1,Write-In Totals,0
Gila,Canyon Day,Sheriff,,REP,1,Total Votes Cast,8
Gila,Canyon Day,Sheriff,,REP,1,Overvotes,0
Gila,Canyon Day,Sheriff,,REP,1,Undervotes,0
Gila,Canyon Day,County Treasurer,,REP,1,Monica WOHLFORTH,6
Gila,Canyon Day,County Treasurer,,REP,1,Write-In Totals,0
Gila,Canyon Day,County Treasurer,,REP,1,Total Votes Cast,6
Gila,Canyon Day,County Treasurer,,REP,1,Overvotes,0
Gila,Canyon Day,County Treasurer,,REP,1,Undervotes,2
Gila,Canyon Day,County Superintendent of Schools,,REP,1,Jack DUFFY,2
Gila,Canyon Day,County Superintendent of Schools,,REP,1,Roy SANDOVAL,6
Gila,Canyon Day,County Superintendent of Schools,,REP,1,Write-In Totals,0
Gila,Canyon Day,County Superintendent of Schools,,REP,1,Total Votes Cast,8
Gila,Canyon Day,County Superintendent of Schools,,REP,1,Overvotes,0
Gila,Canyon Day,County Superintendent of Schools,,REP,1,Undervotes,0
Gila,Canyon Day,County Recorder,,REP,1,Sadie Jo BINGHAM,6
Gila,Canyon Day,County Recorder,,REP,1,Bonnie WOLFF,2
Gila,Canyon Day,County Recorder,,REP,1,Write-In Totals,0
Gila,Canyon Day,County Recorder,,REP,1,Total Votes Cast,8
Gila,Canyon Day,County Recorder,,REP,1,Overvotes,0
Gila,Canyon Day,County Recorder,,REP,1,Undervotes,0
Gila,Canyon Day,County Assessor,,REP,1,Sherra KISSEE,7
Gila,Canyon Day,County Assessor,,REP,1,Write-In Totals,0
Gila,Canyon Day,County Assessor,,REP,1,Total Votes Cast,7
Gila,Canyon Day,County Assessor,,REP,1,Overvotes,0
Gila,Canyon Day,County Assessor,,REP,1,Undervotes,1
Gila,Canyon Day,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,7
Gila,Canyon Day,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,0
Gila,Canyon Day,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,7
Gila,Canyon Day,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,Canyon Day,Judge of the Superior Court,Div. 1,REP,1,Undervotes,1
Gila,Canyon Day,U.S. Senate,,DEM,1,Ruben GALLEGO,68
Gila,Canyon Day,U.S. Senate,,DEM,1,Write-In Totals,1
Gila,Canyon Day,U.S. Senate,,DEM,1,Total Votes Cast,69
Gila,Canyon Day,U.S. Senate,,DEM,1,Overvotes,0
Gila,Canyon Day,U.S. Senate,,DEM,1,Undervotes,6
Gila,Canyon Day,U.S. House,2,DEM,1,Jonathan NEZ,75
Gila,Canyon Day,U.S. House,2,DEM,1,Write-In Totals,0
Gila,Canyon Day,U.S. House,2,DEM,1,Total Votes Cast,75
Gila,Canyon Day,U.S. House,2,DEM,1,Overvotes,0
Gila,Canyon Day,U.S. House,2,DEM,1,Undervotes,0
Gila,Canyon Day,State Senate,6,DEM,1,Theresa HATATHLIE,65
Gila,Canyon Day,State Senate,6,DEM,1,Write-In Totals,1
Gila,Canyon Day,State Senate,6,DEM,1,Total Votes Cast,66
Gila,Canyon Day,State Senate,6,DEM,1,Overvotes,0
Gila,Canyon Day,State Senate,6,DEM,1,Undervotes,9
Gila,Canyon Day,State House,6,DEM,2,Angela MALONEY,18
Gila,Canyon Day,State House,6,DEM,2,Mae PESHLAKAI,46
Gila,Canyon Day,State House,6,DEM,2,Myron TSOSIE,55
