county,precinct,office,district,party,seats,candidate,votes
Gila,Globe No. 11,County Recorder,,REP,1,Total Votes Cast,190
Gila,Globe No. 11,County Recorder,,REP,1,Overvotes,0
Gila,Globe No. 11,County Recorder,,REP,1,Undervotes,8
Gila,Globe No. 11,County Assessor,,REP,1,Sherra KISSEE,158
Gila,Globe No. 11,County Assessor,,REP,1,Write-In Totals,1
Gila,Globe No. 11,County Assessor,,REP,1,Total Votes Cast,159
Gila,Globe No. 11,County Assessor,,REP,1,Overvotes,0
Gila,Globe No. 11,County Assessor,,REP,1,Undervotes,39
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,159
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,0
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,159
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,REP,1,Undervotes,39
Gila,Globe No. 11,U.S. Senate,,DEM,1,Ruben GALLEGO,79
Gila,Globe No. 11,U.S. Senate,,DEM,1,Write-In Totals,1
Gila,Globe No. 11,U.S. Senate,,DEM,1,Total Votes Cast,80
Gila,Globe No. 11,U.S. Senate,,DEM,1,Overvotes,0
Gila,Globe No. 11,U.S. Senate,,DEM,1,Undervotes,8
Gila,Globe No. 11,U.S. House,2,DEM,1,Jonathan NEZ,74
Gila,Globe No. 11,U.S. House,2,DEM,1,Write-In Totals,2
Gila,Globe No. 11,U.S. House,2,DEM,1,Total Votes Cast,76
Gila,Globe No. 11,U.S. House,2,DEM,1,Overvotes,0
Gila,Globe No. 11,U.S. House,2,DEM,1,Undervotes,12
Gila,Globe No. 11,State Senate,7,DEM,1,Haley CREIGHTON,28
Gila,Globe No. 11,State Senate,7,DEM,1,Roberto Apodac REVELES,47
Gila,Globe No. 11,State Senate,7,DEM,1,Write-In Totals,1
Gila,Globe No. 11,State Senate,7,DEM,1,Total Votes Cast,76
Gila,Globe No. 11,State Senate,7,DEM,1,Overvotes,2
Gila,Globe No. 11,State Senate,7,DEM,1,Undervotes,10
Gila,Globe No. 11,State House,7,DEM,2,Kevin CHIQUETE,49
Gila,Globe No. 11,State House,7,DEM,2,Nancy HARTL,63
Gila,Globe No. 11,State House,7,DEM,2,Write-In Totals,2
Gila,Globe No. 11,State House,7,DEM,2,Total Votes Cast,114
Gila,Globe No. 11,State House,7,DEM,2,Overvotes,0
Gila,Globe No. 11,State House,7,DEM,2,Undervotes,62
Gila,Globe No. 11,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,61
Gila,Globe No. 11,Corporation Commissioner,,DEM,3,Jonathon HILL,64
Gila,Globe No. 11,Corporation Commissioner,,DEM,3,Joshua POLACHECK,61
Gila,Globe No. 11,Corporation Commissioner,,DEM,3,Write-In Totals,0
Gila,Globe No. 11,Corporation Commissioner,,DEM,3,Total Votes Cast,186
Gila,Globe No. 11,Corporation Commissioner,,DEM,3,Overvotes,0
Gila,Globe No. 11,Corporation Commissioner,,DEM,3,Undervotes,78
Gila,Globe No. 11,Board of Supervisors,2,DEM,1,Write-In Totals,8
Gila,Globe No. 11,Board of Supervisors,2,DEM,1,Total Votes Cast,8
Gila,Globe No. 11,Board of Supervisors,2,DEM,1,Overvotes,0
Gila,Globe No. 11,Board of Supervisors,2,DEM,1,Undervotes,80
Gila,Globe No. 11,County Attorney,,DEM,1,Write-In Totals,5
Gila,Globe No. 11,County Attorney,,DEM,1,Total Votes Cast,5
Gila,Globe No. 11,County Attorney,,DEM,1,Overvotes,0
Gila,Globe No. 11,County Attorney,,DEM,1,Undervotes,83
Gila,Globe No. 11,Sheriff,,DEM,1,Write-In Totals,8
Gila,Globe No. 11,Sheriff,,DEM,1,Total Votes Cast,8
Gila,Globe No. 11,Sheriff,,DEM,1,Overvotes,0
Gila,Globe No. 11,Sheriff,,DEM,1,Undervotes,80
Gila,Globe No. 11,County Treasurer,,DEM,1,Write-In Totals,4
Gila,Globe No. 11,County Treasurer,,DEM,1,Total Votes Cast,4
Gila,Globe No. 11,County Treasurer,,DEM,1,Overvotes,0
Gila,Globe No. 11,County Treasurer,,DEM,1,Undervotes,84
Gila,Globe No. 11,County Superintendent of Schools,,DEM,1,Write-In Totals,4
Gila,Globe No. 11,County Superintendent of Schools,,DEM,1,Total Votes Cast,4
Gila,Globe No. 11,County Superintendent of Schools,,DEM,1,Overvotes,0
Gila,Globe No. 11,County Superintendent of Schools,,DEM,1,Undervotes,84
Gila,Globe No. 11,County Recorder,,DEM,1,Write-In Totals,7
Gila,Globe No. 11,County Recorder,,DEM,1,Total Votes Cast,7
Gila,Globe No. 11,County Recorder,,DEM,1,Overvotes,0
Gila,Globe No. 11,County Recorder,,DEM,1,Undervotes,81
Gila,Globe No. 11,County Assessor,,DEM,1,Write-In Totals,4
Gila,Globe No. 11,County Assessor,,DEM,1,Total Votes Cast,4
Gila,Globe No. 11,County Assessor,,DEM,1,Overvotes,0
Gila,Globe No. 11,County Assessor,,DEM,1,Undervotes,84
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,DEM,1,Write-In Totals,3
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,DEM,1,Total Votes Cast,3
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,DEM,1,Overvotes,0
Gila,Globe No. 11,Judge of the Superior Court,Div. 1,DEM,1,Undervotes,85
Gila,Globe No. 11,U.S. Senate,,LBT,1,Write-In Totals,0
Gila,Globe No. 11,U.S. Senate,,LBT,1,Total Votes Cast,0
Gila,Globe No. 11,U.S. Senate,,LBT,1,Overvotes,0
Gila,Globe No. 11,U.S. Senate,,LBT,1,Undervotes,0
Gila,Globe No. 11,U.S. House,2,LBT,1,Write-In Totals,0
Gila,Globe No. 11,U.S. House,2,LBT,1,Total Votes Cast,0
Gila,Globe No. 11,U.S. House,2,LBT,1,Overvotes,0
Gila,Globe No. 11,U.S. House,2,LBT,1,Undervotes,0
Gila,Globe No. 11,State Senate,7,LBT,1,Write-In Totals,0
Gila,Globe No. 11,State Senate,7,LBT,1,Total Votes Cast,0
Gila,Globe No. 11,State Senate,7,LBT,1,Overvotes,0
Gila,Globe No. 11,State Senate,7,LBT,1,Undervotes,0
Gila,Globe No. 11,State House,7,LBT,2,Write-In Totals,0
Gila,Globe No. 11,State House,7,LBT,2,Total Votes Cast,0
Gila,Globe No. 11,State House,7,LBT,2,Overvotes,0
Gila,Globe No. 11,State House,7,LBT,2,Undervotes,0
Gila,Globe No. 11,Corporation Commissioner,,LBT,3,Write-In Totals,0
Gila,Globe No. 11,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Gila,Globe No. 11,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,Globe No. 11,Corporation Commissioner,,LBT,3,Undervotes,0
Gila,Globe No. 11,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,Globe No. 11,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,Globe No. 11,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,Globe No. 11,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,Globe No. 11,U.S. Senate,,GRN,1,Overvotes,0
Gila,Globe No. 11,U.S. Senate,,GRN,1,Undervotes,0
Gila,Globe No. 11,U.S. House,2,GRN,1,Write-In Totals,0
Gila,Globe No. 11,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,Globe No. 11,U.S. House,2,GRN,1,Overvotes,0
Gila,Globe No. 11,U.S. House,2,GRN,1,Undervotes,0
Gila,Globe No. 11,State Senate,7,GRN,1,Write-In Totals,0
Gila,Globe No. 11,State Senate,7,GRN,1,Total Votes Cast,0
Gila,Globe No. 11,State Senate,7,GRN,1,Overvotes,0
Gila,Globe No. 11,State Senate,7,GRN,1,Undervotes,0
Gila,Globe No. 11,State House,7,GRN,1,Write-In Totals,0
Gila,Globe No. 11,State House,7,GRN,1,Total Votes Cast,0
Gila,Globe No. 11,State House,7,GRN,1,Overvotes,0
Gila,Globe No. 11,State House,7,GRN,1,Undervotes,0
Gila,Globe No. 11,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,Globe No. 11,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,Globe No. 11,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,Globe No. 11,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,Globe No. 11,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,Globe No. 11,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,Globe No. 11,No Labels Notice,,NOL,1,Overvotes,0
Gila,Globe No. 11,No Labels Notice,,NOL,1,Undervotes,0
Gila,East Globe,Registered Voters - Total,,,,,862
Gila,East Globe,Registered Voters - Nonpartisan,,Nonpartisan,,,212
Gila,East Globe,Registered Voters - Republican,,REP,,,399
Gila,East Globe,Registered Voters - Democratic,,DEM,,,243
Gila,East Globe,Registered Voters - Libertarian,,LBT,,,0
Gila,East Globe,Registered Voters - Green,,GRN,,,2
Gila,East Globe,Registered Voters - No Labels Party,,NOL,,,6
Gila,East Globe,Ballots Cast - Total,,,,,393
Gila,East Globe,Ballots Cast - Nonpartisan,,Nonpartisan,,,2
Gila,East Globe,Ballots Cast - Republican,,REP,,,244
Gila,East Globe,Ballots Cast - Democratic,,DEM,,,147
Gila,East Globe,Ballots Cast - Libertarian,,LBT,,,0
Gila,East Globe,Ballots Cast - Green,,GRN,,,0
Gila,East Globe,Ballots Cast - No Labels Party,,NOL,,,0
Gila,East Globe,Ballots Cast - Blank,,,,,0
Gila,East Globe,Mayor City of Globe,,,1,Alfred GAMEROS,312
Gila,East Globe,Mayor City of Globe,,,1,Write-In Totals,8
Gila,East Globe,Mayor City of Globe,,,1,Total Votes Cast,320
Gila,East Globe,Mayor City of Globe,,,1,Overvotes,0
Gila,East Globe,Mayor City of Globe,,,1,Undervotes,67
Gila,East Globe,Council Member City of Globe,1,,1,Freddy RIOS,152
Gila,East Globe,Council Member City of Globe,1,,1,Write-In Totals,3
Gila,East Globe,Council Member City of Globe,1,,1,Total Votes Cast,155
Gila,East Globe,Council Member City of Globe,1,,1,Overvotes,0
Gila,East Globe,Council Member City of Globe,1,,1,Undervotes,49
Gila,East Globe,Proposition 412,City of Globe,,1,YES,204
Gila,East Globe,Proposition 412,City of Globe,,1,NO,133
Gila,East Globe,Proposition 412,City of Globe,,1,Total Votes Cast,337
Gila,East Globe,Proposition 412,City of Globe,,1,Overvotes,0
Gila,East Globe,Proposition 412,City of Globe,,1,Undervotes,50
Gila,East Globe,U.S. Senate,,REP,1,Kari LAKE,94
Gila,East Globe,U.S. Senate,,REP,1,Mark LAMB,137
Gila,East Globe,U.S. Senate,,REP,1,Elizabeth Jean REYE,5
Gila,East Globe,U.S. Senate,,REP,1,Write-In Totals,0
Gila,East Globe,U.S. Senate,,REP,1,Total Votes Cast,236
Gila,East Globe,U.S. Senate,,REP,1,Overvotes,0
Gila,East Globe,U.S. Senate,,REP,1,Undervotes,8
Gila,East Globe,U.S. House,2,REP,1,Eli CRANE,162
Gila,East Globe,U.S. House,2,REP,1,Jack SMITH,63
Gila,East Globe,U.S. House,2,REP,1,Write-In Totals,0
Gila,East Globe,U.S. House,2,REP,1,Total Votes Cast,225
Gila,East Globe,U.S. House,2,REP,1,Overvotes,0
Gila,East Globe,U.S. House,2,REP,1,Undervotes,19
Gila,East Globe,State Senate,7,REP,1,David COOK,120
Gila,East Globe,State Senate,7,REP,1,Wendy ROGERS,117
Gila,East Globe,State Senate,7,REP,1,Write-In Totals,0
Gila,East Globe,State Senate,7,REP,1,Total Votes Cast,237
Gila,East Globe,State Senate,7,REP,1,Overvotes,0
Gila,East Globe,State Senate,7,REP,1,Undervotes,7
Gila,East Globe,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",94
Gila,East Globe,State House,7,REP,2,Andrew COSTANZO,80
Gila,East Globe,State House,7,REP,2,John FILLMORE,42
Gila,East Globe,State House,7,REP,2,Barby INGLE,20
Gila,East Globe,State House,7,REP,2,David MARSHALL SR.,86
Gila,East Globe,State House,7,REP,2,Steven SLATON,69
Gila,East Globe,State House,7,REP,2,Write-In Totals,0
Gila,East Globe,State House,7,REP,2,Total Votes Cast,391
Gila,East Globe,State House,7,REP,2,Overvotes,0
Gila,East Globe,State House,7,REP,2,Undervotes,97
Gila,East Globe,Corporation Commissioner,,REP,3,Rene LOPEZ,134
Gila,East Globe,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,127
Gila,East Globe,Corporation Commissioner,,REP,3,Rachel WALDEN,152
Gila,East Globe,Corporation Commissioner,,REP,3,Write-In Totals,0
Gila,East Globe,Corporation Commissioner,,REP,3,Total Votes Cast,413
Gila,East Globe,Corporation Commissioner,,REP,3,Overvotes,0
Gila,East Globe,Corporation Commissioner,,REP,3,Undervotes,319
Gila,East Globe,Board of Supervisors,2,REP,1,Timothy HUMPHREY,174
Gila,East Globe,Board of Supervisors,2,REP,1,Randy ROBERSON,54
Gila,East Globe,Board of Supervisors,2,REP,1,Write-In Totals,0
Gila,East Globe,Board of Supervisors,2,REP,1,Total Votes Cast,228
Gila,East Globe,Board of Supervisors,2,REP,1,Overvotes,1
Gila,East Globe,Board of Supervisors,2,REP,1,Undervotes,15
Gila,East Globe,County Attorney,,REP,1,Bradley BEAUCHAMP,189
Gila,East Globe,County Attorney,,REP,1,Write-In Totals,2
Gila,East Globe,County Attorney,,REP,1,Total Votes Cast,191
Gila,East Globe,County Attorney,,REP,1,Overvotes,0
Gila,East Globe,County Attorney,,REP,1,Undervotes,53
Gila,East Globe,Sheriff,,REP,1,Tom MORRISSEY,89
Gila,East Globe,Sheriff,,REP,1,Adam SHEPHERD,111
Gila,East Globe,Sheriff,,REP,1,Write-In Totals,36
Gila,East Globe,Sheriff,,REP,1,Total Votes Cast,236
Gila,East Globe,Sheriff,,REP,1,Overvotes,0
Gila,East Globe,Sheriff,,REP,1,Undervotes,8
Gila,East Globe,County Treasurer,,REP,1,Monica WOHLFORTH,189
Gila,East Globe,County Treasurer,,REP,1,Write-In Totals,0
Gila,East Globe,County Treasurer,,REP,1,Total Votes Cast,189
Gila,East Globe,County Treasurer,,REP,1,Overvotes,0
Gila,East Globe,County Treasurer,,REP,1,Undervotes,55
Gila,East Globe,County Superintendent of Schools,,REP,1,Jack DUFFY,118
Gila,East Globe,County Superintendent of Schools,,REP,1,Roy SANDOVAL,102
Gila,East Globe,County Superintendent of Schools,,REP,1,Write-In Totals,0
Gila,East Globe,County Superintendent of Schools,,REP,1,Total Votes Cast,220
Gila,East Globe,County Superintendent of Schools,,REP,1,Overvotes,0
Gila,East Globe,County Superintendent of Schools,,REP,1,Undervotes,24
Gila,East Globe,County Recorder,,REP,1,Sadie Jo BINGHAM,208
Gila,East Globe,County Recorder,,REP,1,Bonnie WOLFF,27
Gila,East Globe,County Recorder,,REP,1,Write-In Totals,0
Gila,East Globe,County Recorder,,REP,1,Total Votes Cast,235
Gila,East Globe,County Recorder,,REP,1,Overvotes,0
Gila,East Globe,County Recorder,,REP,1,Undervotes,9
Gila,East Globe,County Assessor,,REP,1,Sherra KISSEE,178
Gila,East Globe,County Assessor,,REP,1,Write-In Totals,0
Gila,East Globe,County Assessor,,REP,1,Total Votes Cast,178
Gila,East Globe,County Assessor,,REP,1,Overvotes,0
Gila,East Globe,County Assessor,,REP,1,Undervotes,66
Gila,East Globe,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,188
Gila,East Globe,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,1
Gila,East Globe,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,189
Gila,East Globe,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,East Globe,Judge of the Superior Court,Div. 1,REP,1,Undervotes,55
Gila,East Globe,U.S. Senate,,DEM,1,Ruben GALLEGO,132
Gila,East Globe,U.S. Senate,,DEM,1,Write-In Totals,4
Gila,East Globe,U.S. Senate,,DEM,1,Total Votes Cast,136
Gila,East Globe,U.S. Senate,,DEM,1,Overvotes,0
Gila,East Globe,U.S. Senate,,DEM,1,Undervotes,11
Gila,East Globe,U.S. House,2,DEM,1,Jonathan NEZ,117
Gila,East Globe,U.S. House,2,DEM,1,Write-In Totals,1
Gila,East Globe,U.S. House,2,DEM,1,Total Votes Cast,118
Gila,East Globe,U.S. House,2,DEM,1,Overvotes,0
Gila,East Globe,U.S. House,2,DEM,1,Undervotes,29
Gila,East Globe,State Senate,7,DEM,1,Haley CREIGHTON,46
Gila,East Globe,State Senate,7,DEM,1,Roberto Apodac REVELES,78
Gila,East Globe,State Senate,7,DEM,1,Write-In Totals,0
Gila,East Globe,State Senate,7,DEM,1,Total Votes Cast,124
Gila,East Globe,State Senate,7,DEM,1,Overvotes,0
Gila,East Globe,State Senate,7,DEM,1,Undervotes,23
Gila,East Globe,State House,7,DEM,2,Kevin CHIQUETE,91
Gila,East Globe,State House,7,DEM,2,Nancy HARTL,103
Gila,East Globe,State House,7,DEM,2,Write-In Totals,0
Gila,East Globe,State House,7,DEM,2,Total Votes Cast,194
Gila,East Globe,State House,7,DEM,2,Overvotes,0
Gila,East Globe,State House,7,DEM,2,Undervotes,100
Gila,East Globe,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,109
Gila,East Globe,Corporation Commissioner,,DEM,3,Jonathon HILL,101
Gila,East Globe,Corporation Commissioner,,DEM,3,Joshua POLACHECK,98
Gila,East Globe,Corporation Commissioner,,DEM,3,Write-In Totals,2
Gila,East Globe,Corporation Commissioner,,DEM,3,Total Votes Cast,310
Gila,East Globe,Corporation Commissioner,,DEM,3,Overvotes,0
Gila,East Globe,Corporation Commissioner,,DEM,3,Undervotes,131
Gila,East Globe,Board of Supervisors,2,DEM,1,Write-In Totals,9
Gila,East Globe,Board of Supervisors,2,DEM,1,Total Votes Cast,9
Gila,East Globe,Board of Supervisors,2,DEM,1,Overvotes,0
Gila,East Globe,Board of Supervisors,2,DEM,1,Undervotes,138
Gila,East Globe,County Attorney,,DEM,1,Write-In Totals,7
Gila,East Globe,County Attorney,,DEM,1,Total Votes Cast,7
Gila,East Globe,County Attorney,,DEM,1,Overvotes,0
Gila,East Globe,County Attorney,,DEM,1,Undervotes,140
Gila,East Globe,Sheriff,,DEM,1,Write-In Totals,20
Gila,East Globe,Sheriff,,DEM,1,Total Votes Cast,20
Gila,East Globe,Sheriff,,DEM,1,Overvotes,0
Gila,East Globe,Sheriff,,DEM,1,Undervotes,127
Gila,East Globe,County Treasurer,,DEM,1,Write-In Totals,5
Gila,East Globe,County Treasurer,,DEM,1,Total Votes Cast,5
Gila,East Globe,County Treasurer,,DEM,1,Overvotes,0
Gila,East Globe,County Treasurer,,DEM,1,Undervotes,142
Gila,East Globe,County Superintendent of Schools,,DEM,1,Write-In Totals,8
Gila,East Globe,County Superintendent of Schools,,DEM,1,Total Votes Cast,8
Gila,East Globe,County Superintendent of Schools,,DEM,1,Overvotes,0
Gila,East Globe,County Superintendent of Schools,,DEM,1,Undervotes,139
Gila,East Globe,County Recorder,,DEM,1,Write-In Totals,6
Gila,East Globe,County Recorder,,DEM,1,Total Votes Cast,6
Gila,East Globe,County Recorder,,DEM,1,Overvotes,0
Gila,East Globe,County Recorder,,DEM,1,Undervotes,141
Gila,East Globe,County Assessor,,DEM,1,Write-In Totals,6
Gila,East Globe,County Assessor,,DEM,1,Total Votes Cast,6
Gila,East Globe,County Assessor,,DEM,1,Overvotes,0
Gila,East Globe,County Assessor,,DEM,1,Undervotes,141
Gila,East Globe,Judge of the Superior Court,Div. 1,DEM,1,Write-In Totals,7
Gila,East Globe,Judge of the Superior Court,Div. 1,DEM,1,Total Votes Cast,7
Gila,East Globe,Judge of the Superior Court,Div. 1,DEM,1,Overvotes,0
Gila,East Globe,Judge of the Superior Court,Div. 1,DEM,1,Undervotes,140
Gila,East Globe,U.S. Senate,,LBT,1,Write-In Totals,0
Gila,East Globe,U.S. Senate,,LBT,1,Total Votes Cast,0
Gila,East Globe,U.S. Senate,,LBT,1,Overvotes,0
Gila,East Globe,U.S. Senate,,LBT,1,Undervotes,0
Gila,East Globe,U.S. House,2,LBT,1,Write-In Totals,0
Gila,East Globe,U.S. House,2,LBT,1,Total Votes Cast,0
Gila,East Globe,U.S. House,2,LBT,1,Overvotes,0
Gila,East Globe,U.S. House,2,LBT,1,Undervotes,0
Gila,East Globe,State Senate,7,LBT,1,Write-In Totals,0
Gila,East Globe,State Senate,7,LBT,1,Total Votes Cast,0
Gila,East Globe,State Senate,7,LBT,1,Overvotes,0
Gila,East Globe,State Senate,7,LBT,1,Undervotes,0
Gila,East Globe,State House,7,LBT,2,Write-In Totals,0
Gila,East Globe,State House,7,LBT,2,Total Votes Cast,0
Gila,East Globe,State House,7,LBT,2,Overvotes,0
Gila,East Globe,State House,7,LBT,2,Undervotes,0
Gila,East Globe,Corporation Commissioner,,LBT,3,Write-In Totals,0
Gila,East Globe,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Gila,East Globe,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,East Globe,Corporation Commissioner,,LBT,3,Undervotes,0
Gila,East Globe,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,East Globe,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,East Globe,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,East Globe,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,East Globe,U.S. Senate,,GRN,1,Overvotes,0
Gila,East Globe,U.S. Senate,,GRN,1,Undervotes,0
Gila,East Globe,U.S. House,2,GRN,1,Write-In Totals,0
Gila,East Globe,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,East Globe,U.S. House,2,GRN,1,Overvotes,0
Gila,East Globe,U.S. House,2,GRN,1,Undervotes,0
Gila,East Globe,State Senate,7,GRN,1,Write-In Totals,0
Gila,East Globe,State Senate,7,GRN,1,Total Votes Cast,0
Gila,East Globe,State Senate,7,GRN,1,Overvotes,0
Gila,East Globe,State Senate,7,GRN,1,Undervotes,0
Gila,East Globe,State House,7,GRN,2,Write-In Totals,0
Gila,East Globe,State House,7,GRN,2,Total Votes Cast,0
Gila,East Globe,State House,7,GRN,2,Overvotes,0
Gila,East Globe,State House,7,GRN,2,Undervotes,0
Gila,East Globe,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,East Globe,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,East Globe,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,East Globe,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,East Globe,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,East Globe,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,East Globe,No Labels Notice,,NOL,1,Overvotes,0
Gila,East Globe,No Labels Notice,,NOL,1,Undervotes,0
Gila,Miami No. 1,Registered Voters - Total,,,,,463
Gila,Miami No. 1,Registered Voters - Nonpartisan,,Nonpartisan,,,139
Gila,Miami No. 1,Registered Voters - Republican,,REP,,,133
Gila,Miami No. 1,Registered Voters - Democratic,,DEM,,,183
Gila,Miami No. 1,Registered Voters - Libertarian,,LBT,,,3
Gila,Miami No. 1,Registered Voters - Green,,GRN,,,0
Gila,Miami No. 1,Registered Voters - No Labels Party,,NOL,,,3
Gila,Miami No. 1,Ballots Cast - Total,,,,,178
Gila,Miami No. 1,Ballots Cast - Nonpartisan,,Nonpartisan,,,1
Gila,Miami No. 1,Ballots Cast - Republican,,REP,,,76
Gila,Miami No. 1,Ballots Cast - Democratic,,DEM,,,100
Gila,Miami No. 1,Ballots Cast - Libertarian,,LBT,,,1
Gila,Miami No. 1,Ballots Cast - Green,,GRN,,,0
Gila,Miami No. 1,Ballots Cast - No Labels Party,,NOL,,,0
Gila,Miami No. 1,Ballots Cast - Blank,,,,,0
Gila,Miami No. 1,Mayor City of Globe,,,1,Alfred GAMEROS,0
Gila,Miami No. 1,Mayor City of Globe,,,1,Write-In Totals,0
Gila,Miami No. 1,Mayor City of Globe,,,1,Total Votes Cast,0
Gila,Miami No. 1,Mayor City of Globe,,,1,Overvotes,0
Gila,Miami No. 1,Mayor City of Globe,,,1,Undervotes,0
Gila,Miami No. 1,Council Member Town of Miami,,,3,Michael BLACK,33
Gila,Miami No. 1,Council Member Town of Miami,,,3,David DOBBRATZ,8
Gila,Miami No. 1,Council Member Town of Miami,,,3,Sammy GONZALES,77
Gila,Miami No. 1,Council Member Town of Miami,,,3,Gil MADRID,84
Gila,Miami No. 1,Council Member Town of Miami,,,3,Malcom (Mal) NASON,22
Gila,Miami No. 1,Council Member Town of Miami,,,3,Phil STEWART,35
Gila,Miami No. 1,Council Member Town of Miami,,,3,Ray WEBB,39
Gila,Miami No. 1,Council Member Town of Miami,,,3,Write-In Totals,1
Gila,Miami No. 1,Council Member Town of Miami,,,3,Total Votes Cast,299
Gila,Miami No. 1,Council Member Town of Miami,,,3,Overvotes,0
Gila,Miami No. 1,Council Member Town of Miami,,,3,Undervotes,43
Gila,Miami No. 1,Proposition 412,City of Globe,,1,YES,0
Gila,Miami No. 1,Proposition 412,City of Globe,,1,NO,0
Gila,Miami No. 1,Proposition 412,City of Globe,,1,Total Votes Cast,0
Gila,Miami No. 1,Proposition 412,City of Globe,,1,Overvotes,0
Gila,Miami No. 1,Proposition 412,City of Globe,,1,Undervotes,0
Gila,Miami No. 1,U.S. Senate,,REP,1,Kari LAKE,41
Gila,Miami No. 1,U.S. Senate,,REP,1,Mark LAMB,33
Gila,Miami No. 1,U.S. Senate,,REP,1,Elizabeth Jean REYE,1
Gila,Miami No. 1,U.S. Senate,,REP,1,Write-In Totals,0
