county,precinct,office,district,party,seats,candidate,votes,early_voting,election_day,provisional
Maricopa,0685 RHODES,U.S. House,1,DEM,1,Amish SHAH,28,25,3,0
Maricopa,0685 RHODES,U.S. House,1,DEM,1,Write-In Totals,0,0,0,0
Maricopa,0685 RHODES,U.S. House,1,DEM,1,Total Votes Cast,189,176,13,0
Maricopa,0685 RHODES,U.S. House,1,DEM,1,Overvotes,0,0,0,0
Maricopa,0685 RHODES,U.S. House,1,DEM,1,Undervotes,7,3,4,0
Maricopa,0685 RHODES,U.S. House,1,LBT,1,Write-In Totals,,,0,0
Maricopa,0685 RHODES,U.S. House,1,LBT,1,Total Votes Cast,,,0,0
Maricopa,0685 RHODES,U.S. House,1,LBT,1,Overvotes,,,0,0
Maricopa,0685 RHODES,U.S. House,1,LBT,1,Undervotes,,,0,0
Maricopa,0685 RHODES,U.S. House,1,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0685 RHODES,U.S. House,1,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0685 RHODES,U.S. House,1,GRN,1,Overvotes,0,0,0,0
Maricopa,0685 RHODES,U.S. House,1,GRN,1,Undervotes,0,0,0,0
Maricopa,0686 RIATA,Registered Voters - Total,,,,,2349,2349,2349,2349
Maricopa,0686 RIATA,Registered Voters - Republican,,REP,,,904,904,904,904
Maricopa,0686 RIATA,Registered Voters - Democratic,,DEM,,,586,586,586,586
Maricopa,0686 RIATA,Registered Voters - Libertarian,,LBT,,,30,30,30,30
Maricopa,0686 RIATA,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0686 RIATA,Ballots Cast - Total,,,,,689,584,104,1
Maricopa,0686 RIATA,Ballots Cast - Republican,,REP,,,442,357,84,1
Maricopa,0686 RIATA,Ballots Cast - Democratic,,DEM,,,238,221,17,0
Maricopa,0686 RIATA,Ballots Cast - Libertarian,,LBT,,,2,2,0,0
Maricopa,0686 RIATA,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0686 RIATA,U.S. Senate,,REP,1,Kari LAKE,191,148,42,
Maricopa,0686 RIATA,U.S. Senate,,REP,1,Mark LAMB,227,187,40,
Maricopa,0686 RIATA,U.S. Senate,,REP,1,Elizabeth Jean REYE,17,16,1,
Maricopa,0686 RIATA,U.S. Senate,,REP,1,Write-In Totals,0,0,0,
Maricopa,0686 RIATA,U.S. Senate,,REP,1,Total Votes Cast,435,351,83,
Maricopa,0686 RIATA,U.S. Senate,,REP,1,Overvotes,1,0,1,
Maricopa,0686 RIATA,U.S. Senate,,REP,1,Undervotes,6,6,0,
Maricopa,0686 RIATA,U.S. Senate,,DEM,1,Ruben GALLEGO,234,218,16,0
Maricopa,0686 RIATA,U.S. Senate,,DEM,1,Write-In Totals,3,2,1,0
Maricopa,0686 RIATA,U.S. Senate,,DEM,1,Total Votes Cast,237,220,17,0
Maricopa,0686 RIATA,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0686 RIATA,U.S. Senate,,DEM,1,Undervotes,1,1,0,0
Maricopa,0686 RIATA,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,GRN,1,Michael NORTON,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,GRN,1,Write-In Totals,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,GRN,1,Total Votes Cast,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,GRN,1,Overvotes,,,0,0
Maricopa,0686 RIATA,U.S. Senate,,GRN,1,Undervotes,,,0,0
Maricopa,0686 RIATA,U.S. House,5,REP,1,Andy BIGGS,383,307,75,
Maricopa,0686 RIATA,U.S. House,5,REP,1,Write-In Totals,6,4,2,
Maricopa,0686 RIATA,U.S. House,5,REP,1,Total Votes Cast,389,311,77,
Maricopa,0686 RIATA,U.S. House,5,REP,1,Overvotes,0,0,0,
Maricopa,0686 RIATA,U.S. House,5,REP,1,Undervotes,53,46,7,
Maricopa,0686 RIATA,U.S. House,5,DEM,1,Katrina SCHAFFNER,218,206,12,0
Maricopa,0686 RIATA,U.S. House,5,DEM,1,Write-In Totals,1,1,0,0
Maricopa,0686 RIATA,U.S. House,5,DEM,1,Total Votes Cast,219,207,12,0
Maricopa,0686 RIATA,U.S. House,5,DEM,1,Overvotes,0,0,0,0
Maricopa,0686 RIATA,U.S. House,5,DEM,1,Undervotes,19,14,5,0
Maricopa,0686 RIATA,U.S. House,5,LBT,1,Write-In Totals,,,0,0
Maricopa,0686 RIATA,U.S. House,5,LBT,1,Total Votes Cast,,,0,0
Maricopa,0686 RIATA,U.S. House,5,LBT,1,Overvotes,,,0,0
Maricopa,0686 RIATA,U.S. House,5,LBT,1,Undervotes,,,0,0
Maricopa,0686 RIATA,U.S. House,5,GRN,1,Write-In Totals,,,0,0
Maricopa,0686 RIATA,U.S. House,5,GRN,1,Total Votes Cast,,,0,0
Maricopa,0686 RIATA,U.S. House,5,GRN,1,Overvotes,,,0,0
Maricopa,0686 RIATA,U.S. House,5,GRN,1,Undervotes,,,0,0
Maricopa,0687 RIDGEWOOD,Registered Voters - Total,,,,,2805,2805,2805,2805
Maricopa,0687 RIDGEWOOD,Registered Voters - Republican,,REP,,,1236,1236,1236,1236
Maricopa,0687 RIDGEWOOD,Registered Voters - Democratic,,DEM,,,567,567,567,567
Maricopa,0687 RIDGEWOOD,Registered Voters - Libertarian,,LBT,,,22,22,22,22
Maricopa,0687 RIDGEWOOD,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0687 RIDGEWOOD,Ballots Cast - Total,,,,,928,826,101,1
Maricopa,0687 RIDGEWOOD,Ballots Cast - Republican,,REP,,,651,568,82,1
Maricopa,0687 RIDGEWOOD,Ballots Cast - Democratic,,DEM,,,265,250,15,0
Maricopa,0687 RIDGEWOOD,Ballots Cast - Libertarian,,LBT,,,5,5,0,0
Maricopa,0687 RIDGEWOOD,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,REP,1,Kari LAKE,284,241,43,
Maricopa,0687 RIDGEWOOD,U.S. Senate,,REP,1,Mark LAMB,334,294,39,
Maricopa,0687 RIDGEWOOD,U.S. Senate,,REP,1,Elizabeth Jean REYE,24,24,0,
Maricopa,0687 RIDGEWOOD,U.S. Senate,,REP,1,Write-In Totals,2,2,0,
Maricopa,0687 RIDGEWOOD,U.S. Senate,,REP,1,Total Votes Cast,644,561,82,
Maricopa,0687 RIDGEWOOD,U.S. Senate,,REP,1,Overvotes,1,1,0,
Maricopa,0687 RIDGEWOOD,U.S. Senate,,REP,1,Undervotes,6,6,0,
Maricopa,0687 RIDGEWOOD,U.S. Senate,,DEM,1,Ruben GALLEGO,260,245,15,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,DEM,1,Write-In Totals,1,1,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,DEM,1,Total Votes Cast,261,246,15,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,DEM,1,Undervotes,4,4,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,REP,1,Andy BIGGS,586,508,78,
Maricopa,0687 RIDGEWOOD,U.S. House,5,REP,1,Write-In Totals,12,11,1,
Maricopa,0687 RIDGEWOOD,U.S. House,5,REP,1,Total Votes Cast,598,519,79,
Maricopa,0687 RIDGEWOOD,U.S. House,5,REP,1,Overvotes,0,0,0,
Maricopa,0687 RIDGEWOOD,U.S. House,5,REP,1,Undervotes,53,49,3,
Maricopa,0687 RIDGEWOOD,U.S. House,5,DEM,1,Katrina SCHAFFNER,239,225,14,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,DEM,1,Write-In Totals,2,2,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,DEM,1,Total Votes Cast,241,227,14,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,DEM,1,Overvotes,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,DEM,1,Undervotes,24,23,1,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,LBT,1,Write-In Totals,,,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,LBT,1,Total Votes Cast,,,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,LBT,1,Overvotes,,,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,LBT,1,Undervotes,,,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,GRN,1,Overvotes,0,0,0,0
Maricopa,0687 RIDGEWOOD,U.S. House,5,GRN,1,Undervotes,0,0,0,0
Maricopa,0688 RIMROCK,Registered Voters - Total,,,,,2321,2321,2321,2321
Maricopa,0688 RIMROCK,Registered Voters - Republican,,REP,,,1091,1091,1091,1091
Maricopa,0688 RIMROCK,Registered Voters - Democratic,,DEM,,,610,610,610,610
Maricopa,0688 RIMROCK,Registered Voters - Libertarian,,LBT,,,11,11,11,11
Maricopa,0688 RIMROCK,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0688 RIMROCK,Ballots Cast - Total,,,,,1253,1159,92,2
Maricopa,0688 RIMROCK,Ballots Cast - Republican,,REP,,,767,686,79,2
Maricopa,0688 RIMROCK,Ballots Cast - Democratic,,DEM,,,483,470,13,0
Maricopa,0688 RIMROCK,Ballots Cast - Libertarian,,LBT,,,2,2,0,0
Maricopa,0688 RIMROCK,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,REP,1,Kari LAKE,467,405,60,
Maricopa,0688 RIMROCK,U.S. Senate,,REP,1,Mark LAMB,244,227,17,
Maricopa,0688 RIMROCK,U.S. Senate,,REP,1,Elizabeth Jean REYE,41,39,2,
Maricopa,0688 RIMROCK,U.S. Senate,,REP,1,Write-In Totals,3,3,0,
Maricopa,0688 RIMROCK,U.S. Senate,,REP,1,Total Votes Cast,755,674,79,
Maricopa,0688 RIMROCK,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0688 RIMROCK,U.S. Senate,,REP,1,Undervotes,12,12,0,
Maricopa,0688 RIMROCK,U.S. Senate,,DEM,1,Ruben GALLEGO,468,455,13,0
Maricopa,0688 RIMROCK,U.S. Senate,,DEM,1,Write-In Totals,0,0,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,DEM,1,Total Votes Cast,468,455,13,0
Maricopa,0688 RIMROCK,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,DEM,1,Undervotes,15,15,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,GRN,1,Michael NORTON,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,GRN,1,Write-In Totals,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,GRN,1,Total Votes Cast,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,GRN,1,Overvotes,,,0,0
Maricopa,0688 RIMROCK,U.S. Senate,,GRN,1,Undervotes,,,0,0
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,"Patrick ""Pat"" BRIODY",19,19,0,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,Trent FRANKS,140,131,9,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,"Abraham ""Abe"" HAMADEH",171,146,24,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,Anthony KERN,30,29,1,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,Blake MASTERS,154,131,22,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,Ben TOMA,235,212,23,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,Write-In Totals,2,2,0,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,Total Votes Cast,751,670,79,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,Overvotes,2,2,0,
Maricopa,0688 RIMROCK,U.S. House,8,REP,1,Undervotes,14,14,0,
Maricopa,0688 RIMROCK,U.S. House,8,DEM,1,Gregory WHITTEN,422,412,10,0
Maricopa,0688 RIMROCK,U.S. House,8,DEM,1,Write-In Totals,0,0,0,0
Maricopa,0688 RIMROCK,U.S. House,8,DEM,1,Total Votes Cast,422,412,10,0
Maricopa,0688 RIMROCK,U.S. House,8,DEM,1,Overvotes,0,0,0,0
Maricopa,0688 RIMROCK,U.S. House,8,DEM,1,Undervotes,61,58,3,0
Maricopa,0688 RIMROCK,U.S. House,8,LBT,1,Write-In Totals,,,0,0
Maricopa,0688 RIMROCK,U.S. House,8,LBT,1,Total Votes Cast,,,0,0
Maricopa,0688 RIMROCK,U.S. House,8,LBT,1,Overvotes,,,0,0
Maricopa,0688 RIMROCK,U.S. House,8,LBT,1,Undervotes,,,0,0
Maricopa,0688 RIMROCK,U.S. House,8,GRN,1,Write-In Totals,,,0,0
Maricopa,0688 RIMROCK,U.S. House,8,GRN,1,Total Votes Cast,,,0,0
Maricopa,0688 RIMROCK,U.S. House,8,GRN,1,Overvotes,,,0,0
Maricopa,0688 RIMROCK,U.S. House,8,GRN,1,Undervotes,,,0,0
Maricopa,0689 RIO MONTANA,Registered Voters - Total,,,,,2441,2441,2441,2441
Maricopa,0689 RIO MONTANA,Registered Voters - Republican,,REP,,,1054,1054,1054,1054
Maricopa,0689 RIO MONTANA,Registered Voters - Democratic,,DEM,,,561,561,561,561
Maricopa,0689 RIO MONTANA,Registered Voters - Libertarian,,LBT,,,8,8,8,8
Maricopa,0689 RIO MONTANA,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0689 RIO MONTANA,Ballots Cast - Total,,,,,955,857,98,0
Maricopa,0689 RIO MONTANA,Ballots Cast - Republican,,REP,,,628,561,67,0
Maricopa,0689 RIO MONTANA,Ballots Cast - Democratic,,DEM,,,306,280,26,0
Maricopa,0689 RIO MONTANA,Ballots Cast - Libertarian,,LBT,,,1,1,0,0
Maricopa,0689 RIO MONTANA,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,REP,1,Kari LAKE,352,313,39,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,REP,1,Mark LAMB,227,201,26,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,REP,1,Elizabeth Jean REYE,36,35,1,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,REP,1,Write-In Totals,1,1,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,REP,1,Total Votes Cast,616,550,66,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,REP,1,Overvotes,1,1,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,REP,1,Undervotes,11,10,1,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,DEM,1,Ruben GALLEGO,294,270,24,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,DEM,1,Write-In Totals,3,2,1,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,DEM,1,Total Votes Cast,297,272,25,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,DEM,1,Undervotes,9,8,1,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,REP,1,Robert BACKIE,33,29,4,0
Maricopa,0689 RIO MONTANA,U.S. House,1,REP,1,Kim GEORGE,164,147,17,0
Maricopa,0689 RIO MONTANA,U.S. House,1,REP,1,David SCHWEIKERT,403,359,44,0
Maricopa,0689 RIO MONTANA,U.S. House,1,REP,1,Write-In Totals,4,4,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,REP,1,Total Votes Cast,604,539,65,0
Maricopa,0689 RIO MONTANA,U.S. House,1,REP,1,Overvotes,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,REP,1,Undervotes,24,22,2,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Andrei CHERNY,49,47,2,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Marlene GALEN-WOODS,75,67,8,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Andrew HORNE,42,40,2,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Kurt KROEMER,5,5,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Connor O'CALLAGHAN,73,69,4,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Amish SHAH,45,37,8,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Write-In Totals,1,0,1,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Total Votes Cast,290,265,25,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Overvotes,2,2,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,DEM,1,Undervotes,14,13,1,0
Maricopa,0689 RIO MONTANA,U.S. House,1,LBT,1,Write-In Totals,,,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,LBT,1,Total Votes Cast,,,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,LBT,1,Overvotes,,,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,LBT,1,Undervotes,,,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,GRN,1,Overvotes,0,0,0,0
Maricopa,0689 RIO MONTANA,U.S. House,1,GRN,1,Undervotes,0,0,0,0
Maricopa,0690 RIO PASEO,Registered Voters - Total,,,,,5333,5333,5333,5333
Maricopa,0690 RIO PASEO,Registered Voters - Republican,,REP,,,1874,1874,1874,1874
Maricopa,0690 RIO PASEO,Registered Voters - Democratic,,DEM,,,1397,1397,1397,1397
Maricopa,0690 RIO PASEO,Registered Voters - Libertarian,,LBT,,,30,30,30,30
Maricopa,0690 RIO PASEO,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0690 RIO PASEO,Ballots Cast - Total,,,,,1395,1272,122,1
Maricopa,0690 RIO PASEO,Ballots Cast - Republican,,REP,,,832,752,80,0
Maricopa,0690 RIO PASEO,Ballots Cast - Democratic,,DEM,,,537,499,37,1
Maricopa,0690 RIO PASEO,Ballots Cast - Libertarian,,LBT,,,3,3,0,0
Maricopa,0690 RIO PASEO,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,REP,1,Kari LAKE,440,384,56,0
Maricopa,0690 RIO PASEO,U.S. Senate,,REP,1,Mark LAMB,334,312,22,0
Maricopa,0690 RIO PASEO,U.S. Senate,,REP,1,Elizabeth Jean REYE,39,38,1,0
Maricopa,0690 RIO PASEO,U.S. Senate,,REP,1,Write-In Totals,5,5,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,REP,1,Total Votes Cast,818,739,79,0
Maricopa,0690 RIO PASEO,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,REP,1,Undervotes,14,13,1,0
Maricopa,0690 RIO PASEO,U.S. Senate,,DEM,1,Ruben GALLEGO,512,474,37,
Maricopa,0690 RIO PASEO,U.S. Senate,,DEM,1,Write-In Totals,6,6,0,
Maricopa,0690 RIO PASEO,U.S. Senate,,DEM,1,Total Votes Cast,518,480,37,
Maricopa,0690 RIO PASEO,U.S. Senate,,DEM,1,Overvotes,0,0,0,
Maricopa,0690 RIO PASEO,U.S. Senate,,DEM,1,Undervotes,19,19,0,
Maricopa,0690 RIO PASEO,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,REP,1,Paul GOSAR,680,617,63,0
Maricopa,0690 RIO PASEO,U.S. House,9,REP,1,Write-In Totals,26,24,2,0
Maricopa,0690 RIO PASEO,U.S. House,9,REP,1,Total Votes Cast,706,641,65,0
Maricopa,0690 RIO PASEO,U.S. House,9,REP,1,Overvotes,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,REP,1,Undervotes,126,111,15,0
Maricopa,0690 RIO PASEO,U.S. House,9,DEM,1,Quacy SMITH,479,446,33,
Maricopa,0690 RIO PASEO,U.S. House,9,DEM,1,Write-In Totals,5,5,0,
Maricopa,0690 RIO PASEO,U.S. House,9,DEM,1,Total Votes Cast,484,451,33,
Maricopa,0690 RIO PASEO,U.S. House,9,DEM,1,Overvotes,0,0,0,
Maricopa,0690 RIO PASEO,U.S. House,9,DEM,1,Undervotes,53,48,4,
Maricopa,0690 RIO PASEO,U.S. House,9,LBT,1,Write-In Totals,,,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,LBT,1,Total Votes Cast,,,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,LBT,1,Overvotes,,,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,LBT,1,Undervotes,,,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,GRN,1,Overvotes,0,0,0,0
Maricopa,0690 RIO PASEO,U.S. House,9,GRN,1,Undervotes,0,0,0,0
Maricopa,0691 RIO SALADO,Registered Voters - Total,,,,,3196,3196,3196,3196
Maricopa,0691 RIO SALADO,Registered Voters - Republican,,REP,,,543,543,543,543
Maricopa,0691 RIO SALADO,Registered Voters - Democratic,,DEM,,,1210,1210,1210,1210
Maricopa,0691 RIO SALADO,Registered Voters - Libertarian,,LBT,,,36,36,36,36
Maricopa,0691 RIO SALADO,Registered Voters - Green,,GRN,,,7,7,7,7
Maricopa,0691 RIO SALADO,Ballots Cast - Total,,,,,573,511,58,4
Maricopa,0691 RIO SALADO,Ballots Cast - Republican,,REP,,,168,137,28,3
Maricopa,0691 RIO SALADO,Ballots Cast - Democratic,,DEM,,,397,368,28,1
Maricopa,0691 RIO SALADO,Ballots Cast - Libertarian,,LBT,,,3,3,0,0
Maricopa,0691 RIO SALADO,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,REP,1,Kari LAKE,89,68,18,
Maricopa,0691 RIO SALADO,U.S. Senate,,REP,1,Mark LAMB,62,54,8,
Maricopa,0691 RIO SALADO,U.S. Senate,,REP,1,Elizabeth Jean REYE,14,12,2,
Maricopa,0691 RIO SALADO,U.S. Senate,,REP,1,Write-In Totals,0,0,0,
Maricopa,0691 RIO SALADO,U.S. Senate,,REP,1,Total Votes Cast,165,134,28,
Maricopa,0691 RIO SALADO,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0691 RIO SALADO,U.S. Senate,,REP,1,Undervotes,3,3,0,
Maricopa,0691 RIO SALADO,U.S. Senate,,DEM,1,Ruben GALLEGO,382,356,25,
Maricopa,0691 RIO SALADO,U.S. Senate,,DEM,1,Write-In Totals,5,3,2,
Maricopa,0691 RIO SALADO,U.S. Senate,,DEM,1,Total Votes Cast,387,359,27,
Maricopa,0691 RIO SALADO,U.S. Senate,,DEM,1,Overvotes,1,1,0,
Maricopa,0691 RIO SALADO,U.S. Senate,,DEM,1,Undervotes,9,8,1,
Maricopa,0691 RIO SALADO,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,GRN,1,Michael NORTON,,,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,GRN,1,Write-In Totals,,,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,GRN,1,Total Votes Cast,,,0,0
Maricopa,0691 RIO SALADO,U.S. Senate,,GRN,1,Overvotes,,,0,0
