county,precinct,office,district,party,seats,candidate,votes,early_voting,election_day,provisional
Maricopa,0691 RIO SALADO,U.S. Senate,,GRN,1,Undervotes,,,0,0
Maricopa,0691 RIO SALADO,U.S. House,4,REP,1,Kelly COOPER,47,41,5,
Maricopa,0691 RIO SALADO,U.S. House,4,REP,1,Jerome DAVISON,26,19,5,
Maricopa,0691 RIO SALADO,U.S. House,4,REP,1,Dave GILES,29,20,9,
Maricopa,0691 RIO SALADO,U.S. House,4,REP,1,Zuhdi JASSER,40,34,6,
Maricopa,0691 RIO SALADO,U.S. House,4,REP,1,Write-In Totals,2,2,0,
Maricopa,0691 RIO SALADO,U.S. House,4,REP,1,Total Votes Cast,144,116,25,
Maricopa,0691 RIO SALADO,U.S. House,4,REP,1,Overvotes,0,0,0,
Maricopa,0691 RIO SALADO,U.S. House,4,REP,1,Undervotes,24,21,3,
Maricopa,0691 RIO SALADO,U.S. House,4,DEM,1,Greg STANTON,373,348,24,
Maricopa,0691 RIO SALADO,U.S. House,4,DEM,1,Write-In Totals,4,3,1,
Maricopa,0691 RIO SALADO,U.S. House,4,DEM,1,Total Votes Cast,377,351,25,
Maricopa,0691 RIO SALADO,U.S. House,4,DEM,1,Overvotes,0,0,0,
Maricopa,0691 RIO SALADO,U.S. House,4,DEM,1,Undervotes,20,17,3,
Maricopa,0691 RIO SALADO,U.S. House,4,LBT,1,Write-In Totals,,,0,0
Maricopa,0691 RIO SALADO,U.S. House,4,LBT,1,Total Votes Cast,,,0,0
Maricopa,0691 RIO SALADO,U.S. House,4,LBT,1,Overvotes,,,0,0
Maricopa,0691 RIO SALADO,U.S. House,4,LBT,1,Undervotes,,,0,0
Maricopa,0691 RIO SALADO,U.S. House,4,GRN,1,Write-In Totals,,,0,0
Maricopa,0691 RIO SALADO,U.S. House,4,GRN,1,Total Votes Cast,,,0,0
Maricopa,0691 RIO SALADO,U.S. House,4,GRN,1,Overvotes,,,0,0
Maricopa,0691 RIO SALADO,U.S. House,4,GRN,1,Undervotes,,,0,0
Maricopa,0692 RIO VERDE,Registered Voters - Total,,,,,6568,6568,6568,6568
Maricopa,0692 RIO VERDE,Registered Voters - Republican,,REP,,,3695,3695,3695,3695
Maricopa,0692 RIO VERDE,Registered Voters - Democratic,,DEM,,,883,883,883,883
Maricopa,0692 RIO VERDE,Registered Voters - Libertarian,,LBT,,,35,35,35,35
Maricopa,0692 RIO VERDE,Registered Voters - Green,,GRN,,,2,2,2,2
Maricopa,0692 RIO VERDE,Ballots Cast - Total,,,,,2881,2519,359,3
Maricopa,0692 RIO VERDE,Ballots Cast - Republican,,REP,,,2279,1948,328,3
Maricopa,0692 RIO VERDE,Ballots Cast - Democratic,,DEM,,,593,565,28,0
Maricopa,0692 RIO VERDE,Ballots Cast - Libertarian,,LBT,,,5,5,0,0
Maricopa,0692 RIO VERDE,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,REP,1,Kari LAKE,1383,1152,229,
Maricopa,0692 RIO VERDE,U.S. Senate,,REP,1,Mark LAMB,801,706,94,
Maricopa,0692 RIO VERDE,U.S. Senate,,REP,1,Elizabeth Jean REYE,78,73,5,
Maricopa,0692 RIO VERDE,U.S. Senate,,REP,1,Write-In Totals,6,6,0,
Maricopa,0692 RIO VERDE,U.S. Senate,,REP,1,Total Votes Cast,2268,1937,328,
Maricopa,0692 RIO VERDE,U.S. Senate,,REP,1,Overvotes,2,2,0,
Maricopa,0692 RIO VERDE,U.S. Senate,,REP,1,Undervotes,9,9,0,
Maricopa,0692 RIO VERDE,U.S. Senate,,DEM,1,Ruben GALLEGO,576,549,27,0
Maricopa,0692 RIO VERDE,U.S. Senate,,DEM,1,Write-In Totals,5,5,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,DEM,1,Total Votes Cast,581,554,27,0
Maricopa,0692 RIO VERDE,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,DEM,1,Undervotes,12,11,1,0
Maricopa,0692 RIO VERDE,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,GRN,1,Michael NORTON,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,GRN,1,Write-In Totals,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,GRN,1,Total Votes Cast,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,GRN,1,Overvotes,,,0,0
Maricopa,0692 RIO VERDE,U.S. Senate,,GRN,1,Undervotes,,,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,REP,1,Robert BACKIE,220,189,31,
Maricopa,0692 RIO VERDE,U.S. House,1,REP,1,Kim GEORGE,654,514,138,
Maricopa,0692 RIO VERDE,U.S. House,1,REP,1,David SCHWEIKERT,1286,1132,153,
Maricopa,0692 RIO VERDE,U.S. House,1,REP,1,Write-In Totals,8,8,0,
Maricopa,0692 RIO VERDE,U.S. House,1,REP,1,Total Votes Cast,2168,1843,322,
Maricopa,0692 RIO VERDE,U.S. House,1,REP,1,Overvotes,2,1,1,
Maricopa,0692 RIO VERDE,U.S. House,1,REP,1,Undervotes,109,104,5,
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Andrei CHERNY,132,127,5,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Marlene GALEN-WOODS,173,164,9,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Andrew HORNE,65,62,3,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Kurt KROEMER,20,20,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Connor O'CALLAGHAN,116,111,5,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Amish SHAH,66,60,6,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Write-In Totals,2,2,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Total Votes Cast,574,546,28,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Overvotes,3,3,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,DEM,1,Undervotes,16,16,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,LBT,1,Write-In Totals,,,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,LBT,1,Total Votes Cast,,,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,LBT,1,Overvotes,,,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,LBT,1,Undervotes,,,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,GRN,1,Write-In Totals,,,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,GRN,1,Total Votes Cast,,,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,GRN,1,Overvotes,,,0,0
Maricopa,0692 RIO VERDE,U.S. House,1,GRN,1,Undervotes,,,0,0
Maricopa,0693 RITTENHOUSE,Registered Voters - Total,,,,,5767,5767,5767,5767
Maricopa,0693 RITTENHOUSE,Registered Voters - Republican,,REP,,,2892,2892,2892,2892
Maricopa,0693 RITTENHOUSE,Registered Voters - Democratic,,DEM,,,1006,1006,1006,1006
Maricopa,0693 RITTENHOUSE,Registered Voters - Libertarian,,LBT,,,52,52,52,52
Maricopa,0693 RITTENHOUSE,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0693 RITTENHOUSE,Ballots Cast - Total,,,,,1847,1626,217,4
Maricopa,0693 RITTENHOUSE,Ballots Cast - Republican,,REP,,,1400,1205,192,3
Maricopa,0693 RITTENHOUSE,Ballots Cast - Democratic,,DEM,,,424,398,25,1
Maricopa,0693 RITTENHOUSE,Ballots Cast - Libertarian,,LBT,,,7,7,0,0
Maricopa,0693 RITTENHOUSE,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,REP,1,Kari LAKE,542,453,89,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,REP,1,Mark LAMB,810,710,97,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,REP,1,Elizabeth Jean REYE,38,35,3,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,REP,1,Write-In Totals,2,1,1,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,REP,1,Total Votes Cast,1392,1199,190,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,REP,1,Undervotes,8,6,2,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,DEM,1,Ruben GALLEGO,406,384,21,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,DEM,1,Write-In Totals,4,3,1,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,DEM,1,Total Votes Cast,410,387,22,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,DEM,1,Overvotes,1,1,0,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,DEM,1,Undervotes,13,10,3,
Maricopa,0693 RITTENHOUSE,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. House,5,REP,1,Andy BIGGS,1236,1070,165,
Maricopa,0693 RITTENHOUSE,U.S. House,5,REP,1,Write-In Totals,20,17,3,
Maricopa,0693 RITTENHOUSE,U.S. House,5,REP,1,Total Votes Cast,1256,1087,168,
Maricopa,0693 RITTENHOUSE,U.S. House,5,REP,1,Overvotes,0,0,0,
Maricopa,0693 RITTENHOUSE,U.S. House,5,REP,1,Undervotes,144,118,24,
Maricopa,0693 RITTENHOUSE,U.S. House,5,DEM,1,Katrina SCHAFFNER,382,365,17,
Maricopa,0693 RITTENHOUSE,U.S. House,5,DEM,1,Write-In Totals,2,1,1,
Maricopa,0693 RITTENHOUSE,U.S. House,5,DEM,1,Total Votes Cast,384,366,18,
Maricopa,0693 RITTENHOUSE,U.S. House,5,DEM,1,Overvotes,0,0,0,
Maricopa,0693 RITTENHOUSE,U.S. House,5,DEM,1,Undervotes,40,32,7,
Maricopa,0693 RITTENHOUSE,U.S. House,5,LBT,1,Write-In Totals,,,0,0
Maricopa,0693 RITTENHOUSE,U.S. House,5,LBT,1,Total Votes Cast,,,0,0
Maricopa,0693 RITTENHOUSE,U.S. House,5,LBT,1,Overvotes,,,0,0
Maricopa,0693 RITTENHOUSE,U.S. House,5,LBT,1,Undervotes,,,0,0
Maricopa,0693 RITTENHOUSE,U.S. House,5,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. House,5,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. House,5,GRN,1,Overvotes,0,0,0,0
Maricopa,0693 RITTENHOUSE,U.S. House,5,GRN,1,Undervotes,0,0,0,0
Maricopa,0694 RIVERSIDE,Registered Voters - Total,,,,,3357,3357,3357,3357
Maricopa,0694 RIVERSIDE,Registered Voters - Republican,,REP,,,429,429,429,429
Maricopa,0694 RIVERSIDE,Registered Voters - Democratic,,DEM,,,1418,1418,1418,1418
Maricopa,0694 RIVERSIDE,Registered Voters - Libertarian,,LBT,,,21,21,21,21
Maricopa,0694 RIVERSIDE,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0694 RIVERSIDE,Ballots Cast - Total,,,,,451,406,44,1
Maricopa,0694 RIVERSIDE,Ballots Cast - Republican,,REP,,,87,73,14,0
Maricopa,0694 RIVERSIDE,Ballots Cast - Democratic,,DEM,,,361,331,29,1
Maricopa,0694 RIVERSIDE,Ballots Cast - Libertarian,,LBT,,,0,0,0,0
Maricopa,0694 RIVERSIDE,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,REP,1,Kari LAKE,42,34,8,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,REP,1,Mark LAMB,39,34,5,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,REP,1,Elizabeth Jean REYE,6,5,1,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,REP,1,Write-In Totals,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,REP,1,Total Votes Cast,87,73,14,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,REP,1,Undervotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,DEM,1,Ruben GALLEGO,354,325,28,
Maricopa,0694 RIVERSIDE,U.S. Senate,,DEM,1,Write-In Totals,0,0,0,
Maricopa,0694 RIVERSIDE,U.S. Senate,,DEM,1,Total Votes Cast,354,325,28,
Maricopa,0694 RIVERSIDE,U.S. Senate,,DEM,1,Overvotes,0,0,0,
Maricopa,0694 RIVERSIDE,U.S. Senate,,DEM,1,Undervotes,7,6,1,
Maricopa,0694 RIVERSIDE,U.S. Senate,,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,LBT,1,Overvotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,LBT,1,Undervotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,REP,1,Jesus David MENDOZA,27,24,3,0
Maricopa,0694 RIVERSIDE,U.S. House,3,REP,1,Jeff ZINK,54,44,10,0
Maricopa,0694 RIVERSIDE,U.S. House,3,REP,1,Write-In Totals,1,1,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,REP,1,Total Votes Cast,82,69,13,0
Maricopa,0694 RIVERSIDE,U.S. House,3,REP,1,Overvotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,REP,1,Undervotes,5,4,1,0
Maricopa,0694 RIVERSIDE,U.S. House,3,DEM,1,Yassamin ANSARI,183,171,11,
Maricopa,0694 RIVERSIDE,U.S. House,3,DEM,1,Raquel TERAN,130,117,13,
Maricopa,0694 RIVERSIDE,U.S. House,3,DEM,1,Duane M. WOOTEN,41,36,5,
Maricopa,0694 RIVERSIDE,U.S. House,3,DEM,1,Write-In Totals,1,1,0,
Maricopa,0694 RIVERSIDE,U.S. House,3,DEM,1,Total Votes Cast,355,325,29,
Maricopa,0694 RIVERSIDE,U.S. House,3,DEM,1,Overvotes,2,2,0,
Maricopa,0694 RIVERSIDE,U.S. House,3,DEM,1,Undervotes,4,4,0,
Maricopa,0694 RIVERSIDE,U.S. House,3,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,LBT,1,Overvotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,LBT,1,Undervotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,GRN,1,Alan AVERSA,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,GRN,1,Overvotes,0,0,0,0
Maricopa,0694 RIVERSIDE,U.S. House,3,GRN,1,Undervotes,0,0,0,0
Maricopa,0695 RIVERVIEW,Registered Voters - Total,,,,,3163,3163,3163,3163
Maricopa,0695 RIVERVIEW,Registered Voters - Republican,,REP,,,814,814,814,814
Maricopa,0695 RIVERVIEW,Registered Voters - Democratic,,DEM,,,1066,1066,1066,1066
Maricopa,0695 RIVERVIEW,Registered Voters - Libertarian,,LBT,,,32,32,32,32
Maricopa,0695 RIVERVIEW,Registered Voters - Green,,GRN,,,6,6,6,6
Maricopa,0695 RIVERVIEW,Ballots Cast - Total,,,,,757,659,96,2
Maricopa,0695 RIVERVIEW,Ballots Cast - Republican,,REP,,,362,295,66,1
Maricopa,0695 RIVERVIEW,Ballots Cast - Democratic,,DEM,,,377,352,24,1
Maricopa,0695 RIVERVIEW,Ballots Cast - Libertarian,,LBT,,,4,4,0,0
Maricopa,0695 RIVERVIEW,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,REP,1,Kari LAKE,188,145,43,
Maricopa,0695 RIVERVIEW,U.S. Senate,,REP,1,Mark LAMB,140,117,22,
Maricopa,0695 RIVERVIEW,U.S. Senate,,REP,1,Elizabeth Jean REYE,24,23,1,
Maricopa,0695 RIVERVIEW,U.S. Senate,,REP,1,Write-In Totals,4,4,0,
Maricopa,0695 RIVERVIEW,U.S. Senate,,REP,1,Total Votes Cast,356,289,66,
Maricopa,0695 RIVERVIEW,U.S. Senate,,REP,1,Overvotes,1,1,0,
Maricopa,0695 RIVERVIEW,U.S. Senate,,REP,1,Undervotes,5,5,0,
Maricopa,0695 RIVERVIEW,U.S. Senate,,DEM,1,Ruben GALLEGO,366,341,24,
Maricopa,0695 RIVERVIEW,U.S. Senate,,DEM,1,Write-In Totals,1,1,0,
Maricopa,0695 RIVERVIEW,U.S. Senate,,DEM,1,Total Votes Cast,367,342,24,
Maricopa,0695 RIVERVIEW,U.S. Senate,,DEM,1,Overvotes,0,0,0,
Maricopa,0695 RIVERVIEW,U.S. Senate,,DEM,1,Undervotes,10,10,0,
Maricopa,0695 RIVERVIEW,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. House,4,REP,1,Kelly COOPER,91,78,12,
Maricopa,0695 RIVERVIEW,U.S. House,4,REP,1,Jerome DAVISON,44,31,13,
Maricopa,0695 RIVERVIEW,U.S. House,4,REP,1,Dave GILES,105,82,23,
Maricopa,0695 RIVERVIEW,U.S. House,4,REP,1,Zuhdi JASSER,94,81,13,
Maricopa,0695 RIVERVIEW,U.S. House,4,REP,1,Write-In Totals,2,2,0,
Maricopa,0695 RIVERVIEW,U.S. House,4,REP,1,Total Votes Cast,336,274,61,
Maricopa,0695 RIVERVIEW,U.S. House,4,REP,1,Overvotes,2,2,0,
Maricopa,0695 RIVERVIEW,U.S. House,4,REP,1,Undervotes,24,19,5,
Maricopa,0695 RIVERVIEW,U.S. House,4,DEM,1,Greg STANTON,359,334,24,
Maricopa,0695 RIVERVIEW,U.S. House,4,DEM,1,Write-In Totals,1,1,0,
Maricopa,0695 RIVERVIEW,U.S. House,4,DEM,1,Total Votes Cast,360,335,24,
Maricopa,0695 RIVERVIEW,U.S. House,4,DEM,1,Overvotes,0,0,0,
Maricopa,0695 RIVERVIEW,U.S. House,4,DEM,1,Undervotes,17,17,0,
Maricopa,0695 RIVERVIEW,U.S. House,4,LBT,1,Write-In Totals,,,0,0
Maricopa,0695 RIVERVIEW,U.S. House,4,LBT,1,Total Votes Cast,,,0,0
Maricopa,0695 RIVERVIEW,U.S. House,4,LBT,1,Overvotes,,,0,0
Maricopa,0695 RIVERVIEW,U.S. House,4,LBT,1,Undervotes,,,0,0
Maricopa,0695 RIVERVIEW,U.S. House,4,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. House,4,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. House,4,GRN,1,Overvotes,0,0,0,0
Maricopa,0695 RIVERVIEW,U.S. House,4,GRN,1,Undervotes,0,0,0,0
Maricopa,0696 RIVIERA,Registered Voters - Total,,,,,1710,1710,1710,1710
Maricopa,0696 RIVIERA,Registered Voters - Republican,,REP,,,696,696,696,696
Maricopa,0696 RIVIERA,Registered Voters - Democratic,,DEM,,,424,424,424,424
Maricopa,0696 RIVIERA,Registered Voters - Libertarian,,LBT,,,9,9,9,9
Maricopa,0696 RIVIERA,Registered Voters - Green,,GRN,,,2,2,2,2
Maricopa,0696 RIVIERA,Ballots Cast - Total,,,,,565,472,93,0
Maricopa,0696 RIVIERA,Ballots Cast - Republican,,REP,,,377,304,73,0
Maricopa,0696 RIVIERA,Ballots Cast - Democratic,,DEM,,,186,166,20,0
Maricopa,0696 RIVIERA,Ballots Cast - Libertarian,,LBT,,,0,0,0,0
Maricopa,0696 RIVIERA,Ballots Cast - Green,,GRN,,,1,1,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,REP,1,Kari LAKE,214,159,55,0
Maricopa,0696 RIVIERA,U.S. Senate,,REP,1,Mark LAMB,143,126,17,0
Maricopa,0696 RIVIERA,U.S. Senate,,REP,1,Elizabeth Jean REYE,19,18,1,0
Maricopa,0696 RIVIERA,U.S. Senate,,REP,1,Write-In Totals,1,1,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,REP,1,Total Votes Cast,377,304,73,0
Maricopa,0696 RIVIERA,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,REP,1,Undervotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,DEM,1,Ruben GALLEGO,181,161,20,0
Maricopa,0696 RIVIERA,U.S. Senate,,DEM,1,Write-In Totals,2,2,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,DEM,1,Total Votes Cast,183,163,20,0
Maricopa,0696 RIVIERA,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,DEM,1,Undervotes,3,3,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,LBT,1,Overvotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,LBT,1,Undervotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,GRN,1,Michael NORTON,,,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,GRN,1,Write-In Totals,,,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,GRN,1,Total Votes Cast,,,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,GRN,1,Overvotes,,,0,0
Maricopa,0696 RIVIERA,U.S. Senate,,GRN,1,Undervotes,,,0,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,"Patrick ""Pat"" BRIODY",13,12,1,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,Trent FRANKS,78,59,19,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,"Abraham ""Abe"" HAMADEH",81,65,16,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,Anthony KERN,51,47,4,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,Blake MASTERS,76,57,19,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,Ben TOMA,71,57,14,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,Write-In Totals,3,3,0,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,Total Votes Cast,373,300,73,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,Overvotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. House,8,REP,1,Undervotes,4,4,0,0
Maricopa,0696 RIVIERA,U.S. House,8,DEM,1,Gregory WHITTEN,1,153,20,0
Maricopa,0696 RIVIERA,U.S. House,8,DEM,1,Write-In Totals,73,3,0,0
Maricopa,0696 RIVIERA,U.S. House,8,DEM,1,Total Votes Cast,,156,20,0
Maricopa,0696 RIVIERA,U.S. House,8,DEM,1,Overvotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. House,8,DEM,1,Undervotes,10,10,0,0
Maricopa,0696 RIVIERA,U.S. House,8,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0696 RIVIERA,U.S. House,8,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0696 RIVIERA,U.S. House,8,LBT,1,Overvotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. House,8,LBT,1,Undervotes,0,0,0,0
Maricopa,0696 RIVIERA,U.S. House,8,GRN,1,Write-In Totals,,,0,0
Maricopa,0696 RIVIERA,U.S. House,8,GRN,1,Total Votes Cast,,,0,0
Maricopa,0696 RIVIERA,U.S. House,8,GRN,1,Overvotes,,,0,0
Maricopa,0696 RIVIERA,U.S. House,8,GRN,1,Undervotes,,,0,0
Maricopa,0697 ROADMASTER,Registered Voters - Total,,,,,2566,2566,2566,2566
Maricopa,0697 ROADMASTER,Registered Voters - Republican,,REP,,,919,919,919,919
Maricopa,0697 ROADMASTER,Registered Voters - Democratic,,DEM,,,554,554,554,554
Maricopa,0697 ROADMASTER,Registered Voters - Libertarian,,LBT,,,22,22,22,22
Maricopa,0697 ROADMASTER,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0697 ROADMASTER,Ballots Cast - Total,,,,,545,465,80,0
Maricopa,0697 ROADMASTER,Ballots Cast - Republican,,REP,,,317,257,60,0
Maricopa,0697 ROADMASTER,Ballots Cast - Democratic,,DEM,,,212,193,19,0
Maricopa,0697 ROADMASTER,Ballots Cast - Libertarian,,LBT,,,2,2,0,0
