county,precinct,office,district,party,seats,candidate,votes
Navajo,06 PAINTED DESERT,Council Member,Holbrook,,3,Write-In Totals,15
Navajo,06 PAINTED DESERT,Council Member,Holbrook,,3,Total Votes Cast,745
Navajo,06 PAINTED DESERT,Council Member,Holbrook,,3,Overvotes,0
Navajo,06 PAINTED DESERT,Council Member,Holbrook,,3,Undervotes,389
Navajo,06 PAINTED DESERT,PROPOSITION #433,,,1,YES,202
Navajo,06 PAINTED DESERT,PROPOSITION #433,,,1,NO,104
Navajo,06 PAINTED DESERT,PROPOSITION #433,,,1,Total Votes Cast,306
Navajo,06 PAINTED DESERT,PROPOSITION #433,,,1,Overvotes,0
Navajo,06 PAINTED DESERT,PROPOSITION #433,,,1,Undervotes,72
Navajo,06 PAINTED DESERT,PROPOSITION #434,,,1,FOR,239
Navajo,06 PAINTED DESERT,PROPOSITION #434,,,1,AGAINST,56
Navajo,06 PAINTED DESERT,PROPOSITION #434,,,1,Total Votes Cast,295
Navajo,06 PAINTED DESERT,PROPOSITION #434,,,1,Overvotes,0
Navajo,06 PAINTED DESERT,PROPOSITION #434,,,1,Undervotes,83
Navajo,07 PALOMINO,Registered Voters - Total,,,,,0
Navajo,07 PALOMINO,Registered Voters - Republican,,REP,,,0
Navajo,07 PALOMINO,Registered Voters - Democratic,,DEM,,,0
Navajo,07 PALOMINO,Registered Voters - Libertarian,,LBT,,,0
Navajo,07 PALOMINO,Registered Voters - Green,,GRN,,,0
Navajo,07 PALOMINO,Registered Voters - No Labels Party,,NOL,,,0
Navajo,07 PALOMINO,Registered Voters - Nonpartisan,,Nonpartisan,,,0
Navajo,07 PALOMINO,Ballots Cast - Total,,,,,0
Navajo,07 PALOMINO,Ballots Cast - Republican,,REP,,,0
Navajo,07 PALOMINO,Ballots Cast - Democratic,,DEM,,,0
Navajo,07 PALOMINO,Ballots Cast - Libertarian,,LBT,,,0
Navajo,07 PALOMINO,Ballots Cast - Green,,GRN,,,0
Navajo,07 PALOMINO,Ballots Cast - No Labels Party,,NOL,,,0
Navajo,07 PALOMINO,Ballots Cast - Nonpartisan,,Nonpartisan,,,0
Navajo,07 PALOMINO,Ballots Cast - Blank,,,,,0
Navajo,07 PALOMINO,U.S. Senate,,REP,1,Kari LAKE,0
Navajo,07 PALOMINO,U.S. Senate,,REP,1,Mark LAMB,0
Navajo,07 PALOMINO,U.S. Senate,,REP,1,Elizabeth Jean REYE,0
Navajo,07 PALOMINO,U.S. Senate,,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,U.S. Senate,,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,U.S. Senate,,REP,1,Overvotes,0
Navajo,07 PALOMINO,U.S. Senate,,REP,1,Undervotes,0
Navajo,07 PALOMINO,U.S. House,2,REP,1,Eli CRANE,0
Navajo,07 PALOMINO,U.S. House,2,REP,1,Jack SMITH,0
Navajo,07 PALOMINO,U.S. House,2,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,U.S. House,2,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,U.S. House,2,REP,1,Overvotes,0
Navajo,07 PALOMINO,U.S. House,2,REP,1,Undervotes,0
Navajo,07 PALOMINO,State Senate,6,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,State Senate,6,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,State Senate,6,REP,1,Overvotes,0
Navajo,07 PALOMINO,State Senate,6,REP,1,Undervotes,0
Navajo,07 PALOMINO,State House,6,REP,2,Lloyd JOHNSON,0
Navajo,07 PALOMINO,State House,6,REP,2,Rich KING,0
Navajo,07 PALOMINO,State House,6,REP,2,Write-In Totals,0
Navajo,07 PALOMINO,State House,6,REP,2,Total Votes Cast,0
Navajo,07 PALOMINO,State House,6,REP,2,Overvotes,0
Navajo,07 PALOMINO,State House,6,REP,2,Undervotes,0
Navajo,07 PALOMINO,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,0
Navajo,07 PALOMINO,Corporation Commissioner,,REP,3,Rene LOPEZ,0
Navajo,07 PALOMINO,Corporation Commissioner,,REP,3,Rachel WALDEN,0
Navajo,07 PALOMINO,Corporation Commissioner,,REP,3,Write-In Totals,0
Navajo,07 PALOMINO,Corporation Commissioner,,REP,3,Total Votes Cast,0
Navajo,07 PALOMINO,Corporation Commissioner,,REP,3,Overvotes,0
Navajo,07 PALOMINO,Corporation Commissioner,,REP,3,Undervotes,0
Navajo,07 PALOMINO,Board of Supervisors,3,REP,1,Jason WHITING,0
Navajo,07 PALOMINO,Board of Supervisors,3,REP,1,Jim VANCE,0
Navajo,07 PALOMINO,Board of Supervisors,3,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,Board of Supervisors,3,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,Board of Supervisors,3,REP,1,Overvotes,0
Navajo,07 PALOMINO,Board of Supervisors,3,REP,1,Undervotes,0
Navajo,07 PALOMINO,County Attorney,,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,County Attorney,,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Attorney,,REP,1,Overvotes,0
Navajo,07 PALOMINO,County Attorney,,REP,1,Undervotes,0
Navajo,07 PALOMINO,County Assessor,,REP,1,Mike MONTANDON,0
Navajo,07 PALOMINO,County Assessor,,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,County Assessor,,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Assessor,,REP,1,Overvotes,0
Navajo,07 PALOMINO,County Assessor,,REP,1,Undervotes,0
Navajo,07 PALOMINO,County Recorder,,REP,1,Timothy JORDON,0
Navajo,07 PALOMINO,County Recorder,,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,County Recorder,,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Recorder,,REP,1,Overvotes,0
Navajo,07 PALOMINO,County Recorder,,REP,1,Undervotes,0
Navajo,07 PALOMINO,County School Superintendent,,REP,1,Rachael LEWIS,0
Navajo,07 PALOMINO,County School Superintendent,,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,County School Superintendent,,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,County School Superintendent,,REP,1,Overvotes,0
Navajo,07 PALOMINO,County School Superintendent,,REP,1,Undervotes,0
Navajo,07 PALOMINO,County Sheriff,,REP,1,David CLOUSE,0
Navajo,07 PALOMINO,County Sheriff,,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,County Sheriff,,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Sheriff,,REP,1,Overvotes,0
Navajo,07 PALOMINO,County Sheriff,,REP,1,Undervotes,0
Navajo,07 PALOMINO,County Treasurer,,REP,1,Danielle EARL,0
Navajo,07 PALOMINO,County Treasurer,,REP,1,Charles WEBBER,0
Navajo,07 PALOMINO,County Treasurer,,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,County Treasurer,,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Treasurer,,REP,1,Overvotes,0
Navajo,07 PALOMINO,County Treasurer,,REP,1,Undervotes,0
Navajo,07 PALOMINO,Superior Court Judge,2,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,Superior Court Judge,2,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,Superior Court Judge,2,REP,1,Overvotes,0
Navajo,07 PALOMINO,Superior Court Judge,2,REP,1,Undervotes,0
Navajo,07 PALOMINO,Superior Court Judge,3,REP,1,Jon Helaman SALINE,0
Navajo,07 PALOMINO,Superior Court Judge,3,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,Superior Court Judge,3,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,Superior Court Judge,3,REP,1,Overvotes,0
Navajo,07 PALOMINO,Superior Court Judge,3,REP,1,Undervotes,0
Navajo,07 PALOMINO,Superior Court Judge,4,REP,1,Write-In Totals,0
Navajo,07 PALOMINO,Superior Court Judge,4,REP,1,Total Votes Cast,0
Navajo,07 PALOMINO,Superior Court Judge,4,REP,1,Overvotes,0
Navajo,07 PALOMINO,Superior Court Judge,4,REP,1,Undervotes,0
Navajo,07 PALOMINO,U.S. Senate,,DEM,1,Ruben GALLEGO,0
Navajo,07 PALOMINO,U.S. Senate,,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,U.S. Senate,,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,U.S. Senate,,DEM,1,Overvotes,0
Navajo,07 PALOMINO,U.S. Senate,,DEM,1,Undervotes,0
Navajo,07 PALOMINO,U.S. House,2,DEM,1,Jonathan NEZ,0
Navajo,07 PALOMINO,U.S. House,2,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,U.S. House,2,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,U.S. House,2,DEM,1,Overvotes,0
Navajo,07 PALOMINO,U.S. House,2,DEM,1,Undervotes,0
Navajo,07 PALOMINO,State Senate,6,DEM,1,Theresa HATATHLIE,0
Navajo,07 PALOMINO,State Senate,6,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,State Senate,6,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,State Senate,6,DEM,1,Overvotes,0
Navajo,07 PALOMINO,State Senate,6,DEM,1,Undervotes,0
Navajo,07 PALOMINO,State House,6,DEM,2,Angela MALONEY,0
Navajo,07 PALOMINO,State House,6,DEM,2,Mae PESHLAKAI,0
Navajo,07 PALOMINO,State House,6,DEM,2,Myron TSOSIE,0
Navajo,07 PALOMINO,State House,6,DEM,2,Write-In Totals,0
Navajo,07 PALOMINO,State House,6,DEM,2,Total Votes Cast,0
Navajo,07 PALOMINO,State House,6,DEM,2,Overvotes,0
Navajo,07 PALOMINO,State House,6,DEM,2,Undervotes,0
Navajo,07 PALOMINO,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,0
Navajo,07 PALOMINO,Corporation Commissioner,,DEM,3,Jonathon HILL,0
Navajo,07 PALOMINO,Corporation Commissioner,,DEM,3,Joshua POLACHECK,0
Navajo,07 PALOMINO,Corporation Commissioner,,DEM,3,Write-In Totals,0
Navajo,07 PALOMINO,Corporation Commissioner,,DEM,3,Total Votes Cast,0
Navajo,07 PALOMINO,Corporation Commissioner,,DEM,3,Overvotes,0
Navajo,07 PALOMINO,Corporation Commissioner,,DEM,3,Undervotes,0
Navajo,07 PALOMINO,Board of Supervisors,3,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,Board of Supervisors,3,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,Board of Supervisors,3,DEM,1,Overvotes,0
Navajo,07 PALOMINO,Board of Supervisors,3,DEM,1,Undervotes,0
Navajo,07 PALOMINO,County Attorney,,DEM,1,Brad CARLYON,0
Navajo,07 PALOMINO,County Attorney,,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,County Attorney,,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Attorney,,DEM,1,Overvotes,0
Navajo,07 PALOMINO,County Attorney,,DEM,1,Undervotes,0
Navajo,07 PALOMINO,County Assessor,,DEM,1,Cammy DARRIS,0
Navajo,07 PALOMINO,County Assessor,,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,County Assessor,,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Assessor,,DEM,1,Overvotes,0
Navajo,07 PALOMINO,County Assessor,,DEM,1,Undervotes,0
Navajo,07 PALOMINO,County Recorder,,DEM,1,Michael SAMPLE,0
Navajo,07 PALOMINO,County Recorder,,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,County Recorder,,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Recorder,,DEM,1,Overvotes,0
Navajo,07 PALOMINO,County Recorder,,DEM,1,Undervotes,0
Navajo,07 PALOMINO,County School Superintendent,,DEM,1,Susan CASH,0
Navajo,07 PALOMINO,County School Superintendent,,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,County School Superintendent,,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,County School Superintendent,,DEM,1,Overvotes,0
Navajo,07 PALOMINO,County School Superintendent,,DEM,1,Undervotes,0
Navajo,07 PALOMINO,County Sheriff,,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,County Sheriff,,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Sheriff,,DEM,1,Overvotes,0
Navajo,07 PALOMINO,County Sheriff,,DEM,1,Undervotes,0
Navajo,07 PALOMINO,County Treasurer,,DEM,1,Kari HERNANDEZ-LOPEZ,0
Navajo,07 PALOMINO,County Treasurer,,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,County Treasurer,,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,County Treasurer,,DEM,1,Overvotes,0
Navajo,07 PALOMINO,County Treasurer,,DEM,1,Undervotes,0
Navajo,07 PALOMINO,Superior Court Judge,2,DEM,1,Melinda HARDY,0
Navajo,07 PALOMINO,Superior Court Judge,2,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,Superior Court Judge,2,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,Superior Court Judge,2,DEM,1,Overvotes,0
Navajo,07 PALOMINO,Superior Court Judge,2,DEM,1,Undervotes,0
Navajo,07 PALOMINO,Superior Court Judge,3,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,Superior Court Judge,3,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,Superior Court Judge,3,DEM,1,Overvotes,0
Navajo,07 PALOMINO,Superior Court Judge,3,DEM,1,Undervotes,0
Navajo,07 PALOMINO,Superior Court Judge,4,DEM,1,Michala RUECHEL,0
Navajo,07 PALOMINO,Superior Court Judge,4,DEM,1,Write-In Totals,0
Navajo,07 PALOMINO,Superior Court Judge,4,DEM,1,Total Votes Cast,0
Navajo,07 PALOMINO,Superior Court Judge,4,DEM,1,Overvotes,0
Navajo,07 PALOMINO,Superior Court Judge,4,DEM,1,Undervotes,0
Navajo,07 PALOMINO,U.S. Senate,,LBT,1,Write-In Totals,0
Navajo,07 PALOMINO,U.S. Senate,,LBT,1,Total Votes Cast,0
Navajo,07 PALOMINO,U.S. Senate,,LBT,1,Overvotes,0
Navajo,07 PALOMINO,U.S. Senate,,LBT,1,Undervotes,0
Navajo,07 PALOMINO,U.S. House,2,LBT,1,Write-In Totals,0
Navajo,07 PALOMINO,U.S. House,2,LBT,1,Total Votes Cast,0
Navajo,07 PALOMINO,U.S. House,2,LBT,1,Overvotes,0
Navajo,07 PALOMINO,U.S. House,2,LBT,1,Undervotes,0
Navajo,07 PALOMINO,State Senate,6,LBT,1,Write-In Totals,0
Navajo,07 PALOMINO,State Senate,6,LBT,1,Total Votes Cast,0
Navajo,07 PALOMINO,State Senate,6,LBT,1,Overvotes,0
Navajo,07 PALOMINO,State Senate,6,LBT,1,Undervotes,0
Navajo,07 PALOMINO,State House,6,LBT,2,Write-In Totals,0
Navajo,07 PALOMINO,State House,6,LBT,2,Total Votes Cast,0
Navajo,07 PALOMINO,State House,6,LBT,2,Overvotes,0
Navajo,07 PALOMINO,State House,6,LBT,2,Undervotes,0
Navajo,07 PALOMINO,Corporation Commissioner,,LBT,3,Write-In Totals,0
Navajo,07 PALOMINO,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Navajo,07 PALOMINO,Corporation Commissioner,,LBT,3,Overvotes,0
Navajo,07 PALOMINO,Corporation Commissioner,,LBT,3,Undervotes,0
Navajo,07 PALOMINO,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Navajo,07 PALOMINO,U.S. Senate,,GRN,1,Michael NORTON,0
Navajo,07 PALOMINO,U.S. Senate,,GRN,1,Write-In Totals,0
Navajo,07 PALOMINO,U.S. Senate,,GRN,1,Total Votes Cast,0
Navajo,07 PALOMINO,U.S. Senate,,GRN,1,Overvotes,0
Navajo,07 PALOMINO,U.S. Senate,,GRN,1,Undervotes,0
Navajo,07 PALOMINO,U.S. House,2,GRN,1,Write-In Totals,0
Navajo,07 PALOMINO,U.S. House,2,GRN,1,Total Votes Cast,0
Navajo,07 PALOMINO,U.S. House,2,GRN,1,Overvotes,0
Navajo,07 PALOMINO,U.S. House,2,GRN,1,Undervotes,0
Navajo,07 PALOMINO,State Senate,6,GRN,1,Write-In Totals,0
Navajo,07 PALOMINO,State Senate,6,GRN,1,Total Votes Cast,0
Navajo,07 PALOMINO,State Senate,6,GRN,1,Overvotes,0
Navajo,07 PALOMINO,State Senate,6,GRN,1,Undervotes,0
Navajo,07 PALOMINO,State House,6,GRN,2,Write-In Totals,0
Navajo,07 PALOMINO,State House,6,GRN,2,Total Votes Cast,0
Navajo,07 PALOMINO,State House,6,GRN,2,Overvotes,0
Navajo,07 PALOMINO,State House,6,GRN,2,Undervotes,0
Navajo,07 PALOMINO,Corporation Commissioner,,GRN,3,Write-In Totals,0
Navajo,07 PALOMINO,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Navajo,07 PALOMINO,Corporation Commissioner,,GRN,3,Overvotes,0
Navajo,07 PALOMINO,Corporation Commissioner,,GRN,3,Undervotes,0
Navajo,07 PALOMINO,No Labels Notice,,NOL,1,There are no candidates.,0
Navajo,07 PALOMINO,No Labels Notice,,NOL,1,Total Votes Cast,0
Navajo,07 PALOMINO,No Labels Notice,,NOL,1,Overvotes,0
Navajo,07 PALOMINO,No Labels Notice,,NOL,1,Undervotes,0
Navajo,08 MAVERIK,Registered Voters - Total,,,,,20
Navajo,08 MAVERIK,Registered Voters - Republican,,REP,,,10
Navajo,08 MAVERIK,Registered Voters - Democratic,,DEM,,,2
Navajo,08 MAVERIK,Registered Voters - Libertarian,,LBT,,,0
Navajo,08 MAVERIK,Registered Voters - Green,,GRN,,,0
Navajo,08 MAVERIK,Registered Voters - No Labels Party,,NOL,,,0
Navajo,08 MAVERIK,Registered Voters - Nonpartisan,,Nonpartisan,,,8
Navajo,08 MAVERIK,Ballots Cast - Total,,,,,6
Navajo,08 MAVERIK,Ballots Cast - Republican,,REP,,,4
Navajo,08 MAVERIK,Ballots Cast - Democratic,,DEM,,,2
Navajo,08 MAVERIK,Ballots Cast - Libertarian,,LBT,,,0
Navajo,08 MAVERIK,Ballots Cast - Green,,GRN,,,0
Navajo,08 MAVERIK,Ballots Cast - No Labels Party,,NOL,,,0
Navajo,08 MAVERIK,Ballots Cast - Nonpartisan,,Nonpartisan,,,0
Navajo,08 MAVERIK,Ballots Cast - Blank,,,,,0
Navajo,08 MAVERIK,U.S. Senate,,REP,1,Kari LAKE,2
Navajo,08 MAVERIK,U.S. Senate,,REP,1,Mark LAMB,1
Navajo,08 MAVERIK,U.S. Senate,,REP,1,Elizabeth Jean REYE,1
Navajo,08 MAVERIK,U.S. Senate,,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,U.S. Senate,,REP,1,Total Votes Cast,4
Navajo,08 MAVERIK,U.S. Senate,,REP,1,Overvotes,0
Navajo,08 MAVERIK,U.S. Senate,,REP,1,Undervotes,0
Navajo,08 MAVERIK,U.S. House,2,REP,1,Eli CRANE,4
Navajo,08 MAVERIK,U.S. House,2,REP,1,Jack SMITH,0
Navajo,08 MAVERIK,U.S. House,2,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,U.S. House,2,REP,1,Total Votes Cast,4
Navajo,08 MAVERIK,U.S. House,2,REP,1,Overvotes,0
Navajo,08 MAVERIK,U.S. House,2,REP,1,Undervotes,0
Navajo,08 MAVERIK,State Senate,7,REP,1,David COOK,2
Navajo,08 MAVERIK,State Senate,7,REP,1,Wendy ROGERS,2
Navajo,08 MAVERIK,State Senate,7,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,State Senate,7,REP,1,Total Votes Cast,4
Navajo,08 MAVERIK,State Senate,7,REP,1,Overvotes,0
Navajo,08 MAVERIK,State Senate,7,REP,1,Undervotes,0
Navajo,08 MAVERIK,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",0
Navajo,08 MAVERIK,State House,7,REP,2,Andrew COSTANZO,1
Navajo,08 MAVERIK,State House,7,REP,2,John FILLMORE,1
Navajo,08 MAVERIK,State House,7,REP,2,Barby INGLE,0
Navajo,08 MAVERIK,State House,7,REP,2,David MARSHALL SR.,1
Navajo,08 MAVERIK,State House,7,REP,2,Steven SLATON,3
Navajo,08 MAVERIK,State House,7,REP,2,Write-In Totals,0
Navajo,08 MAVERIK,State House,7,REP,2,Total Votes Cast,6
Navajo,08 MAVERIK,State House,7,REP,2,Overvotes,0
Navajo,08 MAVERIK,State House,7,REP,2,Undervotes,2
Navajo,08 MAVERIK,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,3
Navajo,08 MAVERIK,Corporation Commissioner,,REP,3,Rene LOPEZ,2
Navajo,08 MAVERIK,Corporation Commissioner,,REP,3,Rachel WALDEN,3
Navajo,08 MAVERIK,Corporation Commissioner,,REP,3,Write-In Totals,0
Navajo,08 MAVERIK,Corporation Commissioner,,REP,3,Total Votes Cast,8
Navajo,08 MAVERIK,Corporation Commissioner,,REP,3,Overvotes,0
Navajo,08 MAVERIK,Corporation Commissioner,,REP,3,Undervotes,4
Navajo,08 MAVERIK,Board of Supervisors,3,REP,1,Jason WHITING,0
Navajo,08 MAVERIK,Board of Supervisors,3,REP,1,Jim VANCE,3
Navajo,08 MAVERIK,Board of Supervisors,3,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,Board of Supervisors,3,REP,1,Total Votes Cast,3
Navajo,08 MAVERIK,Board of Supervisors,3,REP,1,Overvotes,1
Navajo,08 MAVERIK,Board of Supervisors,3,REP,1,Undervotes,0
Navajo,08 MAVERIK,County Attorney,,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,County Attorney,,REP,1,Total Votes Cast,0
Navajo,08 MAVERIK,County Attorney,,REP,1,Overvotes,0
Navajo,08 MAVERIK,County Attorney,,REP,1,Undervotes,4
Navajo,08 MAVERIK,County Assessor,,REP,1,Mike MONTANDON,2
Navajo,08 MAVERIK,County Assessor,,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,County Assessor,,REP,1,Total Votes Cast,2
Navajo,08 MAVERIK,County Assessor,,REP,1,Overvotes,0
Navajo,08 MAVERIK,County Assessor,,REP,1,Undervotes,2
Navajo,08 MAVERIK,County Recorder,,REP,1,Timothy JORDON,3
Navajo,08 MAVERIK,County Recorder,,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,County Recorder,,REP,1,Total Votes Cast,3
Navajo,08 MAVERIK,County Recorder,,REP,1,Overvotes,0
Navajo,08 MAVERIK,County Recorder,,REP,1,Undervotes,1
Navajo,08 MAVERIK,County School Superintendent,,REP,1,Rachael LEWIS,3
Navajo,08 MAVERIK,County School Superintendent,,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,County School Superintendent,,REP,1,Total Votes Cast,3
Navajo,08 MAVERIK,County School Superintendent,,REP,1,Overvotes,0
Navajo,08 MAVERIK,County School Superintendent,,REP,1,Undervotes,1
Navajo,08 MAVERIK,County Sheriff,,REP,1,David CLOUSE,3
Navajo,08 MAVERIK,County Sheriff,,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,County Sheriff,,REP,1,Total Votes Cast,3
Navajo,08 MAVERIK,County Sheriff,,REP,1,Overvotes,0
Navajo,08 MAVERIK,County Sheriff,,REP,1,Undervotes,1
Navajo,08 MAVERIK,County Treasurer,,REP,1,Danielle EARL,4
Navajo,08 MAVERIK,County Treasurer,,REP,1,Charles WEBBER,0
Navajo,08 MAVERIK,County Treasurer,,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,County Treasurer,,REP,1,Total Votes Cast,4
Navajo,08 MAVERIK,County Treasurer,,REP,1,Overvotes,0
Navajo,08 MAVERIK,County Treasurer,,REP,1,Undervotes,0
Navajo,08 MAVERIK,Superior Court Judge,2,REP,1,Write-In Totals,1
Navajo,08 MAVERIK,Superior Court Judge,2,REP,1,Total Votes Cast,1
Navajo,08 MAVERIK,Superior Court Judge,2,REP,1,Overvotes,0
Navajo,08 MAVERIK,Superior Court Judge,2,REP,1,Undervotes,3
Navajo,08 MAVERIK,Superior Court Judge,3,REP,1,Jon Helaman SALINE,3
Navajo,08 MAVERIK,Superior Court Judge,3,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,Superior Court Judge,3,REP,1,Total Votes Cast,3
Navajo,08 MAVERIK,Superior Court Judge,3,REP,1,Overvotes,0
Navajo,08 MAVERIK,Superior Court Judge,3,REP,1,Undervotes,1
Navajo,08 MAVERIK,Superior Court Judge,4,REP,1,Write-In Totals,0
Navajo,08 MAVERIK,Superior Court Judge,4,REP,1,Total Votes Cast,0
Navajo,08 MAVERIK,Superior Court Judge,4,REP,1,Overvotes,0
Navajo,08 MAVERIK,Superior Court Judge,4,REP,1,Undervotes,4
Navajo,08 MAVERIK,U.S. Senate,,DEM,1,Ruben GALLEGO,2
Navajo,08 MAVERIK,U.S. Senate,,DEM,1,Write-In Totals,0
Navajo,08 MAVERIK,U.S. Senate,,DEM,1,Total Votes Cast,2
Navajo,08 MAVERIK,U.S. Senate,,DEM,1,Overvotes,0
Navajo,08 MAVERIK,U.S. Senate,,DEM,1,Undervotes,0
Navajo,08 MAVERIK,U.S. House,2,DEM,1,Jonathan NEZ,1
Navajo,08 MAVERIK,U.S. House,2,DEM,1,Write-In Totals,0
Navajo,08 MAVERIK,U.S. House,2,DEM,1,Total Votes Cast,1
Navajo,08 MAVERIK,U.S. House,2,DEM,1,Overvotes,0
Navajo,08 MAVERIK,U.S. House,2,DEM,1,Undervotes,1
Navajo,08 MAVERIK,State Senate,7,DEM,1,Haley CREIGHTON,2
Navajo,08 MAVERIK,State Senate,7,DEM,1,Roberto Apodaca REVELES,0
Navajo,08 MAVERIK,State Senate,7,DEM,1,Write-In Totals,0
Navajo,08 MAVERIK,State Senate,7,DEM,1,Total Votes Cast,2
Navajo,08 MAVERIK,State Senate,7,DEM,1,Overvotes,0
Navajo,08 MAVERIK,State Senate,7,DEM,1,Undervotes,0
Navajo,08 MAVERIK,State House,7,DEM,2,Kevin CHIQUETE,0
Navajo,08 MAVERIK,State House,7,DEM,2,Nancy HARTL,2
Navajo,08 MAVERIK,State House,7,DEM,2,Write-In Totals,0
Navajo,08 MAVERIK,State House,7,DEM,2,Total Votes Cast,2
Navajo,08 MAVERIK,State House,7,DEM,2,Overvotes,0
Navajo,08 MAVERIK,State House,7,DEM,2,Undervotes,2
Navajo,08 MAVERIK,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,0
Navajo,08 MAVERIK,Corporation Commissioner,,DEM,3,Jonathon HILL,1
Navajo,08 MAVERIK,Corporation Commissioner,,DEM,3,Joshua POLACHECK,0
Navajo,08 MAVERIK,Corporation Commissioner,,DEM,3,Write-In Totals,0
Navajo,08 MAVERIK,Corporation Commissioner,,DEM,3,Total Votes Cast,1
Navajo,08 MAVERIK,Corporation Commissioner,,DEM,3,Overvotes,0
Navajo,08 MAVERIK,Corporation Commissioner,,DEM,3,Undervotes,5
Navajo,08 MAVERIK,Board of Supervisors,3,DEM,1,Write-In Totals,0
Navajo,08 MAVERIK,Board of Supervisors,3,DEM,1,Total Votes Cast,0
Navajo,08 MAVERIK,Board of Supervisors,3,DEM,1,Overvotes,0
Navajo,08 MAVERIK,Board of Supervisors,3,DEM,1,Undervotes,2
Navajo,08 MAVERIK,County Attorney,,DEM,1,Brad CARLYON,1
Navajo,08 MAVERIK,County Attorney,,DEM,1,Write-In Totals,0
Navajo,08 MAVERIK,County Attorney,,DEM,1,Total Votes Cast,1
Navajo,08 MAVERIK,County Attorney,,DEM,1,Overvotes,0
Navajo,08 MAVERIK,County Attorney,,DEM,1,Undervotes,1
Navajo,08 MAVERIK,County Assessor,,DEM,1,Cammy DARRIS,2
Navajo,08 MAVERIK,County Assessor,,DEM,1,Write-In Totals,0
