county,precinct,office,district,party,candidate,votes,early_voting,provisional,election_day,late_early
Yuma,P24,U.S. Representative in Congress Dist. 4,,DEM,"DiSANTO, DELINA",1303,1221,5,72,5
Yuma,P25,U.S. Representative in Congress Dist. 4,,DEM,"DiSANTO, DELINA",736,704,5,26,1
Yuma,P34,U.S. Representative in Congress Dist. 4,,DEM,"DiSANTO, DELINA",172,153,0,12,7
Yuma,P01,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",243,189,9,43,2
Yuma,P02,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",347,262,7,71,7
Yuma,P03,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",375,305,5,57,8
Yuma,P04,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",1102,896,19,170,17
Yuma,P06,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",526,390,10,112,14
Yuma,P07,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",472,327,17,118,10
Yuma,P13,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",496,413,13,65,5
Yuma,P21,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",0,0,0,0,0
Yuma,P26,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",206,163,3,34,6
Yuma,P27,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",339,283,5,47,4
Yuma,P28,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",159,136,1,18,4
Yuma,P29,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",405,266,14,110,15
Yuma,P30,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",392,269,13,96,14
Yuma,P31,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",714,484,23,183,24
Yuma,P32,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",309,252,4,48,5
Yuma,P35,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",764,666,12,79,7
Yuma,P36,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",796,677,7,100,12
Yuma,P37,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",504,407,15,77,5
Yuma,P38,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",685,561,11,107,6
Yuma,P39,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",783,654,11,116,2
Yuma,P40,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",798,662,14,113,9
Yuma,P41,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",937,782,13,126,16
Yuma,P44,State Senator Dist. 4,,REP,"ANGRY, TRAVIS",0,0,0,0,0
Yuma,P01,State Senator Dist. 4,,DEM,"OTONDO, LISA",512,419,4,73,16
Yuma,P02,State Senator Dist. 4,,DEM,"OTONDO, LISA",556,461,13,68,14
Yuma,P03,State Senator Dist. 4,,DEM,"OTONDO, LISA",525,429,10,73,13
Yuma,P04,State Senator Dist. 4,,DEM,"OTONDO, LISA",1574,1356,22,163,33
Yuma,P06,State Senator Dist. 4,,DEM,"OTONDO, LISA",1090,859,20,178,33
Yuma,P07,State Senator Dist. 4,,DEM,"OTONDO, LISA",1582,1224,32,264,62
Yuma,P13,State Senator Dist. 4,,DEM,"OTONDO, LISA",737,634,11,85,7
Yuma,P21,State Senator Dist. 4,,DEM,"OTONDO, LISA",0,0,0,0,0
Yuma,P26,State Senator Dist. 4,,DEM,"OTONDO, LISA",350,307,4,28,11
Yuma,P27,State Senator Dist. 4,,DEM,"OTONDO, LISA",398,342,9,39,8
Yuma,P28,State Senator Dist. 4,,DEM,"OTONDO, LISA",321,255,9,50,7
Yuma,P29,State Senator Dist. 4,,DEM,"OTONDO, LISA",1808,1430,34,285,59
Yuma,P30,State Senator Dist. 4,,DEM,"OTONDO, LISA",1544,1274,27,216,27
Yuma,P31,State Senator Dist. 4,,DEM,"OTONDO, LISA",2488,1930,62,434,62
Yuma,P32,State Senator Dist. 4,,DEM,"OTONDO, LISA",587,466,14,96,11
Yuma,P35,State Senator Dist. 4,,DEM,"OTONDO, LISA",638,562,15,56,5
Yuma,P36,State Senator Dist. 4,,DEM,"OTONDO, LISA",878,745,17,94,22
Yuma,P37,State Senator Dist. 4,,DEM,"OTONDO, LISA",882,761,20,80,21
Yuma,P38,State Senator Dist. 4,,DEM,"OTONDO, LISA",827,706,12,91,18
Yuma,P39,State Senator Dist. 4,,DEM,"OTONDO, LISA",766,672,14,69,11
Yuma,P40,State Senator Dist. 4,,DEM,"OTONDO, LISA",735,658,12,56,9
Yuma,P41,State Senator Dist. 4,,DEM,"OTONDO, LISA",917,823,10,76,8
Yuma,P44,State Senator Dist. 4,,DEM,"OTONDO, LISA",0,0,0,0,0
Yuma,P05,State Senator Dist. 13,,REP,"KERR, SINE",1540,1321,16,183,20
Yuma,P08,State Senator Dist. 13,,REP,"KERR, SINE",797,724,9,56,8
Yuma,P09,State Senator Dist. 13,,REP,"KERR, SINE",1636,1321,25,264,26
Yuma,P10,State Senator Dist. 13,,REP,"KERR, SINE",3124,2566,50,455,53
Yuma,P11,State Senator Dist. 13,,REP,"KERR, SINE",1532,1212,22,252,46
Yuma,P12,State Senator Dist. 13,,REP,"KERR, SINE",1409,1198,13,175,23
Yuma,P14,State Senator Dist. 13,,REP,"KERR, SINE",317,253,8,54,2
Yuma,P15,State Senator Dist. 13,,REP,"KERR, SINE",1502,1242,26,216,18
Yuma,P16,State Senator Dist. 13,,REP,"KERR, SINE",1071,871,12,169,19
Yuma,P17,State Senator Dist. 13,,REP,"KERR, SINE",2172,1757,25,320,70
Yuma,P18,State Senator Dist. 13,,REP,"KERR, SINE",229,176,5,47,1
Yuma,P19,State Senator Dist. 13,,REP,"KERR, SINE",80,56,3,20,1
Yuma,P20,State Senator Dist. 13,,REP,"KERR, SINE",1609,1110,33,390,76
Yuma,P22,State Senator Dist. 13,,REP,"KERR, SINE",1869,1481,30,313,45
Yuma,P23,State Senator Dist. 13,,REP,"KERR, SINE",1506,1297,16,178,15
Yuma,P24,State Senator Dist. 13,,REP,"KERR, SINE",4105,3556,28,455,66
Yuma,P25,State Senator Dist. 13,,REP,"KERR, SINE",2219,1882,26,279,32
Yuma,P33,State Senator Dist. 13,,REP,"KERR, SINE",353,293,2,54,4
Yuma,P34,State Senator Dist. 13,,REP,"KERR, SINE",548,463,2,76,7
Yuma,P42,State Senator Dist. 13,,REP,"KERR, SINE",1554,1234,34,237,49
Yuma,P43,State Senator Dist. 13,,REP,"KERR, SINE",24,19,0,3,2
Yuma,P01,State Representative Dist 4,,REP,"JOHN, JOEL",251,200,7,42,2
Yuma,P02,State Representative Dist 4,,REP,"JOHN, JOEL",376,290,9,68,9
Yuma,P03,State Representative Dist 4,,REP,"JOHN, JOEL",373,310,5,52,6
Yuma,P04,State Representative Dist 4,,REP,"JOHN, JOEL",1162,953,17,175,17
Yuma,P06,State Representative Dist 4,,REP,"JOHN, JOEL",548,405,11,114,18
Yuma,P07,State Representative Dist 4,,REP,"JOHN, JOEL",466,312,19,124,11
Yuma,P13,State Representative Dist 4,,REP,"JOHN, JOEL",544,451,15,73,5
Yuma,P21,State Representative Dist 4,,REP,"JOHN, JOEL",0,0,0,0,0
Yuma,P26,State Representative Dist 4,,REP,"JOHN, JOEL",201,159,4,33,5
Yuma,P27,State Representative Dist 4,,REP,"JOHN, JOEL",357,295,5,53,4
Yuma,P28,State Representative Dist 4,,REP,"JOHN, JOEL",163,133,3,23,4
Yuma,P29,State Representative Dist 4,,REP,"JOHN, JOEL",458,288,15,138,17
Yuma,P30,State Representative Dist 4,,REP,"JOHN, JOEL",436,306,11,107,12
Yuma,P31,State Representative Dist 4,,REP,"JOHN, JOEL",816,565,24,203,24
Yuma,P32,State Representative Dist 4,,REP,"JOHN, JOEL",341,273,6,55,7
Yuma,P35,State Representative Dist 4,,REP,"JOHN, JOEL",796,694,13,83,6
Yuma,P36,State Representative Dist 4,,REP,"JOHN, JOEL",879,752,9,107,11
Yuma,P37,State Representative Dist 4,,REP,"JOHN, JOEL",533,431,14,83,5
Yuma,P38,State Representative Dist 4,,REP,"JOHN, JOEL",716,583,10,115,8
Yuma,P39,State Representative Dist 4,,REP,"JOHN, JOEL",825,693,12,117,3
Yuma,P40,State Representative Dist 4,,REP,"JOHN, JOEL",833,696,12,117,8
Yuma,P41,State Representative Dist 4,,REP,"JOHN, JOEL",998,839,13,128,18
Yuma,P44,State Representative Dist 4,,REP,"JOHN, JOEL",0,0,0,0,0
Yuma,P01,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",500,406,4,75,15
Yuma,P02,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",560,461,8,80,11
Yuma,P03,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",510,413,10,74,13
Yuma,P04,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",1652,1390,23,204,35
Yuma,P06,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",1092,853,20,191,28
Yuma,P07,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",1532,1194,27,258,53
Yuma,P13,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",715,622,7,82,4
Yuma,P21,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",0,0,0,0,0
Yuma,P26,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",376,320,2,41,13
Yuma,P27,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",401,350,6,38,7
Yuma,P28,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",316,262,7,40,7
Yuma,P29,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",1743,1389,35,269,50
Yuma,P30,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",1518,1239,25,219,35
Yuma,P31,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",2367,1831,58,415,63
Yuma,P32,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",569,459,11,88,11
Yuma,P35,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",692,600,13,74,5
Yuma,P36,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",908,765,13,108,22
Yuma,P37,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",863,754,17,75,17
Yuma,P38,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",846,715,13,104,14
Yuma,P39,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",817,704,14,91,8
Yuma,P40,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",762,668,11,73,10
Yuma,P41,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",1003,876,9,102,16
Yuma,P44,State Representative Dist 4,,DEM,"FERNANDEZ, CHARLENE",0,0,0,0,0
Yuma,P01,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",328,269,1,49,9
Yuma,P02,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",339,269,6,57,7
Yuma,P03,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",340,277,3,53,7
Yuma,P04,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",967,822,8,113,24
Yuma,P06,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",662,515,8,120,19
Yuma,P07,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",956,739,10,177,30
Yuma,P13,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",463,396,6,57,4
Yuma,P21,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",0,0,0,0,0
Yuma,P26,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",207,173,3,26,5
Yuma,P27,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",259,218,4,29,8
Yuma,P28,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",217,170,5,36,6
Yuma,P29,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",1163,925,12,192,34
Yuma,P30,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",1045,866,11,154,14
Yuma,P31,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",1676,1274,36,332,34
Yuma,P32,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",352,277,5,65,5
Yuma,P35,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",406,363,4,37,2
Yuma,P36,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",565,485,5,59,16
Yuma,P37,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",556,469,11,65,11
Yuma,P38,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",546,464,4,68,10
Yuma,P39,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",509,443,4,58,4
Yuma,P40,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",524,462,4,51,7
Yuma,P41,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",630,558,3,62,7
Yuma,P44,State Representative Dist 4,,DEM,"PETEN, GERALDINE ""GERAE""",0,0,0,0,0
Yuma,P05,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1248,1069,12,150,17
Yuma,P08,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",642,588,6,46,2
Yuma,P09,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1383,1114,19,228,22
Yuma,P10,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",2298,1875,32,349,42
Yuma,P11,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1211,953,19,205,34
Yuma,P12,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1169,1010,7,131,21
Yuma,P14,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",212,166,8,36,2
Yuma,P15,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1141,942,18,169,12
Yuma,P16,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",721,585,6,119,11
Yuma,P17,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1710,1373,21,263,53
Yuma,P18,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",196,154,3,38,1
Yuma,P19,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",53,35,3,14,1
Yuma,P20,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1319,893,27,336,63
Yuma,P22,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1438,1127,21,250,40
Yuma,P23,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1221,1051,11,147,12
Yuma,P24,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",3296,2840,23,372,61
Yuma,P25,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",1916,1612,23,252,29
Yuma,P33,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",252,205,1,43,3
Yuma,P34,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",472,393,2,72,5
Yuma,P42,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",931,739,15,152,25
Yuma,P43,State Representative Dist 13,,REP,"DUNN, TIMOTHY ""TIM""",18,13,0,3,2
Yuma,P05,State Representative Dist 13,,REP,"OSBORNE, JOANNE",1057,903,6,129,19
Yuma,P08,State Representative Dist 13,,REP,"OSBORNE, JOANNE",567,516,2,47,2
Yuma,P09,State Representative Dist 13,,REP,"OSBORNE, JOANNE",1208,980,9,203,16
Yuma,P10,State Representative Dist 13,,REP,"OSBORNE, JOANNE",2022,1661,20,316,25
Yuma,P11,State Representative Dist 13,,REP,"OSBORNE, JOANNE",996,790,12,164,30
Yuma,P12,State Representative Dist 13,,REP,"OSBORNE, JOANNE",986,848,5,119,14
Yuma,P14,State Representative Dist 13,,REP,"OSBORNE, JOANNE",182,143,2,34,3
Yuma,P15,State Representative Dist 13,,REP,"OSBORNE, JOANNE",984,817,9,151,7
Yuma,P16,State Representative Dist 13,,REP,"OSBORNE, JOANNE",651,526,3,115,7
Yuma,P17,State Representative Dist 13,,REP,"OSBORNE, JOANNE",1428,1166,11,211,40
Yuma,P18,State Representative Dist 13,,REP,"OSBORNE, JOANNE",168,127,4,37,0
Yuma,P19,State Representative Dist 13,,REP,"OSBORNE, JOANNE",41,26,2,13,0
Yuma,P20,State Representative Dist 13,,REP,"OSBORNE, JOANNE",1118,749,18,293,58
Yuma,P22,State Representative Dist 13,,REP,"OSBORNE, JOANNE",1159,899,15,219,26
Yuma,P23,State Representative Dist 13,,REP,"OSBORNE, JOANNE",1094,947,8,134,5
Yuma,P24,State Representative Dist 13,,REP,"OSBORNE, JOANNE",2905,2504,16,334,51
Yuma,P25,State Representative Dist 13,,REP,"OSBORNE, JOANNE",1520,1279,10,209,22
Yuma,P33,State Representative Dist 13,,REP,"OSBORNE, JOANNE",241,197,2,39,3
Yuma,P34,State Representative Dist 13,,REP,"OSBORNE, JOANNE",418,344,1,69,4
Yuma,P42,State Representative Dist 13,,REP,"OSBORNE, JOANNE",865,684,11,149,21
Yuma,P43,State Representative Dist 13,,REP,"OSBORNE, JOANNE",15,11,0,3,1
Yuma,P05,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",730,657,8,59,6
Yuma,P08,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",397,365,5,16,11
Yuma,P09,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",419,359,4,50,6
Yuma,P10,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",1474,1280,21,156,17
Yuma,P11,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",722,616,8,76,22
Yuma,P12,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",574,490,7,65,12
Yuma,P14,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",196,166,2,26,2
Yuma,P15,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",813,710,13,74,16
Yuma,P16,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",700,606,9,69,16
Yuma,P17,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",846,721,8,87,30
Yuma,P18,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",50,39,0,11,0
Yuma,P19,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",51,43,1,7,0
Yuma,P20,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",538,440,4,73,21
Yuma,P22,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",867,749,8,89,21
Yuma,P23,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",566,525,4,30,7
Yuma,P24,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",1313,1228,5,75,5
Yuma,P25,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",722,686,5,30,1
Yuma,P33,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",195,174,2,15,4
Yuma,P34,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",166,146,0,14,6
Yuma,P42,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",1120,932,11,137,40
Yuma,P43,State Representative Dist 13,,DEM,"SANDOVAL, MARIANA",11,11,0,0,0
Yuma,P01,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",202,166,2,32,2
Yuma,P02,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",302,237,4,56,5
Yuma,P03,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",288,240,2,44,2
Yuma,P04,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1000,818,15,152,15
Yuma,P05,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1051,892,10,130,19
Yuma,P06,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",472,350,7,99,16
Yuma,P07,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",442,299,14,117,12
Yuma,P08,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",543,493,4,44,2
Yuma,P09,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1206,991,7,191,17
Yuma,P10,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",2064,1705,24,310,25
Yuma,P11,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",992,795,10,158,29
Yuma,P12,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",999,869,6,106,18
Yuma,P13,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",461,392,8,57,4
Yuma,P14,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",163,124,3,33,3
Yuma,P15,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",901,738,8,145,10
Yuma,P16,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",644,526,6,104,8
Yuma,P17,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1454,1185,16,212,41
Yuma,P18,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",168,132,2,33,1
Yuma,P19,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",46,31,3,12,0
Yuma,P20,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1121,751,15,287,68
Yuma,P21,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",0,0,0,0,0
Yuma,P22,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1223,968,14,213,28
Yuma,P23,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1033,902,3,121,7
Yuma,P24,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",2856,2462,17,323,54
Yuma,P25,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1596,1337,14,219,26
Yuma,P26,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",152,123,1,22,6
Yuma,P27,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",295,246,4,41,4
Yuma,P28,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",150,123,2,22,3
Yuma,P29,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",395,272,5,110,8
Yuma,P30,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",392,282,10,89,11
Yuma,P31,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",724,477,23,203,21
Yuma,P32,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",293,237,2,50,4
Yuma,P33,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",241,198,2,38,3
Yuma,P34,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",418,348,1,67,2
Yuma,P35,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",620,541,8,68,3
Yuma,P36,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",714,610,6,87,11
Yuma,P37,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",444,374,4,64,2
Yuma,P38,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",546,456,5,78,7
Yuma,P39,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",689,578,14,95,2
Yuma,P40,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",680,565,10,101,4
Yuma,P41,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",813,696,8,96,13
Yuma,P42,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",839,662,11,140,26
Yuma,P43,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",14,10,0,2,2
Yuma,P44,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",0,0,0,0,0
Yuma,P01,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",173,136,5,32,0
Yuma,P02,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",282,221,6,50,5
Yuma,P03,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",273,233,3,33,4
Yuma,P04,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",893,730,13,141,9
Yuma,P05,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1063,906,3,137,17
Yuma,P06,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",387,302,2,75,8
Yuma,P07,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",309,215,7,79,8
Yuma,P08,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",583,530,5,46,2
Yuma,P09,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1230,1004,11,200,15
Yuma,P10,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",2031,1681,23,293,34
Yuma,P11,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1019,794,14,181,30
Yuma,P12,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",986,855,4,116,11
Yuma,P13,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",431,359,8,60,4
Yuma,P14,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",171,134,3,31,3
Yuma,P15,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",925,762,11,144,8
Yuma,P16,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",629,509,4,109,7
Yuma,P17,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1545,1256,12,234,43
Yuma,P18,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",171,137,4,29,1
Yuma,P19,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",49,34,2,12,1
Yuma,P20,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1257,850,21,322,64
Yuma,P21,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",0,0,0,0,0
Yuma,P22,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1246,978,17,226,25
Yuma,P23,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1168,1007,9,142,10
Yuma,P24,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",3074,2650,24,345,55
Yuma,P25,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1715,1432,20,236,27
Yuma,P26,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",149,116,1,28,4
Yuma,P27,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",287,241,3,40,3
Yuma,P28,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",125,102,2,18,3
Yuma,P29,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",309,192,6,97,14
Yuma,P30,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",257,166,10,69,12
Yuma,P31,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",496,321,13,141,21
Yuma,P32,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",273,226,3,42,2
Yuma,P33,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",241,198,2,38,3
Yuma,P34,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",413,345,1,63,4
Yuma,P35,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",623,555,3,63,2
Yuma,P36,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",670,573,5,84,8
Yuma,P37,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",394,321,8,62,3
Yuma,P38,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",566,467,5,91,3
Yuma,P39,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",681,577,7,96,1
