county,precinct,office,district,party,candidate,votes,early_voting,provisional,election_day,late_early
Yuma,P13,Retain Justice BRUTINEL,,,,876,745,16,106,9
Yuma,P14,Retain Justice BRUTINEL,,,,299,243,7,44,5
Yuma,P15,Retain Justice BRUTINEL,,,,1391,1167,21,185,18
Yuma,P16,Retain Justice BRUTINEL,,,,995,836,11,135,13
Yuma,P17,Retain Justice BRUTINEL,,,,1896,1548,22,267,59
Yuma,P18,Retain Justice BRUTINEL,,,,190,145,4,40,1
Yuma,P19,Retain Justice BRUTINEL,,,,74,54,4,15,1
Yuma,P20,Retain Justice BRUTINEL,,,,1400,1000,25,316,59
Yuma,P21,Retain Justice BRUTINEL,,,,0,0,0,0,0
Yuma,P22,Retain Justice BRUTINEL,,,,1656,1345,28,247,36
Yuma,P23,Retain Justice BRUTINEL,,,,1365,1192,15,143,15
Yuma,P24,Retain Justice BRUTINEL,,,,3507,3067,23,364,53
Yuma,P25,Retain Justice BRUTINEL,,,,1898,1636,20,221,21
Yuma,P26,Retain Justice BRUTINEL,,,,392,328,7,47,10
Yuma,P27,Retain Justice BRUTINEL,,,,485,417,8,54,6
Yuma,P28,Retain Justice BRUTINEL,,,,324,264,8,43,9
Yuma,P29,Retain Justice BRUTINEL,,,,1435,1075,31,287,42
Yuma,P30,Retain Justice BRUTINEL,,,,1296,1024,30,218,24
Yuma,P31,Retain Justice BRUTINEL,,,,2121,1541,67,459,54
Yuma,P32,Retain Justice BRUTINEL,,,,606,473,13,109,11
Yuma,P33,Retain Justice BRUTINEL,,,,337,286,4,42,5
Yuma,P34,Retain Justice BRUTINEL,,,,482,401,2,71,8
Yuma,P35,Retain Justice BRUTINEL,,,,955,838,20,87,10
Yuma,P36,Retain Justice BRUTINEL,,,,1170,1007,12,128,23
Yuma,P37,Retain Justice BRUTINEL,,,,952,817,22,100,13
Yuma,P38,Retain Justice BRUTINEL,,,,1024,867,14,133,10
Yuma,P39,Retain Justice BRUTINEL,,,,1091,927,18,138,8
Yuma,P40,Retain Justice BRUTINEL,,,,1086,932,18,125,11
Yuma,P41,Retain Justice BRUTINEL,,,,1309,1126,14,146,23
Yuma,P42,Retain Justice BRUTINEL,,,,1435,1177,22,194,42
Yuma,P43,Retain Justice BRUTINEL,,,,22,17,0,3,2
Yuma,P44,Retain Justice BRUTINEL,,,,0,0,0,0,0
Yuma,P01,Retain Justice BRUTINEL,,,,163,139,1,21,2
Yuma,P02,Retain Justice BRUTINEL,,,,184,146,3,26,9
Yuma,P03,Retain Justice BRUTINEL,,,,185,150,4,25,6
Yuma,P04,Retain Justice BRUTINEL,,,,553,460,10,75,8
Yuma,P05,Retain Justice BRUTINEL,,,,311,275,3,28,5
Yuma,P06,Retain Justice BRUTINEL,,,,386,308,9,62,7
Yuma,P07,Retain Justice BRUTINEL,,,,464,353,5,89,17
Yuma,P08,Retain Justice BRUTINEL,,,,142,132,1,7,2
Yuma,P09,Retain Justice BRUTINEL,,,,179,140,3,33,3
Yuma,P10,Retain Justice BRUTINEL,,,,585,503,8,63,11
Yuma,P11,Retain Justice BRUTINEL,,,,317,259,4,45,9
Yuma,P12,Retain Justice BRUTINEL,,,,234,197,5,29,3
Yuma,P13,Retain Justice BRUTINEL,,,,234,199,4,29,2
Yuma,P14,Retain Justice BRUTINEL,,,,73,61,2,9,1
Yuma,P15,Retain Justice BRUTINEL,,,,301,251,5,38,7
Yuma,P16,Retain Justice BRUTINEL,,,,298,247,4,38,9
Yuma,P17,Retain Justice BRUTINEL,,,,367,300,6,50,11
Yuma,P18,Retain Justice BRUTINEL,,,,30,24,0,5,1
Yuma,P19,Retain Justice BRUTINEL,,,,19,17,0,2,0
Yuma,P20,Retain Justice BRUTINEL,,,,240,178,4,39,19
Yuma,P21,Retain Justice BRUTINEL,,,,0,0,0,0,0
Yuma,P22,Retain Justice BRUTINEL,,,,385,312,6,57,10
Yuma,P23,Retain Justice BRUTINEL,,,,226,201,0,23,2
Yuma,P24,Retain Justice BRUTINEL,,,,569,502,4,58,5
Yuma,P25,Retain Justice BRUTINEL,,,,309,281,5,20,3
Yuma,P26,Retain Justice BRUTINEL,,,,115,100,1,12,2
Yuma,P27,Retain Justice BRUTINEL,,,,163,135,0,24,4
Yuma,P28,Retain Justice BRUTINEL,,,,100,81,2,16,1
Yuma,P29,Retain Justice BRUTINEL,,,,589,470,11,87,21
Yuma,P30,Retain Justice BRUTINEL,,,,453,366,5,72,10
Yuma,P31,Retain Justice BRUTINEL,,,,851,679,19,131,22
Yuma,P32,Retain Justice BRUTINEL,,,,190,165,2,20,3
Yuma,P33,Retain Justice BRUTINEL,,,,69,52,1,14,2
Yuma,P34,Retain Justice BRUTINEL,,,,64,55,0,7,2
Yuma,P35,Retain Justice BRUTINEL,,,,250,211,5,32,2
Yuma,P36,Retain Justice BRUTINEL,,,,327,269,8,43,7
Yuma,P37,Retain Justice BRUTINEL,,,,295,237,9,39,10
Yuma,P38,Retain Justice BRUTINEL,,,,293,242,4,42,5
Yuma,P39,Retain Justice BRUTINEL,,,,264,232,6,25,1
Yuma,P40,Retain Justice BRUTINEL,,,,252,219,3,24,6
Yuma,P41,Retain Justice BRUTINEL,,,,317,285,4,28,0
Yuma,P42,Retain Justice BRUTINEL,,,,414,330,8,62,14
Yuma,P43,Retain Justice BRUTINEL,,,,4,4,0,0,0
Yuma,P44,Retain Justice BRUTINEL,,,,0,0,0,0,0
Yuma,P01,Retain Justice GOULD,,,,524,420,9,84,11
Yuma,P02,Retain Justice GOULD,,,,640,508,14,107,11
Yuma,P03,Retain Justice GOULD,,,,606,501,9,86,10
Yuma,P04,Retain Justice GOULD,,,,1887,1595,27,227,38
Yuma,P05,Retain Justice GOULD,,,,1388,1202,15,154,17
Yuma,P06,Retain Justice GOULD,,,,1038,788,18,192,40
Yuma,P07,Retain Justice GOULD,,,,1357,1025,27,264,41
Yuma,P08,Retain Justice GOULD,,,,779,710,7,53,9
Yuma,P09,Retain Justice GOULD,,,,1404,1142,21,218,23
Yuma,P10,Retain Justice GOULD,,,,2803,2326,46,384,47
Yuma,P11,Retain Justice GOULD,,,,1422,1148,21,213,40
Yuma,P12,Retain Justice GOULD,,,,1279,1108,9,143,19
Yuma,P13,Retain Justice GOULD,,,,907,773,18,107,9
Yuma,P14,Retain Justice GOULD,,,,310,252,8,45,5
Yuma,P15,Retain Justice GOULD,,,,1440,1221,20,182,17
Yuma,P16,Retain Justice GOULD,,,,1017,859,12,132,14
Yuma,P17,Retain Justice GOULD,,,,1888,1532,25,271,60
Yuma,P18,Retain Justice GOULD,,,,187,141,4,41,1
Yuma,P19,Retain Justice GOULD,,,,75,55,4,15,1
Yuma,P20,Retain Justice GOULD,,,,1399,1003,25,311,60
Yuma,P21,Retain Justice GOULD,,,,0,0,0,0,0
Yuma,P22,Retain Justice GOULD,,,,1659,1343,27,251,38
Yuma,P23,Retain Justice GOULD,,,,1350,1181,13,143,13
Yuma,P24,Retain Justice GOULD,,,,3495,3066,24,359,46
Yuma,P25,Retain Justice GOULD,,,,1912,1655,20,218,19
Yuma,P26,Retain Justice GOULD,,,,381,315,6,50,10
Yuma,P27,Retain Justice GOULD,,,,489,418,7,59,5
Yuma,P28,Retain Justice GOULD,,,,331,273,8,41,9
Yuma,P29,Retain Justice GOULD,,,,1428,1073,28,280,47
Yuma,P30,Retain Justice GOULD,,,,1260,985,30,224,21
Yuma,P31,Retain Justice GOULD,,,,2090,1530,60,447,53
Yuma,P32,Retain Justice GOULD,,,,593,467,12,103,11
Yuma,P33,Retain Justice GOULD,,,,335,281,4,45,5
Yuma,P34,Retain Justice GOULD,,,,494,414,2,70,8
Yuma,P35,Retain Justice GOULD,,,,975,859,17,89,10
Yuma,P36,Retain Justice GOULD,,,,1214,1038,13,138,25
Yuma,P37,Retain Justice GOULD,,,,963,824,23,103,13
Yuma,P38,Retain Justice GOULD,,,,1045,890,13,130,12
Yuma,P39,Retain Justice GOULD,,,,1108,944,21,136,7
Yuma,P40,Retain Justice GOULD,,,,1134,981,15,129,9
Yuma,P41,Retain Justice GOULD,,,,1336,1147,15,153,21
Yuma,P42,Retain Justice GOULD,,,,1446,1188,22,195,41
Yuma,P43,Retain Justice GOULD,,,,21,16,0,3,2
Yuma,P44,Retain Justice GOULD,,,,0,0,0,0,0
Yuma,P01,Retain Justice GOULD,,,,156,127,2,24,3
Yuma,P02,Retain Justice GOULD,,,,186,151,4,23,8
Yuma,P03,Retain Justice GOULD,,,,189,150,4,28,7
Yuma,P04,Retain Justice GOULD,,,,570,481,10,74,5
Yuma,P05,Retain Justice GOULD,,,,304,267,4,28,5
Yuma,P06,Retain Justice GOULD,,,,399,326,8,62,3
Yuma,P07,Retain Justice GOULD,,,,488,379,12,76,21
Yuma,P08,Retain Justice GOULD,,,,150,137,3,6,4
Yuma,P09,Retain Justice GOULD,,,,181,144,3,30,4
Yuma,P10,Retain Justice GOULD,,,,599,505,8,77,9
Yuma,P11,Retain Justice GOULD,,,,314,261,4,40,9
Yuma,P12,Retain Justice GOULD,,,,238,199,5,30,4
Yuma,P13,Retain Justice GOULD,,,,236,205,3,27,1
Yuma,P14,Retain Justice GOULD,,,,64,54,1,8,1
Yuma,P15,Retain Justice GOULD,,,,320,267,6,40,7
Yuma,P16,Retain Justice GOULD,,,,297,245,4,40,8
Yuma,P17,Retain Justice GOULD,,,,377,325,3,40,9
Yuma,P18,Retain Justice GOULD,,,,32,27,0,4,1
Yuma,P19,Retain Justice GOULD,,,,18,16,0,2,0
Yuma,P20,Retain Justice GOULD,,,,255,188,4,45,18
Yuma,P21,Retain Justice GOULD,,,,0,0,0,0,0
Yuma,P22,Retain Justice GOULD,,,,387,320,4,55,8
Yuma,P23,Retain Justice GOULD,,,,251,222,1,23,5
Yuma,P24,Retain Justice GOULD,,,,600,524,4,60,12
Yuma,P25,Retain Justice GOULD,,,,333,294,6,27,6
Yuma,P26,Retain Justice GOULD,,,,130,114,2,9,5
Yuma,P27,Retain Justice GOULD,,,,163,138,1,19,5
Yuma,P28,Retain Justice GOULD,,,,96,77,2,16,1
Yuma,P29,Retain Justice GOULD,,,,577,462,14,86,15
Yuma,P30,Retain Justice GOULD,,,,489,403,4,68,14
Yuma,P31,Retain Justice GOULD,,,,873,693,24,134,22
Yuma,P32,Retain Justice GOULD,,,,202,171,2,25,4
Yuma,P33,Retain Justice GOULD,,,,77,64,1,10,2
Yuma,P34,Retain Justice GOULD,,,,65,56,0,7,2
Yuma,P35,Retain Justice GOULD,,,,259,222,7,30,0
Yuma,P36,Retain Justice GOULD,,,,318,267,8,37,6
Yuma,P37,Retain Justice GOULD,,,,298,246,8,34,10
Yuma,P38,Retain Justice GOULD,,,,301,248,5,45,3
Yuma,P39,Retain Justice GOULD,,,,282,243,5,32,2
Yuma,P40,Retain Justice GOULD,,,,237,202,5,22,8
Yuma,P41,Retain Justice GOULD,,,,330,301,3,24,2
Yuma,P42,Retain Justice GOULD,,,,424,338,7,63,16
Yuma,P43,Retain Justice GOULD,,,,5,5,0,0,0
Yuma,P44,Retain Justice GOULD,,,,0,0,0,0,0
Yuma,P01,Retain Justice LOPEZ IV,,,,552,438,10,91,13
Yuma,P02,Retain Justice LOPEZ IV,,,,662,529,17,103,13
Yuma,P03,Retain Justice LOPEZ IV,,,,647,533,11,91,12
Yuma,P04,Retain Justice LOPEZ IV,,,,1976,1667,33,239,37
Yuma,P05,Retain Justice LOPEZ IV,,,,1344,1157,18,152,17
Yuma,P06,Retain Justice LOPEZ IV,,,,1122,856,23,205,38
Yuma,P07,Retain Justice LOPEZ IV,,,,1491,1135,32,275,49
Yuma,P08,Retain Justice LOPEZ IV,,,,744,675,8,50,11
Yuma,P09,Retain Justice LOPEZ IV,,,,1340,1086,20,210,24
Yuma,P10,Retain Justice LOPEZ IV,,,,2801,2306,45,405,45
Yuma,P11,Retain Justice LOPEZ IV,,,,1388,1116,20,210,42
Yuma,P12,Retain Justice LOPEZ IV,,,,1240,1076,9,135,20
Yuma,P13,Retain Justice LOPEZ IV,,,,933,791,19,115,8
Yuma,P14,Retain Justice LOPEZ IV,,,,305,250,8,41,6
Yuma,P15,Retain Justice LOPEZ IV,,,,1410,1183,22,185,20
Yuma,P16,Retain Justice LOPEZ IV,,,,1045,874,13,139,19
Yuma,P17,Retain Justice LOPEZ IV,,,,1866,1522,27,259,58
Yuma,P18,Retain Justice LOPEZ IV,,,,184,139,3,41,1
Yuma,P19,Retain Justice LOPEZ IV,,,,77,55,4,17,1
Yuma,P20,Retain Justice LOPEZ IV,,,,1339,965,24,291,59
Yuma,P21,Retain Justice LOPEZ IV,,,,0,0,0,0,0
Yuma,P22,Retain Justice LOPEZ IV,,,,1635,1330,25,249,31
Yuma,P23,Retain Justice LOPEZ IV,,,,1322,1156,12,138,16
Yuma,P24,Retain Justice LOPEZ IV,,,,3449,3029,21,349,50
Yuma,P25,Retain Justice LOPEZ IV,,,,1839,1582,22,216,19
Yuma,P26,Retain Justice LOPEZ IV,,,,387,321,6,49,11
Yuma,P27,Retain Justice LOPEZ IV,,,,507,436,7,59,5
Yuma,P28,Retain Justice LOPEZ IV,,,,337,275,9,44,9
Yuma,P29,Retain Justice LOPEZ IV,,,,1594,1202,34,308,50
Yuma,P30,Retain Justice LOPEZ IV,,,,1391,1102,30,229,30
Yuma,P31,Retain Justice LOPEZ IV,,,,2346,1736,62,488,60
Yuma,P32,Retain Justice LOPEZ IV,,,,649,524,12,102,11
Yuma,P33,Retain Justice LOPEZ IV,,,,349,294,4,44,7
Yuma,P34,Retain Justice LOPEZ IV,,,,455,384,1,62,8
Yuma,P35,Retain Justice LOPEZ IV,,,,986,859,23,94,10
Yuma,P36,Retain Justice LOPEZ IV,,,,1194,1024,14,136,20
Yuma,P37,Retain Justice LOPEZ IV,,,,1008,864,24,109,11
Yuma,P38,Retain Justice LOPEZ IV,,,,1064,898,15,138,13
Yuma,P39,Retain Justice LOPEZ IV,,,,1086,919,19,140,8
Yuma,P40,Retain Justice LOPEZ IV,,,,1125,964,19,129,13
Yuma,P41,Retain Justice LOPEZ IV,,,,1343,1153,14,153,23
Yuma,P42,Retain Justice LOPEZ IV,,,,1524,1249,23,207,45
Yuma,P43,Retain Justice LOPEZ IV,,,,18,14,0,2,2
Yuma,P44,Retain Justice LOPEZ IV,,,,0,0,0,0,0
Yuma,P01,Retain Justice LOPEZ IV,,,,122,107,1,13,1
Yuma,P02,Retain Justice LOPEZ IV,,,,152,120,1,26,5
Yuma,P03,Retain Justice LOPEZ IV,,,,156,128,2,22,4
Yuma,P04,Retain Justice LOPEZ IV,,,,442,371,6,60,5
Yuma,P05,Retain Justice LOPEZ IV,,,,278,242,1,30,5
Yuma,P06,Retain Justice LOPEZ IV,,,,300,244,5,49,2
Yuma,P07,Retain Justice LOPEZ IV,,,,360,272,7,66,15
Yuma,P08,Retain Justice LOPEZ IV,,,,151,140,2,7,2
Yuma,P09,Retain Justice LOPEZ IV,,,,197,157,3,33,4
Yuma,P10,Retain Justice LOPEZ IV,,,,534,464,7,54,9
Yuma,P11,Retain Justice LOPEZ IV,,,,301,250,4,41,6
Yuma,P12,Retain Justice LOPEZ IV,,,,223,181,5,34,3
Yuma,P13,Retain Justice LOPEZ IV,,,,188,164,1,21,2
Yuma,P14,Retain Justice LOPEZ IV,,,,61,50,1,10,0
Yuma,P15,Retain Justice LOPEZ IV,,,,274,234,4,32,4
Yuma,P16,Retain Justice LOPEZ IV,,,,236,204,1,28,3
Yuma,P17,Retain Justice LOPEZ IV,,,,377,316,3,47,11
Yuma,P18,Retain Justice LOPEZ IV,,,,32,26,1,4,1
Yuma,P19,Retain Justice LOPEZ IV,,,,15,15,0,0,0
Yuma,P20,Retain Justice LOPEZ IV,,,,273,195,6,54,18
Yuma,P21,Retain Justice LOPEZ IV,,,,0,0,0,0,0
Yuma,P22,Retain Justice LOPEZ IV,,,,387,315,6,53,13
Yuma,P23,Retain Justice LOPEZ IV,,,,240,209,3,25,3
Yuma,P24,Retain Justice LOPEZ IV,,,,571,497,5,62,7
Yuma,P25,Retain Justice LOPEZ IV,,,,343,311,3,24,5
Yuma,P26,Retain Justice LOPEZ IV,,,,111,99,1,9,2
Yuma,P27,Retain Justice LOPEZ IV,,,,140,116,0,19,5
Yuma,P28,Retain Justice LOPEZ IV,,,,87,71,1,14,1
Yuma,P29,Retain Justice LOPEZ IV,,,,438,358,8,59,13
Yuma,P30,Retain Justice LOPEZ IV,,,,360,292,4,59,5
Yuma,P31,Retain Justice LOPEZ IV,,,,638,510,21,91,16
Yuma,P32,Retain Justice LOPEZ IV,,,,155,124,2,27,2
Yuma,P33,Retain Justice LOPEZ IV,,,,61,49,1,11,0
Yuma,P34,Retain Justice LOPEZ IV,,,,84,67,1,14,2
Yuma,P35,Retain Justice LOPEZ IV,,,,221,191,2,26,2
Yuma,P36,Retain Justice LOPEZ IV,,,,295,247,6,33,9
Yuma,P37,Retain Justice LOPEZ IV,,,,245,196,6,29,14
Yuma,P38,Retain Justice LOPEZ IV,,,,244,207,3,33,1
Yuma,P39,Retain Justice LOPEZ IV,,,,267,237,6,23,1
Yuma,P40,Retain Justice LOPEZ IV,,,,210,185,2,19,4
Yuma,P41,Retain Justice LOPEZ IV,,,,274,246,3,25,0
Yuma,P42,Retain Justice LOPEZ IV,,,,321,255,5,49,12
Yuma,P43,Retain Justice LOPEZ IV,,,,6,5,0,1,0
Yuma,P44,Retain Justice LOPEZ IV,,,,0,0,0,0,0
Yuma,P01,Retain Judge CAMPBELL,,,,543,442,8,81,12
Yuma,P02,Retain Judge CAMPBELL,,,,637,512,13,99,13
Yuma,P03,Retain Judge CAMPBELL,,,,621,510,9,91,11
Yuma,P04,Retain Judge CAMPBELL,,,,1875,1573,27,239,36
Yuma,P05,Retain Judge CAMPBELL,,,,1321,1136,15,153,17
Yuma,P06,Retain Judge CAMPBELL,,,,1075,826,17,195,37
Yuma,P07,Retain Judge CAMPBELL,,,,1448,1093,33,269,53
Yuma,P08,Retain Judge CAMPBELL,,,,746,680,9,46,11
Yuma,P09,Retain Judge CAMPBELL,,,,1305,1052,18,212,23
Yuma,P10,Retain Judge CAMPBELL,,,,2782,2305,47,386,44
Yuma,P11,Retain Judge CAMPBELL,,,,1387,1123,23,199,42
Yuma,P12,Retain Judge CAMPBELL,,,,1234,1067,10,143,14
Yuma,P13,Retain Judge CAMPBELL,,,,877,745,20,102,10
Yuma,P14,Retain Judge CAMPBELL,,,,308,257,6,39,6
Yuma,P15,Retain Judge CAMPBELL,,,,1423,1200,25,180,18
Yuma,P16,Retain Judge CAMPBELL,,,,1021,861,12,130,18
Yuma,P17,Retain Judge CAMPBELL,,,,1892,1537,25,268,62
Yuma,P18,Retain Judge CAMPBELL,,,,174,131,3,39,1
Yuma,P19,Retain Judge CAMPBELL,,,,76,55,4,17,0
Yuma,P20,Retain Judge CAMPBELL,,,,1336,963,25,293,55
Yuma,P21,Retain Judge CAMPBELL,,,,0,0,0,0,0
Yuma,P22,Retain Judge CAMPBELL,,,,1657,1344,22,253,38
Yuma,P23,Retain Judge CAMPBELL,,,,1311,1146,13,142,10
Yuma,P24,Retain Judge CAMPBELL,,,,3387,2972,19,349,47
Yuma,P25,Retain Judge CAMPBELL,,,,1843,1597,19,210,17
Yuma,P26,Retain Judge CAMPBELL,,,,403,340,4,49,10
Yuma,P27,Retain Judge CAMPBELL,,,,487,424,8,52,3
Yuma,P28,Retain Judge CAMPBELL,,,,331,271,9,43,8
Yuma,P29,Retain Judge CAMPBELL,,,,1498,1132,31,286,49
Yuma,P30,Retain Judge CAMPBELL,,,,1346,1068,32,223,23
Yuma,P31,Retain Judge CAMPBELL,,,,2298,1701,65,471,61
Yuma,P32,Retain Judge CAMPBELL,,,,633,503,12,105,13
Yuma,P33,Retain Judge CAMPBELL,,,,326,277,4,40,5
Yuma,P34,Retain Judge CAMPBELL,,,,461,384,2,66,9
Yuma,P35,Retain Judge CAMPBELL,,,,995,865,20,101,9
Yuma,P36,Retain Judge CAMPBELL,,,,1234,1054,17,137,26
Yuma,P37,Retain Judge CAMPBELL,,,,985,845,25,101,14
Yuma,P38,Retain Judge CAMPBELL,,,,1064,897,14,140,13
Yuma,P39,Retain Judge CAMPBELL,,,,1135,976,19,133,7
Yuma,P40,Retain Judge CAMPBELL,,,,1134,985,19,118,12
Yuma,P41,Retain Judge CAMPBELL,,,,1320,1142,13,143,22
Yuma,P42,Retain Judge CAMPBELL,,,,1484,1220,24,200,40
Yuma,P43,Retain Judge CAMPBELL,,,,22,17,0,3,2
Yuma,P44,Retain Judge CAMPBELL,,,,0,0,0,0,0
Yuma,P01,Retain Judge CAMPBELL,,,,117,91,1,23,2
Yuma,P02,Retain Judge CAMPBELL,,,,161,121,4,31,5
Yuma,P03,Retain Judge CAMPBELL,,,,166,135,3,22,6
Yuma,P04,Retain Judge CAMPBELL,,,,497,422,9,59,7
Yuma,P05,Retain Judge CAMPBELL,,,,297,264,3,27,3
Yuma,P06,Retain Judge CAMPBELL,,,,329,262,8,54,5
Yuma,P07,Retain Judge CAMPBELL,,,,378,288,6,73,11
Yuma,P08,Retain Judge CAMPBELL,,,,151,137,1,11,2
Yuma,P09,Retain Judge CAMPBELL,,,,216,175,4,33,4
Yuma,P10,Retain Judge CAMPBELL,,,,553,467,6,69,11
Yuma,P11,Retain Judge CAMPBELL,,,,289,233,3,46,7
Yuma,P12,Retain Judge CAMPBELL,,,,233,190,4,31,8
Yuma,P13,Retain Judge CAMPBELL,,,,220,188,1,31,0
Yuma,P14,Retain Judge CAMPBELL,,,,58,45,2,11,0
Yuma,P15,Retain Judge CAMPBELL,,,,263,217,2,38,6
Yuma,P16,Retain Judge CAMPBELL,,,,249,208,2,36,3
Yuma,P17,Retain Judge CAMPBELL,,,,339,291,3,37,8
Yuma,P18,Retain Judge CAMPBELL,,,,40,32,1,6,1
Yuma,P19,Retain Judge CAMPBELL,,,,17,16,0,0,1
Yuma,P20,Retain Judge CAMPBELL,,,,260,179,5,52,24
Yuma,P21,Retain Judge CAMPBELL,,,,0,0,0,0,0
Yuma,P22,Retain Judge CAMPBELL,,,,369,308,8,46,7
Yuma,P23,Retain Judge CAMPBELL,,,,244,213,2,23,6
Yuma,P24,Retain Judge CAMPBELL,,,,637,554,6,66,11
Yuma,P25,Retain Judge CAMPBELL,,,,359,316,6,30,7
Yuma,P26,Retain Judge CAMPBELL,,,,93,79,3,8,3
Yuma,P27,Retain Judge CAMPBELL,,,,143,112,0,25,6
Yuma,P28,Retain Judge CAMPBELL,,,,85,71,1,12,1
Yuma,P29,Retain Judge CAMPBELL,,,,486,383,11,77,15
Yuma,P30,Retain Judge CAMPBELL,,,,382,300,4,68,10
Yuma,P31,Retain Judge CAMPBELL,,,,651,504,21,110,16
Yuma,P32,Retain Judge CAMPBELL,,,,161,135,2,23,1
Yuma,P33,Retain Judge CAMPBELL,,,,73,59,1,12,1
Yuma,P34,Retain Judge CAMPBELL,,,,72,61,0,10,1
Yuma,P35,Retain Judge CAMPBELL,,,,192,167,4,19,2
Yuma,P36,Retain Judge CAMPBELL,,,,260,221,4,31,4
Yuma,P37,Retain Judge CAMPBELL,,,,261,210,6,34,11
Yuma,P38,Retain Judge CAMPBELL,,,,247,203,4,36,4
Yuma,P39,Retain Judge CAMPBELL,,,,219,184,6,27,2
Yuma,P40,Retain Judge CAMPBELL,,,,215,178,2,30,5
Yuma,P41,Retain Judge CAMPBELL,,,,291,255,4,31,1
Yuma,P42,Retain Judge CAMPBELL,,,,354,280,7,51,16
Yuma,P43,Retain Judge CAMPBELL,,,,4,4,0,0,0
Yuma,P44,Retain Judge CAMPBELL,,,,0,0,0,0,0
Yuma,P01,Retain Judge CRUZ,,,,620,504,10,93,13
Yuma,P02,Retain Judge CRUZ,,,,723,584,14,106,19
Yuma,P03,Retain Judge CRUZ,,,,703,582,10,98,13
Yuma,P04,Retain Judge CRUZ,,,,2107,1780,32,257,38
Yuma,P05,Retain Judge CRUZ,,,,1409,1234,17,143,15
Yuma,P06,Retain Judge CRUZ,,,,1303,1012,27,225,39
Yuma,P07,Retain Judge CRUZ,,,,1715,1308,35,313,59
Yuma,P08,Retain Judge CRUZ,,,,782,708,9,54,11
Yuma,P09,Retain Judge CRUZ,,,,1282,1039,17,203,23
Yuma,P10,Retain Judge CRUZ,,,,2842,2355,47,401,39
Yuma,P11,Retain Judge CRUZ,,,,1441,1168,23,211,39
Yuma,P12,Retain Judge CRUZ,,,,1259,1089,12,141,17
Yuma,P13,Retain Judge CRUZ,,,,1016,870,21,116,9
Yuma,P14,Retain Judge CRUZ,,,,324,271,8,41,4
Yuma,P15,Retain Judge CRUZ,,,,1468,1243,25,177,23
Yuma,P16,Retain Judge CRUZ,,,,1096,928,13,136,19
Yuma,P17,Retain Judge CRUZ,,,,1913,1577,27,253,56
Yuma,P18,Retain Judge CRUZ,,,,171,128,3,39,1
Yuma,P19,Retain Judge CRUZ,,,,84,62,4,17,1
Yuma,P20,Retain Judge CRUZ,,,,1348,989,22,280,57
Yuma,P21,Retain Judge CRUZ,,,,0,0,0,0,0
Yuma,P22,Retain Judge CRUZ,,,,1701,1380,26,256,39
Yuma,P23,Retain Judge CRUZ,,,,1328,1165,12,136,15
Yuma,P24,Retain Judge CRUZ,,,,3370,2950,23,352,45
Yuma,P25,Retain Judge CRUZ,,,,1798,1554,22,204,18
Yuma,P26,Retain Judge CRUZ,,,,435,371,5,46,13
Yuma,P27,Retain Judge CRUZ,,,,534,458,8,59,9
Yuma,P28,Retain Judge CRUZ,,,,383,319,8,47,9
Yuma,P29,Retain Judge CRUZ,,,,1841,1418,36,327,60
Yuma,P30,Retain Judge CRUZ,,,,1600,1279,31,258,32
Yuma,P31,Retain Judge CRUZ,,,,2696,2035,69,523,69
Yuma,P32,Retain Judge CRUZ,,,,716,571,14,117,14
Yuma,P33,Retain Judge CRUZ,,,,346,290,4,46,6
Yuma,P34,Retain Judge CRUZ,,,,455,379,1,65,10
Yuma,P35,Retain Judge CRUZ,,,,1062,933,22,96,11
Yuma,P36,Retain Judge CRUZ,,,,1297,1104,20,148,25
Yuma,P37,Retain Judge CRUZ,,,,1104,951,27,108,18
Yuma,P38,Retain Judge CRUZ,,,,1158,989,14,135,20
Yuma,P39,Retain Judge CRUZ,,,,1176,1009,20,138,9
Yuma,P40,Retain Judge CRUZ,,,,1197,1039,17,129,12
Yuma,P41,Retain Judge CRUZ,,,,1434,1246,14,151,23
Yuma,P42,Retain Judge CRUZ,,,,1643,1354,25,218,46
Yuma,P43,Retain Judge CRUZ,,,,22,17,0,3,2
Yuma,P44,Retain Judge CRUZ,,,,0,0,0,0,0
Yuma,P01,Retain Judge CRUZ,,,,81,63,2,15,1
Yuma,P02,Retain Judge CRUZ,,,,111,85,3,23,0
Yuma,P03,Retain Judge CRUZ,,,,111,85,3,19,4
Yuma,P04,Retain Judge CRUZ,,,,366,308,7,46,5
Yuma,P05,Retain Judge CRUZ,,,,277,231,1,40,5
Yuma,P06,Retain Judge CRUZ,,,,190,144,1,41,4
Yuma,P07,Retain Judge CRUZ,,,,202,149,7,41,5
Yuma,P08,Retain Judge CRUZ,,,,133,123,1,7,2
Yuma,P09,Retain Judge CRUZ,,,,280,226,5,43,6
Yuma,P10,Retain Judge CRUZ,,,,526,449,5,58,14
Yuma,P11,Retain Judge CRUZ,,,,304,245,4,43,12
Yuma,P12,Retain Judge CRUZ,,,,231,191,3,32,5
Yuma,P13,Retain Judge CRUZ,,,,148,128,0,19,1
Yuma,P14,Retain Judge CRUZ,,,,50,38,0,10,2
Yuma,P15,Retain Judge CRUZ,,,,274,227,5,41,1
Yuma,P16,Retain Judge CRUZ,,,,208,168,3,34,3
Yuma,P17,Retain Judge CRUZ,,,,357,286,4,53,14
