county,precinct,office,district,candidate,party,early_voting,election_day,provisional,votes
Coconino,Williams Northside 98,Attorney General,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,Attorney General,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,Attorney General,,"CONTRERAS, JANUARY",DEM,291,91,2,384
Coconino,Williams Northside 98,Attorney General,,"BRNOVICH, MARK",REP,777,264,8,1049
Coconino,Williams Northside 98,Attorney General,,Write-ins,,2,0,0,2
Coconino,Williams Northside 98,State Treasurer,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,State Treasurer,,Times Blank Voted,,57,14,0,71
Coconino,Williams Northside 98,State Treasurer,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,State Treasurer,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,State Treasurer,,"MANOIL, MARK",DEM,275,91,1,367
Coconino,Williams Northside 98,State Treasurer,,"YEE, KIMBERLY",REP,783,258,9,1050
Coconino,Williams Northside 98,State Treasurer,,Write-ins,,1,0,0,1
Coconino,Williams Northside 98,Superintendent of Public Instruction,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,Superintendent of Public Instruction,,Times Blank Voted,,51,12,0,63
Coconino,Williams Northside 98,Superintendent of Public Instruction,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,Superintendent of Public Instruction,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEM,338,96,1,435
Coconino,Williams Northside 98,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,726,255,9,990
Coconino,Williams Northside 98,Superintendent of Public Instruction,,Write-ins,,1,0,0,1
Coconino,Williams Northside 98,State Mine Inspector,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,State Mine Inspector,,Times Blank Voted,,49,24,0,73
Coconino,Williams Northside 98,State Mine Inspector,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,State Mine Inspector,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,State Mine Inspector,,"PIERCE, WILLIAM",DEM,311,87,1,399
Coconino,Williams Northside 98,State Mine Inspector,,"HART, JOE",REP,756,252,9,1017
Coconino,Williams Northside 98,State Mine Inspector,,Write-ins,,0,0,0,0
Coconino,Williams Northside 98,Corporation Commissioner,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,Corporation Commissioner,,Times Blank Voted,,64,19,0,83
Coconino,Williams Northside 98,Corporation Commissioner,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,Corporation Commissioner,,Number of Under Votes,,165,92,5,262
Coconino,Williams Northside 98,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,296,91,1,388
Coconino,Williams Northside 98,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,279,68,2,349
Coconino,Williams Northside 98,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,678,218,7,903
Coconino,Williams Northside 98,Corporation Commissioner,,"OLSON, JUSTIN",REP,685,219,5,909
Coconino,Williams Northside 98,Corporation Commissioner,,Write-ins,,1,0,0,1
Coconino,Williams Northside 98,CLERK OF THE SUPERIOR COURT,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,CLERK OF THE SUPERIOR COURT,,Times Blank Voted,,504,181,5,690
Coconino,Williams Northside 98,CLERK OF THE SUPERIOR COURT,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,CLERK OF THE SUPERIOR COURT,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,CLERK OF THE SUPERIOR COURT,,"WYANT, VALERIE",DEM,571,174,5,750
Coconino,Williams Northside 98,CLERK OF THE SUPERIOR COURT,,Write-in 20,,41,8,0,49
Coconino,Williams Northside 98,CONSTABLE - WILLIAMS,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,CONSTABLE - WILLIAMS,,Times Blank Voted,,228,76,1,305
Coconino,Williams Northside 98,CONSTABLE - WILLIAMS,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,CONSTABLE - WILLIAMS,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,CONSTABLE - WILLIAMS,,"REMENDER, RICK",REP,785,262,8,1055
Coconino,Williams Northside 98,CONSTABLE - WILLIAMS,,Write-in 20,,103,25,1,129
Coconino,Williams Northside 98,JUSTICE OF THE PEACE - WILLIAMS,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,JUSTICE OF THE PEACE - WILLIAMS,,Times Blank Voted,,34,12,0,46
Coconino,Williams Northside 98,JUSTICE OF THE PEACE - WILLIAMS,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,JUSTICE OF THE PEACE - WILLIAMS,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,JUSTICE OF THE PEACE - WILLIAMS,,"KROMBEEN, ROB",REP,746,255,8,1009
Coconino,Williams Northside 98,JUSTICE OF THE PEACE - WILLIAMS,,"SHUMWAY, ANNIE",IND,332,96,2,430
Coconino,Williams Northside 98,JUSTICE OF THE PEACE - WILLIAMS,,Write-ins,,4,0,0,4
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (BOLICK),,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (BOLICK),,Times Blank Voted,,301,94,4,399
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (BOLICK),,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (BOLICK),,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (BOLICK),,YES,,632,212,4,848
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (BOLICK),,NO,,183,57,2,242
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (PELANDER),,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (PELANDER),,Times Blank Voted,,293,102,4,399
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (PELANDER),,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (PELANDER),,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (PELANDER),,YES,,662,202,4,868
Coconino,Williams Northside 98,JUSTICE AZ SUPREME COURT (PELANDER),,NO,,161,59,2,222
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Blank Voted,,414,131,5,550
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 1,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 1,,"REED, TED",,686,228,5,919
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 1,,Write-in 20,,16,4,0,20
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Blank Voted,,388,118,5,511
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 2,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 2,,"SLAYTON, DAN",,712,241,5,958
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 2,,Write-in,,16,4,0,20
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Blank Voted,,423,133,5,561
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 4,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 4,,"FRIDLUND-HORNE, E",,675,225,5,905
Coconino,Williams Northside 98,JUDGE OF THE SUPERIOR COURT - DIV 4,,Write-in,,18,5,0,23
Coconino,Williams Northside 98,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Blank Voted,,63,14,1,78
Coconino,Williams Northside 98,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,YES,,486,149,6,641
Coconino,Williams Northside 98,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,NO,,567,200,3,770
Coconino,Williams Northside 98,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Blank Voted,,29,11,0,40
Coconino,Williams Northside 98,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Over Voted,,1,0,0,1
Coconino,Williams Northside 98,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,YES,,829,259,9,1097
Coconino,Williams Northside 98,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,NO,,257,93,1,351
Coconino,Williams Northside 98,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Blank Voted,,21,12,1,34
Coconino,Williams Northside 98,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Over Voted,,1,0,0,1
Coconino,Williams Northside 98,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,YES,,218,64,2,284
Coconino,Williams Northside 98,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,NO,,876,287,7,1170
Coconino,Williams Northside 98,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Blank Voted,,67,16,1,84
Coconino,Williams Northside 98,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,YES,,347,139,4,490
Coconino,Williams Northside 98,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,NO,,702,208,5,915
Coconino,Williams Northside 98,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Blank Voted,,72,28,1,101
Coconino,Williams Northside 98,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,YES,,627,184,5,816
Coconino,Williams Northside 98,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,NO,,417,151,4,572
Coconino,Williams Northside 98,PROPOSITION 416 - JUDGES MERIT ACT,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,PROPOSITION 416 - JUDGES MERIT ACT,,Times Blank Voted,,84,41,1,126
Coconino,Williams Northside 98,PROPOSITION 416 - JUDGES MERIT ACT,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 416 - JUDGES MERIT ACT,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 416 - JUDGES MERIT ACT,,YES,,474,146,3,623
Coconino,Williams Northside 98,PROPOSITION 416 - JUDGES MERIT ACT,,NO,,558,176,6,740
Coconino,Williams Northside 98,PROPOSITION 417 - CCC PROPERTY TAX,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,PROPOSITION 417 - CCC PROPERTY TAX,,Times Blank Voted,,59,29,1,89
Coconino,Williams Northside 98,PROPOSITION 417 - CCC PROPERTY TAX,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 417 - CCC PROPERTY TAX,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 417 - CCC PROPERTY TAX,,YES,,263,89,2,354
Coconino,Williams Northside 98,PROPOSITION 417 - CCC PROPERTY TAX,,NO,,794,245,7,1046
Coconino,Williams Northside 98,PROPOSITION 426 - UNS GAS UTILITY AGREEMENT,,Times Counted,,442,155,6,603
Coconino,Williams Northside 98,PROPOSITION 426 - UNS GAS UTILITY AGREEMENT,,Times Blank Voted,,33,10,1,44
Coconino,Williams Northside 98,PROPOSITION 426 - UNS GAS UTILITY AGREEMENT,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 426 - UNS GAS UTILITY AGREEMENT,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 426 - UNS GAS UTILITY AGREEMENT,,YES,,265,91,3,359
Coconino,Williams Northside 98,PROPOSITION 426 - UNS GAS UTILITY AGREEMENT,,NO,,144,54,2,200
Coconino,Williams Northside 98,PROPOSITION 430 - CONTINUE TO LEVY A PROPERTY TAX,,Times Counted,,1116,363,10,1489
Coconino,Williams Northside 98,PROPOSITION 430 - CONTINUE TO LEVY A PROPERTY TAX,,Times Blank Voted,,38,14,1,53
Coconino,Williams Northside 98,PROPOSITION 430 - CONTINUE TO LEVY A PROPERTY TAX,,Times Over Voted,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 430 - CONTINUE TO LEVY A PROPERTY TAX,,Number of Under Votes,,0,0,0,0
Coconino,Williams Northside 98,PROPOSITION 430 - CONTINUE TO LEVY A PROPERTY TAX,,YES,,678,206,5,889
Coconino,Williams Northside 98,PROPOSITION 430 - CONTINUE TO LEVY A PROPERTY TAX,,NO,,400,143,4,547
Coconino,Williams Southside 99,U.S. Senate,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,U.S. Senate,,Times Blank Voted,,3,5,0,8
Coconino,Williams Southside 99,U.S. Senate,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,U.S. Senate,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,U.S. Senate,,"SINEMA, KYRSTEN",DEM,173,49,2,224
Coconino,Williams Southside 99,U.S. Senate,,"MCSALLY, MARTHA",REP,270,85,8,363
Coconino,Williams Southside 99,U.S. Senate,,"GREEN, ANGELA",GRN,14,3,0,17
Coconino,Williams Southside 99,U.S. Senate,,Write-ins,,0,2,0,2
Coconino,Williams Southside 99,U.S. House,1,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,U.S. House,1,Times Blank Voted,,10,2,0,12
Coconino,Williams Southside 99,U.S. House,1,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,U.S. House,1,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,U.S. House,1,"O'HALLERAN, TOM",DEM,185,55,3,243
Coconino,Williams Southside 99,U.S. House,1,"ROGERS, WENDY",REP,265,87,7,359
Coconino,Williams Southside 99,U.S. House,1,Write-ins,,0,0,0,0
Coconino,Williams Southside 99,Governor,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,Governor,,Times Blank Voted,,5,3,0,8
Coconino,Williams Southside 99,Governor,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,Governor,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,Governor,,"GARCIA, DAVID",DEM,128,42,2,172
Coconino,Williams Southside 99,Governor,,"DUCEY, DOUG",REP,315,96,8,419
Coconino,Williams Southside 99,Governor,,"TORRES, ANGEL",GRN,12,3,0,15
Coconino,Williams Southside 99,Governor,,Write-ins,,0,0,0,0
Coconino,Williams Southside 99,State Senate,6,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,State Senate,6,Times Blank Voted,,16,4,0,20
Coconino,Williams Southside 99,State Senate,6,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,State Senate,6,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,State Senate,6,"CARLISLE, WADE",DEM,162,48,2,212
Coconino,Williams Southside 99,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,282,92,8,382
Coconino,Williams Southside 99,State Senate,6,Write-ins,,0,0,0,0
Coconino,Williams Southside 99,State House,6,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,State House,6,Times Blank Voted,,18,4,0,22
Coconino,Williams Southside 99,State House,6,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,State House,6,Number of Under Votes,,95,44,2,141
Coconino,Williams Southside 99,State House,6,"FRENCH, FELICIA",DEM,156,43,2,201
Coconino,Williams Southside 99,State House,6,"TYLER, BOBBY",DEM,128,33,1,162
Coconino,Williams Southside 99,State House,6,"BLACKMAN, WALTER",REP,249,81,7,337
Coconino,Williams Southside 99,State House,6,"THORPE, BOB",REP,256,79,7,342
Coconino,Williams Southside 99,State House,6,Write-ins,,0,0,1,1
Coconino,Williams Southside 99,Secretary of State,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,Secretary of State,,Times Blank Voted,,11,4,0,15
Coconino,Williams Southside 99,Secretary of State,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,Secretary of State,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,Secretary of State,,"HOBBS, KATIE",DEM,176,50,2,228
Coconino,Williams Southside 99,Secretary of State,,"GAYNOR, STEVE",REP,272,89,8,369
Coconino,Williams Southside 99,Secretary of State,,Write-ins,,1,1,0,2
Coconino,Williams Southside 99,Attorney General,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,Attorney General,,Times Blank Voted,,16,9,0,25
Coconino,Williams Southside 99,Attorney General,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,Attorney General,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,Attorney General,,"CONTRERAS, JANUARY",DEM,162,50,2,214
Coconino,Williams Southside 99,Attorney General,,"BRNOVICH, MARK",REP,281,85,8,374
Coconino,Williams Southside 99,Attorney General,,Write-ins,,1,0,0,1
Coconino,Williams Southside 99,State Treasurer,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,State Treasurer,,Times Blank Voted,,20,5,0,25
Coconino,Williams Southside 99,State Treasurer,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,State Treasurer,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,State Treasurer,,"MANOIL, MARK",DEM,157,48,2,207
Coconino,Williams Southside 99,State Treasurer,,"YEE, KIMBERLY",REP,283,91,8,382
Coconino,Williams Southside 99,State Treasurer,,Write-ins,,0,0,0,0
Coconino,Williams Southside 99,Superintendent of Public Instruction,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,Superintendent of Public Instruction,,Times Blank Voted,,20,4,0,24
Coconino,Williams Southside 99,Superintendent of Public Instruction,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,Superintendent of Public Instruction,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEM,178,54,2,234
Coconino,Williams Southside 99,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,262,86,8,356
Coconino,Williams Southside 99,Superintendent of Public Instruction,,Write-ins,,0,0,0,0
Coconino,Williams Southside 99,State Mine Inspector,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,State Mine Inspector,,Times Blank Voted,,26,7,0,33
Coconino,Williams Southside 99,State Mine Inspector,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,State Mine Inspector,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,State Mine Inspector,,"PIERCE, WILLIAM",DEM,158,49,2,209
Coconino,Williams Southside 99,State Mine Inspector,,"HART, JOE",REP,276,88,8,372
Coconino,Williams Southside 99,State Mine Inspector,,Write-ins,,0,0,0,0
Coconino,Williams Southside 99,Corporation Commissioner,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,Corporation Commissioner,,Times Blank Voted,,22,8,0,30
Coconino,Williams Southside 99,Corporation Commissioner,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,Corporation Commissioner,,Number of Under Votes,,62,37,2,101
Coconino,Williams Southside 99,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,157,48,2,207
Coconino,Williams Southside 99,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,139,37,2,178
Coconino,Williams Southside 99,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,261,76,7,344
Coconino,Williams Southside 99,Corporation Commissioner,,"OLSON, JUSTIN",REP,256,74,7,337
Coconino,Williams Southside 99,Corporation Commissioner,,Write-ins,,1,0,0,1
Coconino,Williams Southside 99,CLERK OF THE SUPERIOR COURT,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,CLERK OF THE SUPERIOR COURT,,Times Blank Voted,,188,63,7,258
Coconino,Williams Southside 99,CLERK OF THE SUPERIOR COURT,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,CLERK OF THE SUPERIOR COURT,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,CLERK OF THE SUPERIOR COURT,,"WYANT, VALERIE",DEM,261,78,3,342
Coconino,Williams Southside 99,CLERK OF THE SUPERIOR COURT,,Write-in 20,,11,3,0,14
Coconino,Williams Southside 99,CONSTABLE - WILLIAMS,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,CONSTABLE - WILLIAMS,,Times Blank Voted,,98,38,3,139
Coconino,Williams Southside 99,CONSTABLE - WILLIAMS,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,CONSTABLE - WILLIAMS,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,CONSTABLE - WILLIAMS,,"REMENDER, RICK",REP,327,90,7,424
Coconino,Williams Southside 99,CONSTABLE - WILLIAMS,,Write-in 20,,35,16,0,51
Coconino,Williams Southside 99,JUSTICE OF THE PEACE - WILLIAMS,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,JUSTICE OF THE PEACE - WILLIAMS,,Times Blank Voted,,17,3,0,20
Coconino,Williams Southside 99,JUSTICE OF THE PEACE - WILLIAMS,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,JUSTICE OF THE PEACE - WILLIAMS,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,JUSTICE OF THE PEACE - WILLIAMS,,"KROMBEEN, ROB",REP,315,87,6,408
Coconino,Williams Southside 99,JUSTICE OF THE PEACE - WILLIAMS,,"SHUMWAY, ANNIE",IND,127,53,4,184
Coconino,Williams Southside 99,JUSTICE OF THE PEACE - WILLIAMS,,Write-ins,,1,1,0,2
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (BOLICK),,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (BOLICK),,Times Blank Voted,,136,36,2,174
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (BOLICK),,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (BOLICK),,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (BOLICK),,YES,,270,81,7,358
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (BOLICK),,NO,,54,27,1,82
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (PELANDER),,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (PELANDER),,Times Blank Voted,,130,38,2,170
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (PELANDER),,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (PELANDER),,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (PELANDER),,YES,,277,81,7,365
Coconino,Williams Southside 99,JUSTICE AZ SUPREME COURT (PELANDER),,NO,,53,25,1,79
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Blank Voted,,170,56,4,230
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 1,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 1,,"REED, TED",,286,87,6,379
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 1,,Write-in 20,,4,1,0,5
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Blank Voted,,161,52,4,217
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 2,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 2,,"SLAYTON, DAN",,296,92,6,394
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 2,,Write-in,,3,0,0,3
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Blank Voted,,169,58,3,230
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Over Voted,,0,0,0,0
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 4,,Number of Under Votes,,0,0,0,0
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 4,,"FRIDLUND-HORNE, E",,290,85,7,382
Coconino,Williams Southside 99,JUDGE OF THE SUPERIOR COURT - DIV 4,,Write-in,,1,1,0,2
Coconino,Williams Southside 99,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Counted,,460,144,10,614
Coconino,Williams Southside 99,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Blank Voted,,36,13,0,49
Coconino,Williams Southside 99,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Over Voted,,1,0,0,1
