county,precinct,office,district,candidate,party,votes,early_voting,election_day,late_early_voting,provisional,subjurisdiction
Yuma,PRECINCT 008,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 009,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 010,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 011,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 012,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 013,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 014,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 015,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 016,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 017,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 018,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 021,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 023,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 024,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 025,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 026,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 028,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 029,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 030,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 031,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 032,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 033,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 034,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 035,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 036,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 037,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 038,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 039,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 040,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 041,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 042,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 043,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,U.S. Senate,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 002,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 003,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 004,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 005,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 006,U.S. Senate,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 007,U.S. Senate,,UNDER VOTES,,2,0,0,0,0,
Yuma,PRECINCT 008,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 009,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 010,U.S. Senate,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 011,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 012,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 013,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 014,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 015,U.S. Senate,,UNDER VOTES,,2,2,0,0,0,
Yuma,PRECINCT 016,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 017,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 018,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 021,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 023,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 024,U.S. Senate,,UNDER VOTES,,3,3,0,0,0,
Yuma,PRECINCT 025,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 026,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 028,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 029,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 030,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 031,U.S. Senate,,UNDER VOTES,,2,1,0,1,0,
Yuma,PRECINCT 032,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 033,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 034,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 035,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 036,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 037,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 038,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 039,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 040,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 041,U.S. Senate,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 042,U.S. Senate,,UNDER VOTES,,1,0,0,0,0,
Yuma,PRECINCT 043,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,U.S. Senate,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,14,9,3,0,0,3
Yuma,PRECINCT 002,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,23,13,6,2,0,3
Yuma,PRECINCT 003,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,21,14,4,2,0,3
Yuma,PRECINCT 004,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,68,46,12,8,0,3
Yuma,PRECINCT 005,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,78,53,11,12,1,3
Yuma,PRECINCT 006,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,29,17,6,5,0,3
Yuma,PRECINCT 007,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,19,9,5,4,0,3
Yuma,PRECINCT 013,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,32,21,6,4,0,3
Yuma,PRECINCT 014,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,16,9,5,1,0,3
Yuma,PRECINCT 016,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,51,35,10,5,0,3
Yuma,PRECINCT 021,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,1,0,1,0,0,3
Yuma,PRECINCT 026,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,9,6,2,1,0,3
Yuma,PRECINCT 027,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,26,17,5,3,0,3
Yuma,PRECINCT 028,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,10,6,2,1,0,3
Yuma,PRECINCT 029,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,10,4,2,2,0,3
Yuma,PRECINCT 030,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,8,3,2,2,0,3
Yuma,PRECINCT 031,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,15,7,4,4,0,3
Yuma,PRECINCT 032,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,19,13,3,2,0,3
Yuma,PRECINCT 033,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,19,14,4,1,0,3
Yuma,PRECINCT 035,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,55,37,11,5,1,3
Yuma,PRECINCT 036,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,60,40,13,6,0,3
Yuma,PRECINCT 037,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,33,21,8,3,0,3
Yuma,PRECINCT 038,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,50,31,12,6,0,3
Yuma,PRECINCT 039,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,60,41,12,5,0,3
Yuma,PRECINCT 040,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,58,42,11,4,0,3
Yuma,PRECINCT 041,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,70,43,15,11,0,3
Yuma,PRECINCT 042,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,60,39,9,10,0,3
Yuma,PRECINCT 043,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,1,0,0,0,0,3
Yuma,PRECINCT 044,U.S. House,3,"PIERSON, NICOLAS ""NICK""",REP,0,0,0,0,0,3
Yuma,PRECINCT 001,U.S. House,3,"GRIJALVA, RAÃL",DEM,32,18,8,4,0,3
Yuma,PRECINCT 002,U.S. House,3,"GRIJALVA, RAÃL",DEM,33,17,9,5,0,3
Yuma,PRECINCT 003,U.S. House,3,"GRIJALVA, RAÃL",DEM,30,18,6,4,1,3
Yuma,PRECINCT 004,U.S. House,3,"GRIJALVA, RAÃL",DEM,101,64,21,14,1,3
Yuma,PRECINCT 005,U.S. House,3,"GRIJALVA, RAÃL",DEM,40,26,8,5,0,3
Yuma,PRECINCT 006,U.S. House,3,"GRIJALVA, RAÃL",DEM,71,32,18,18,1,3
Yuma,PRECINCT 007,U.S. House,3,"GRIJALVA, RAÃL",DEM,112,52,29,27,2,3
Yuma,PRECINCT 013,U.S. House,3,"GRIJALVA, RAÃL",DEM,42,25,9,7,0,3
Yuma,PRECINCT 014,U.S. House,3,"GRIJALVA, RAÃL",DEM,11,7,2,0,0,3
Yuma,PRECINCT 016,U.S. House,3,"GRIJALVA, RAÃL",DEM,44,27,9,6,1,3
Yuma,PRECINCT 021,U.S. House,3,"GRIJALVA, RAÃL",DEM,0,0,0,0,0,3
Yuma,PRECINCT 026,U.S. House,3,"GRIJALVA, RAÃL",DEM,18,10,2,4,0,3
Yuma,PRECINCT 027,U.S. House,3,"GRIJALVA, RAÃL",DEM,20,12,5,3,0,3
Yuma,PRECINCT 028,U.S. House,3,"GRIJALVA, RAÃL",DEM,19,11,4,3,0,3
Yuma,PRECINCT 029,U.S. House,3,"GRIJALVA, RAÃL",DEM,121,56,31,32,1,3
Yuma,PRECINCT 030,U.S. House,3,"GRIJALVA, RAÃL",DEM,114,52,28,33,0,3
Yuma,PRECINCT 031,U.S. House,3,"GRIJALVA, RAÃL",DEM,149,61,38,48,2,3
Yuma,PRECINCT 032,U.S. House,3,"GRIJALVA, RAÃL",DEM,37,20,10,6,0,3
Yuma,PRECINCT 033,U.S. House,3,"GRIJALVA, RAÃL",DEM,13,8,3,2,0,3
Yuma,PRECINCT 035,U.S. House,3,"GRIJALVA, RAÃL",DEM,41,27,8,5,0,3
Yuma,PRECINCT 036,U.S. House,3,"GRIJALVA, RAÃL",DEM,55,35,11,7,0,3
Yuma,PRECINCT 037,U.S. House,3,"GRIJALVA, RAÃL",DEM,54,33,13,6,0,3
Yuma,PRECINCT 038,U.S. House,3,"GRIJALVA, RAÃL",DEM,50,32,8,8,0,3
Yuma,PRECINCT 039,U.S. House,3,"GRIJALVA, RAÃL",DEM,46,28,9,7,1,3
Yuma,PRECINCT 040,U.S. House,3,"GRIJALVA, RAÃL",DEM,51,33,9,7,0,3
Yuma,PRECINCT 041,U.S. House,3,"GRIJALVA, RAÃL",DEM,55,33,10,10,0,3
Yuma,PRECINCT 042,U.S. House,3,"GRIJALVA, RAÃL",DEM,73,40,17,13,1,3
Yuma,PRECINCT 043,U.S. House,3,"GRIJALVA, RAÃL",DEM,1,0,0,0,0,3
Yuma,PRECINCT 044,U.S. House,3,"GRIJALVA, RAÃL",DEM,0,0,0,0,0,3
Yuma,PRECINCT 001,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 002,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 003,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 004,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 005,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 006,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 007,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 013,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 014,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 016,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 021,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 026,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 027,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 028,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 029,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 030,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 031,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 032,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 033,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 035,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 036,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 037,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 038,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 039,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 040,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 041,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 042,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 043,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 044,U.S. House,3,WRITE-IN,NON,0,0,0,0,0,3
Yuma,PRECINCT 001,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 002,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 003,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 004,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 005,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 006,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 007,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 013,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 014,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 016,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 021,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 026,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 027,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 028,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 029,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 030,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 031,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 032,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 033,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 035,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 036,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 037,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 038,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 039,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 040,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 041,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 042,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 043,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 044,U.S. House,3,OVER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 001,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 002,U.S. House,3,UNDER VOTES,,1,0,0,0,0,3
Yuma,PRECINCT 003,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 004,U.S. House,3,UNDER VOTES,,3,2,0,0,0,3
Yuma,PRECINCT 005,U.S. House,3,UNDER VOTES,,2,1,0,0,0,3
Yuma,PRECINCT 006,U.S. House,3,UNDER VOTES,,1,0,0,0,0,3
Yuma,PRECINCT 007,U.S. House,3,UNDER VOTES,,1,0,0,0,0,3
Yuma,PRECINCT 013,U.S. House,3,UNDER VOTES,,2,1,0,0,0,3
Yuma,PRECINCT 014,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 016,U.S. House,3,UNDER VOTES,,2,1,0,0,0,3
Yuma,PRECINCT 021,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 026,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 027,U.S. House,3,UNDER VOTES,,1,0,0,0,0,3
Yuma,PRECINCT 028,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 029,U.S. House,3,UNDER VOTES,,1,0,0,0,0,3
Yuma,PRECINCT 030,U.S. House,3,UNDER VOTES,,2,0,0,0,0,3
Yuma,PRECINCT 031,U.S. House,3,UNDER VOTES,,1,0,0,1,0,3
Yuma,PRECINCT 032,U.S. House,3,UNDER VOTES,,1,0,0,0,0,3
Yuma,PRECINCT 033,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 035,U.S. House,3,UNDER VOTES,,2,1,0,0,0,3
Yuma,PRECINCT 036,U.S. House,3,UNDER VOTES,,1,0,0,0,0,3
Yuma,PRECINCT 037,U.S. House,3,UNDER VOTES,,2,1,0,0,0,3
Yuma,PRECINCT 038,U.S. House,3,UNDER VOTES,,2,1,0,0,0,3
Yuma,PRECINCT 039,U.S. House,3,UNDER VOTES,,3,2,0,0,0,3
Yuma,PRECINCT 040,U.S. House,3,UNDER VOTES,,2,1,0,0,0,3
Yuma,PRECINCT 041,U.S. House,3,UNDER VOTES,,2,1,0,0,0,3
Yuma,PRECINCT 042,U.S. House,3,UNDER VOTES,,1,1,0,0,0,3
Yuma,PRECINCT 043,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 044,U.S. House,3,UNDER VOTES,,0,0,0,0,0,3
Yuma,PRECINCT 008,U.S. House,4,"GOSAR, PAUL",REP,52,42,6,2,0,4
Yuma,PRECINCT 009,U.S. House,4,"GOSAR, PAUL",REP,88,55,18,13,1,4
Yuma,PRECINCT 010,U.S. House,4,"GOSAR, PAUL",REP,140,100,23,13,2,4
Yuma,PRECINCT 011,U.S. House,4,"GOSAR, PAUL",REP,75,46,18,9,0,4
Yuma,PRECINCT 012,U.S. House,4,"GOSAR, PAUL",REP,88,64,15,8,0,4
Yuma,PRECINCT 015,U.S. House,4,"GOSAR, PAUL",REP,78,53,17,6,1,4
Yuma,PRECINCT 017,U.S. House,4,"GOSAR, PAUL",REP,121,88,21,10,1,4
Yuma,PRECINCT 018,U.S. House,4,"GOSAR, PAUL",REP,11,7,2,0,0,4
Yuma,PRECINCT 019,U.S. House,4,"GOSAR, PAUL",REP,4,3,1,0,0,4
Yuma,PRECINCT 020,U.S. House,4,"GOSAR, PAUL",REP,93,57,24,10,1,4
Yuma,PRECINCT 022,U.S. House,4,"GOSAR, PAUL",REP,94,65,19,7,1,4
Yuma,PRECINCT 023,U.S. House,4,"GOSAR, PAUL",REP,93,72,14,6,0,4
Yuma,PRECINCT 024,U.S. House,4,"GOSAR, PAUL",REP,254,201,33,16,2,4
Yuma,PRECINCT 025,U.S. House,4,"GOSAR, PAUL",REP,138,99,23,13,1,4
Yuma,PRECINCT 034,U.S. House,4,"GOSAR, PAUL",REP,31,21,5,3,0,4
Yuma,PRECINCT 008,U.S. House,4,"BRILL, DAVID",DEM,22,16,3,2,0,4
Yuma,PRECINCT 009,U.S. House,4,"BRILL, DAVID",DEM,25,15,5,4,0,4
Yuma,PRECINCT 010,U.S. House,4,"BRILL, DAVID",DEM,74,51,12,9,1,4
Yuma,PRECINCT 011,U.S. House,4,"BRILL, DAVID",DEM,43,25,10,7,0,4
Yuma,PRECINCT 012,U.S. House,4,"BRILL, DAVID",DEM,33,22,6,3,0,4
Yuma,PRECINCT 015,U.S. House,4,"BRILL, DAVID",DEM,52,34,10,5,1,4
Yuma,PRECINCT 017,U.S. House,4,"BRILL, DAVID",DEM,56,39,10,5,0,4
Yuma,PRECINCT 018,U.S. House,4,"BRILL, DAVID",DEM,1,0,1,0,0,4
Yuma,PRECINCT 019,U.S. House,4,"BRILL, DAVID",DEM,3,2,0,0,0,4
Yuma,PRECINCT 020,U.S. House,4,"BRILL, DAVID",DEM,37,22,9,4,0,4
Yuma,PRECINCT 022,U.S. House,4,"BRILL, DAVID",DEM,47,30,9,6,0,4
Yuma,PRECINCT 023,U.S. House,4,"BRILL, DAVID",DEM,39,31,4,2,0,4
Yuma,PRECINCT 024,U.S. House,4,"BRILL, DAVID",DEM,82,67,10,4,0,4
Yuma,PRECINCT 025,U.S. House,4,"BRILL, DAVID",DEM,50,40,5,3,0,4
Yuma,PRECINCT 034,U.S. House,4,"BRILL, DAVID",DEM,10,5,2,2,0,4
Yuma,PRECINCT 008,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,0,0,0,0,0,4
Yuma,PRECINCT 009,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,0,0,0,0,0,4
Yuma,PRECINCT 010,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,2,1,0,0,0,4
Yuma,PRECINCT 011,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,2,0,0,0,0,4
Yuma,PRECINCT 012,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,0,0,0,0,0,4
Yuma,PRECINCT 015,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,2,1,0,0,0,4
Yuma,PRECINCT 017,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,1,1,0,0,0,4
Yuma,PRECINCT 018,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,0,0,0,0,0,4
Yuma,PRECINCT 019,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,0,0,0,0,0,4
Yuma,PRECINCT 020,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,1,0,0,0,0,4
Yuma,PRECINCT 022,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,2,1,0,0,0,4
Yuma,PRECINCT 023,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,1,1,0,0,0,4
Yuma,PRECINCT 024,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,3,2,1,0,0,4
Yuma,PRECINCT 025,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,1,1,0,0,0,4
Yuma,PRECINCT 034,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GRN,0,0,0,0,0,4
Yuma,PRECINCT 008,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 009,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 010,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 011,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 012,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 015,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 017,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 018,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 019,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 020,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 022,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 023,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 024,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 025,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 034,U.S. House,4,WRITE-IN,NON,0,0,0,0,0,4
Yuma,PRECINCT 008,U.S. House,4,OVER VOTES,,0,0,0,0,0,4
Yuma,PRECINCT 009,U.S. House,4,OVER VOTES,,0,0,0,0,0,4
Yuma,PRECINCT 010,U.S. House,4,OVER VOTES,,0,0,0,0,0,4
Yuma,PRECINCT 011,U.S. House,4,OVER VOTES,,0,0,0,0,0,4
Yuma,PRECINCT 012,U.S. House,4,OVER VOTES,,0,0,0,0,0,4
Yuma,PRECINCT 015,U.S. House,4,OVER VOTES,,0,0,0,0,0,4
Yuma,PRECINCT 017,U.S. House,4,OVER VOTES,,0,0,0,0,0,4
Yuma,PRECINCT 018,U.S. House,4,OVER VOTES,,0,0,0,0,0,4
