county,precinct,office,district,candidate,party,votes,early_voting,election_day,late_early_voting,provisional,subjurisdiction
Yuma,PRECINCT 033,State House,13,"DUNN, TIMOTHY ""TIM""",REP,19,13,4,1,0,Dist 13
Yuma,PRECINCT 034,State House,13,"DUNN, TIMOTHY ""TIM""",REP,30,20,6,3,0,Dist 13
Yuma,PRECINCT 042,State House,13,"DUNN, TIMOTHY ""TIM""",REP,64,41,11,10,1,Dist 13
Yuma,PRECINCT 043,State House,13,"DUNN, TIMOTHY ""TIM""",REP,1,0,0,0,0,Dist 13
Yuma,PRECINCT 005,State House,13,"OSBORNE, JOANNE",REP,56,37,9,8,0,Dist 13
Yuma,PRECINCT 008,State House,13,"OSBORNE, JOANNE",REP,40,31,6,2,0,Dist 13
Yuma,PRECINCT 009,State House,13,"OSBORNE, JOANNE",REP,69,43,15,10,0,Dist 13
Yuma,PRECINCT 010,State House,13,"OSBORNE, JOANNE",REP,95,65,20,8,1,Dist 13
Yuma,PRECINCT 011,State House,13,"OSBORNE, JOANNE",REP,60,35,16,7,0,Dist 13
Yuma,PRECINCT 012,State House,13,"OSBORNE, JOANNE",REP,64,46,12,4,0,Dist 13
Yuma,PRECINCT 014,State House,13,"OSBORNE, JOANNE",REP,12,7,4,1,0,Dist 13
Yuma,PRECINCT 015,State House,13,"OSBORNE, JOANNE",REP,62,40,15,5,0,Dist 13
Yuma,PRECINCT 016,State House,13,"OSBORNE, JOANNE",REP,41,27,9,4,0,Dist 13
Yuma,PRECINCT 017,State House,13,"OSBORNE, JOANNE",REP,93,68,17,7,0,Dist 13
Yuma,PRECINCT 018,State House,13,"OSBORNE, JOANNE",REP,9,6,2,0,0,Dist 13
Yuma,PRECINCT 019,State House,13,"OSBORNE, JOANNE",REP,2,1,0,0,0,Dist 13
Yuma,PRECINCT 020,State House,13,"OSBORNE, JOANNE",REP,65,37,20,7,0,Dist 13
Yuma,PRECINCT 022,State House,13,"OSBORNE, JOANNE",REP,71,47,16,6,1,Dist 13
Yuma,PRECINCT 023,State House,13,"OSBORNE, JOANNE",REP,65,48,11,4,0,Dist 13
Yuma,PRECINCT 024,State House,13,"OSBORNE, JOANNE",REP,197,154,28,13,1,Dist 13
Yuma,PRECINCT 025,State House,13,"OSBORNE, JOANNE",REP,91,64,17,8,1,Dist 13
Yuma,PRECINCT 033,State House,13,"OSBORNE, JOANNE",REP,17,11,4,1,0,Dist 13
Yuma,PRECINCT 034,State House,13,"OSBORNE, JOANNE",REP,25,17,5,2,0,Dist 13
Yuma,PRECINCT 042,State House,13,"OSBORNE, JOANNE",REP,46,28,9,7,0,Dist 13
Yuma,PRECINCT 043,State House,13,"OSBORNE, JOANNE",REP,1,0,0,0,0,Dist 13
Yuma,PRECINCT 005,State House,13,"TZITZURA, THOMAS",DEM,38,25,7,5,0,Dist 13
Yuma,PRECINCT 008,State House,13,"TZITZURA, THOMAS",DEM,20,15,2,2,0,Dist 13
Yuma,PRECINCT 009,State House,13,"TZITZURA, THOMAS",DEM,24,13,5,5,0,Dist 13
Yuma,PRECINCT 010,State House,13,"TZITZURA, THOMAS",DEM,69,47,11,9,1,Dist 13
Yuma,PRECINCT 011,State House,13,"TZITZURA, THOMAS",DEM,41,23,10,6,0,Dist 13
Yuma,PRECINCT 012,State House,13,"TZITZURA, THOMAS",DEM,31,20,7,3,0,Dist 13
Yuma,PRECINCT 014,State House,13,"TZITZURA, THOMAS",DEM,11,7,3,0,0,Dist 13
Yuma,PRECINCT 015,State House,13,"TZITZURA, THOMAS",DEM,48,31,10,5,1,Dist 13
Yuma,PRECINCT 016,State House,13,"TZITZURA, THOMAS",DEM,42,26,8,7,1,Dist 13
Yuma,PRECINCT 017,State House,13,"TZITZURA, THOMAS",DEM,52,37,10,4,0,Dist 13
Yuma,PRECINCT 018,State House,13,"TZITZURA, THOMAS",DEM,2,0,1,0,0,Dist 13
Yuma,PRECINCT 019,State House,13,"TZITZURA, THOMAS",DEM,2,2,0,0,0,Dist 13
Yuma,PRECINCT 020,State House,13,"TZITZURA, THOMAS",DEM,33,19,8,4,0,Dist 13
Yuma,PRECINCT 022,State House,13,"TZITZURA, THOMAS",DEM,45,29,9,5,0,Dist 13
Yuma,PRECINCT 023,State House,13,"TZITZURA, THOMAS",DEM,37,29,5,2,0,Dist 13
Yuma,PRECINCT 024,State House,13,"TZITZURA, THOMAS",DEM,78,62,10,4,0,Dist 13
Yuma,PRECINCT 025,State House,13,"TZITZURA, THOMAS",DEM,47,36,5,3,0,Dist 13
Yuma,PRECINCT 033,State House,13,"TZITZURA, THOMAS",DEM,12,7,2,2,0,Dist 13
Yuma,PRECINCT 034,State House,13,"TZITZURA, THOMAS",DEM,9,5,2,2,0,Dist 13
Yuma,PRECINCT 042,State House,13,"TZITZURA, THOMAS",DEM,70,40,16,12,1,Dist 13
Yuma,PRECINCT 043,State House,13,"TZITZURA, THOMAS",DEM,0,0,0,0,0,Dist 13
Yuma,PRECINCT 005,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 008,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 009,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 010,State House,13,WRITE-IN,NON,1,0,0,0,0,Dist 13
Yuma,PRECINCT 011,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 012,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 014,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 015,State House,13,WRITE-IN,NON,1,0,0,0,0,Dist 13
Yuma,PRECINCT 016,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 017,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 018,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 019,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 020,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 022,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 023,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 024,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 025,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 033,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 034,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 042,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 043,State House,13,WRITE-IN,NON,0,0,0,0,0,Dist 13
Yuma,PRECINCT 005,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 008,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 009,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 010,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 011,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 012,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 014,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 015,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 016,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 017,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 018,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 019,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 020,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 022,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 023,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 024,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 025,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 033,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 034,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 042,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 043,State House,13,OVER VOTES,,0,0,0,0,0,Dist 13
Yuma,PRECINCT 005,State House,13,UNDER VOTES,,64,43,10,9,1,Dist 13
Yuma,PRECINCT 008,State House,13,UNDER VOTES,,45,36,4,4,0,Dist 13
Yuma,PRECINCT 009,State House,13,UNDER VOTES,,55,35,9,9,1,Dist 13
Yuma,PRECINCT 010,State House,13,UNDER VOTES,,135,99,15,16,4,Dist 13
Yuma,PRECINCT 011,State House,13,UNDER VOTES,,69,40,15,12,1,Dist 13
Yuma,PRECINCT 012,State House,13,UNDER VOTES,,61,43,9,7,0,Dist 13
Yuma,PRECINCT 014,State House,13,UNDER VOTES,,16,10,4,1,0,Dist 13
Yuma,PRECINCT 015,State House,13,UNDER VOTES,,80,55,12,8,2,Dist 13
Yuma,PRECINCT 016,State House,13,UNDER VOTES,,60,39,10,9,1,Dist 13
Yuma,PRECINCT 017,State House,13,UNDER VOTES,,108,77,16,12,2,Dist 13
Yuma,PRECINCT 018,State House,13,UNDER VOTES,,5,3,1,0,0,Dist 13
Yuma,PRECINCT 019,State House,13,UNDER VOTES,,6,4,1,0,0,Dist 13
Yuma,PRECINCT 020,State House,13,UNDER VOTES,,70,47,13,8,1,Dist 13
Yuma,PRECINCT 022,State House,13,UNDER VOTES,,86,61,13,10,1,Dist 13
Yuma,PRECINCT 023,State House,13,UNDER VOTES,,78,63,7,5,1,Dist 13
Yuma,PRECINCT 024,State House,13,UNDER VOTES,,197,161,21,11,2,Dist 13
Yuma,PRECINCT 025,State House,13,UNDER VOTES,,107,83,11,10,1,Dist 13
Yuma,PRECINCT 033,State House,13,UNDER VOTES,,19,11,4,2,0,Dist 13
Yuma,PRECINCT 034,State House,13,UNDER VOTES,,20,13,3,3,0,Dist 13
Yuma,PRECINCT 042,State House,13,UNDER VOTES,,88,52,15,18,2,Dist 13
Yuma,PRECINCT 043,State House,13,UNDER VOTES,,1,0,0,0,0,Dist 13
Yuma,PRECINCT 001,Secretary of State,,"GAYNOR, STEVE",REP,14,9,3,1,0,
Yuma,PRECINCT 002,Secretary of State,,"GAYNOR, STEVE",REP,21,12,6,1,0,
Yuma,PRECINCT 003,Secretary of State,,"GAYNOR, STEVE",REP,22,14,4,2,0,
Yuma,PRECINCT 004,Secretary of State,,"GAYNOR, STEVE",REP,67,44,13,8,1,
Yuma,PRECINCT 005,Secretary of State,,"GAYNOR, STEVE",REP,75,50,11,11,1,
Yuma,PRECINCT 006,Secretary of State,,"GAYNOR, STEVE",REP,28,16,7,5,0,
Yuma,PRECINCT 007,Secretary of State,,"GAYNOR, STEVE",REP,19,9,5,3,0,
Yuma,PRECINCT 008,Secretary of State,,"GAYNOR, STEVE",REP,49,39,6,2,0,
Yuma,PRECINCT 009,Secretary of State,,"GAYNOR, STEVE",REP,89,55,18,13,1,
Yuma,PRECINCT 010,Secretary of State,,"GAYNOR, STEVE",REP,139,99,23,13,2,
Yuma,PRECINCT 011,Secretary of State,,"GAYNOR, STEVE",REP,73,45,18,8,0,
Yuma,PRECINCT 012,Secretary of State,,"GAYNOR, STEVE",REP,86,63,15,7,0,
Yuma,PRECINCT 013,Secretary of State,,"GAYNOR, STEVE",REP,31,20,6,3,0,
Yuma,PRECINCT 014,Secretary of State,,"GAYNOR, STEVE",REP,14,8,4,1,0,
Yuma,PRECINCT 015,Secretary of State,,"GAYNOR, STEVE",REP,77,52,16,6,1,
Yuma,PRECINCT 016,Secretary of State,,"GAYNOR, STEVE",REP,48,33,9,4,0,
Yuma,PRECINCT 017,Secretary of State,,"GAYNOR, STEVE",REP,120,87,20,10,1,
Yuma,PRECINCT 018,Secretary of State,,"GAYNOR, STEVE",REP,10,7,2,0,0,
Yuma,PRECINCT 019,Secretary of State,,"GAYNOR, STEVE",REP,4,2,1,0,0,
Yuma,PRECINCT 020,Secretary of State,,"GAYNOR, STEVE",REP,90,55,24,9,1,
Yuma,PRECINCT 021,Secretary of State,,"GAYNOR, STEVE",REP,1,0,1,0,0,
Yuma,PRECINCT 022,Secretary of State,,"GAYNOR, STEVE",REP,91,63,18,7,1,
Yuma,PRECINCT 023,Secretary of State,,"GAYNOR, STEVE",REP,92,71,14,6,0,
Yuma,PRECINCT 024,Secretary of State,,"GAYNOR, STEVE",REP,247,196,33,15,2,
Yuma,PRECINCT 025,Secretary of State,,"GAYNOR, STEVE",REP,137,99,23,12,1,
Yuma,PRECINCT 026,Secretary of State,,"GAYNOR, STEVE",REP,8,5,2,1,0,
Yuma,PRECINCT 027,Secretary of State,,"GAYNOR, STEVE",REP,24,16,5,2,0,
Yuma,PRECINCT 028,Secretary of State,,"GAYNOR, STEVE",REP,10,6,2,1,0,
Yuma,PRECINCT 029,Secretary of State,,"GAYNOR, STEVE",REP,11,4,3,3,0,
Yuma,PRECINCT 030,Secretary of State,,"GAYNOR, STEVE",REP,10,4,3,2,0,
Yuma,PRECINCT 031,Secretary of State,,"GAYNOR, STEVE",REP,16,7,5,4,0,
Yuma,PRECINCT 032,Secretary of State,,"GAYNOR, STEVE",REP,19,13,3,2,0,
Yuma,PRECINCT 033,Secretary of State,,"GAYNOR, STEVE",REP,19,13,4,1,0,
Yuma,PRECINCT 034,Secretary of State,,"GAYNOR, STEVE",REP,30,21,6,3,0,
Yuma,PRECINCT 035,Secretary of State,,"GAYNOR, STEVE",REP,52,35,11,4,1,
Yuma,PRECINCT 036,Secretary of State,,"GAYNOR, STEVE",REP,57,37,13,6,0,
Yuma,PRECINCT 037,Secretary of State,,"GAYNOR, STEVE",REP,30,19,7,2,0,
Yuma,PRECINCT 038,Secretary of State,,"GAYNOR, STEVE",REP,46,28,11,5,1,
Yuma,PRECINCT 039,Secretary of State,,"GAYNOR, STEVE",REP,59,40,12,5,0,
Yuma,PRECINCT 040,Secretary of State,,"GAYNOR, STEVE",REP,57,41,10,4,0,
Yuma,PRECINCT 041,Secretary of State,,"GAYNOR, STEVE",REP,66,40,15,10,0,
Yuma,PRECINCT 042,Secretary of State,,"GAYNOR, STEVE",REP,56,36,8,9,0,
Yuma,PRECINCT 043,Secretary of State,,"GAYNOR, STEVE",REP,1,0,0,0,0,
Yuma,PRECINCT 044,Secretary of State,,"GAYNOR, STEVE",REP,0,0,0,0,0,
Yuma,PRECINCT 001,Secretary of State,,"HOBBS, KATIE",DEM,31,19,8,3,0,
Yuma,PRECINCT 002,Secretary of State,,"HOBBS, KATIE",DEM,34,18,9,5,0,
Yuma,PRECINCT 003,Secretary of State,,"HOBBS, KATIE",DEM,29,17,6,4,0,
Yuma,PRECINCT 004,Secretary of State,,"HOBBS, KATIE",DEM,100,64,20,13,1,
Yuma,PRECINCT 005,Secretary of State,,"HOBBS, KATIE",DEM,42,27,7,6,0,
Yuma,PRECINCT 006,Secretary of State,,"HOBBS, KATIE",DEM,71,33,18,18,1,
Yuma,PRECINCT 007,Secretary of State,,"HOBBS, KATIE",DEM,109,51,29,26,2,
Yuma,PRECINCT 008,Secretary of State,,"HOBBS, KATIE",DEM,25,18,3,3,0,
Yuma,PRECINCT 009,Secretary of State,,"HOBBS, KATIE",DEM,25,14,5,4,0,
Yuma,PRECINCT 010,Secretary of State,,"HOBBS, KATIE",DEM,76,52,13,9,1,
Yuma,PRECINCT 011,Secretary of State,,"HOBBS, KATIE",DEM,45,25,11,8,0,
Yuma,PRECINCT 012,Secretary of State,,"HOBBS, KATIE",DEM,34,22,7,4,0,
Yuma,PRECINCT 013,Secretary of State,,"HOBBS, KATIE",DEM,42,25,9,7,0,
Yuma,PRECINCT 014,Secretary of State,,"HOBBS, KATIE",DEM,12,8,3,0,0,
Yuma,PRECINCT 015,Secretary of State,,"HOBBS, KATIE",DEM,54,35,11,5,1,
Yuma,PRECINCT 016,Secretary of State,,"HOBBS, KATIE",DEM,46,28,9,7,1,
Yuma,PRECINCT 017,Secretary of State,,"HOBBS, KATIE",DEM,57,40,11,5,0,
Yuma,PRECINCT 018,Secretary of State,,"HOBBS, KATIE",DEM,2,0,1,0,0,
Yuma,PRECINCT 019,Secretary of State,,"HOBBS, KATIE",DEM,3,2,0,0,0,
Yuma,PRECINCT 020,Secretary of State,,"HOBBS, KATIE",DEM,38,23,9,4,0,
Yuma,PRECINCT 021,Secretary of State,,"HOBBS, KATIE",DEM,0,0,0,0,0,
Yuma,PRECINCT 022,Secretary of State,,"HOBBS, KATIE",DEM,49,31,10,6,0,
Yuma,PRECINCT 023,Secretary of State,,"HOBBS, KATIE",DEM,41,32,5,2,0,
Yuma,PRECINCT 024,Secretary of State,,"HOBBS, KATIE",DEM,88,70,11,5,1,
Yuma,PRECINCT 025,Secretary of State,,"HOBBS, KATIE",DEM,51,40,5,3,0,
Yuma,PRECINCT 026,Secretary of State,,"HOBBS, KATIE",DEM,18,11,2,3,0,
Yuma,PRECINCT 027,Secretary of State,,"HOBBS, KATIE",DEM,23,13,5,3,0,
Yuma,PRECINCT 028,Secretary of State,,"HOBBS, KATIE",DEM,19,11,4,3,0,
Yuma,PRECINCT 029,Secretary of State,,"HOBBS, KATIE",DEM,116,55,29,30,1,
Yuma,PRECINCT 030,Secretary of State,,"HOBBS, KATIE",DEM,111,50,27,33,0,
Yuma,PRECINCT 031,Secretary of State,,"HOBBS, KATIE",DEM,144,60,36,46,1,
Yuma,PRECINCT 032,Secretary of State,,"HOBBS, KATIE",DEM,37,19,9,7,0,
Yuma,PRECINCT 033,Secretary of State,,"HOBBS, KATIE",DEM,13,8,3,2,0,
Yuma,PRECINCT 034,Secretary of State,,"HOBBS, KATIE",DEM,10,6,2,2,0,
Yuma,PRECINCT 035,Secretary of State,,"HOBBS, KATIE",DEM,43,28,8,5,0,
Yuma,PRECINCT 036,Secretary of State,,"HOBBS, KATIE",DEM,57,37,11,7,0,
Yuma,PRECINCT 037,Secretary of State,,"HOBBS, KATIE",DEM,55,34,13,6,0,
Yuma,PRECINCT 038,Secretary of State,,"HOBBS, KATIE",DEM,53,35,9,8,0,
Yuma,PRECINCT 039,Secretary of State,,"HOBBS, KATIE",DEM,47,29,9,6,1,
Yuma,PRECINCT 040,Secretary of State,,"HOBBS, KATIE",DEM,52,34,9,7,0,
Yuma,PRECINCT 041,Secretary of State,,"HOBBS, KATIE",DEM,57,36,9,10,0,
Yuma,PRECINCT 042,Secretary of State,,"HOBBS, KATIE",DEM,74,42,17,13,1,
Yuma,PRECINCT 043,Secretary of State,,"HOBBS, KATIE",DEM,1,0,0,0,0,
Yuma,PRECINCT 044,Secretary of State,,"HOBBS, KATIE",DEM,0,0,0,0,0,
Yuma,PRECINCT 001,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 002,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 003,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 004,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 005,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 006,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 007,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 008,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 009,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 010,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 011,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 012,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 013,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 014,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 015,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 016,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 017,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 018,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 019,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 020,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 021,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 022,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 023,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 024,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 025,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 026,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 027,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 028,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 029,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 030,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 031,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 032,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 033,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 034,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 035,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 036,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 037,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 038,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 039,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 040,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 041,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 042,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 043,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 044,Secretary of State,,WRITE-IN,NON,0,0,0,0,0,
Yuma,PRECINCT 001,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 002,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 003,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 004,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 005,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 006,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 007,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 008,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 009,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 010,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 011,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 012,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 013,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 014,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 015,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 016,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 017,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 018,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 019,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 020,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 021,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 022,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 023,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 024,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 025,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 026,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 027,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 028,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 029,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 030,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 031,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 032,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 033,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 034,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 035,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 036,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 037,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 038,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 039,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 040,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 041,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 042,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 043,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 044,Secretary of State,,OVER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 001,Secretary of State,,UNDER VOTES,,0,0,0,0,0,
Yuma,PRECINCT 002,Secretary of State,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 003,Secretary of State,,UNDER VOTES,,1,1,0,0,0,
Yuma,PRECINCT 004,Secretary of State,,UNDER VOTES,,6,4,0,1,0,
Yuma,PRECINCT 005,Secretary of State,,UNDER VOTES,,4,2,0,0,0,
Yuma,PRECINCT 006,Secretary of State,,UNDER VOTES,,3,1,0,0,0,
Yuma,PRECINCT 007,Secretary of State,,UNDER VOTES,,4,1,1,1,0,
Yuma,PRECINCT 008,Secretary of State,,UNDER VOTES,,3,2,0,0,0,
Yuma,PRECINCT 009,Secretary of State,,UNDER VOTES,,2,1,0,0,0,
Yuma,PRECINCT 010,Secretary of State,,UNDER VOTES,,6,4,0,1,0,
Yuma,PRECINCT 011,Secretary of State,,UNDER VOTES,,4,3,0,1,0,
Yuma,PRECINCT 012,Secretary of State,,UNDER VOTES,,4,3,0,0,0,
Yuma,PRECINCT 013,Secretary of State,,UNDER VOTES,,3,2,0,0,0,
